"Depth" "M1" "M2" "M3" "M4" "M5" "M6" "M7" "M8" "M9" "M10" "M11" "M12"
-493.75 29.0869061946869 29.4824547767639 30.1181864738464 29.2852051258087 28.03209400177 28.5195960998535 29.421192407608 30.807302236557 29.8149704933167 29.8883090019226 30.2694435119629 29.8466744422913
-475 26.7027771472931 27.1762392520905 27.4981257915497 26.52876329422 25.5320568084717 26.3983798027039 26.6025881767273 27.6787433624268 26.9748454093933 27.1976263523102 27.6628510951996 27.2949085235596
-450 24.5096790790558 24.6140840053558 24.8356976509094 23.9331662654877 23.1642620563507 23.8808581829071 24.0005943775177 25.7146995067596 24.3542327880859 24.2815113067627 25.019517660141 24.9396800994873
-425 22.2566795349121 21.8775672912598 22.1437480449677 21.517308473587 20.8977301120758 21.1349520683289 21.2381267547607 22.6482374668121 21.5746548175812 21.6684074401855 22.355263710022 22.4647850990295
-400 19.9699649810791 19.450275182724 19.3964273929596 19.1415193080902 18.5083436965942 18.4910893440247 18.7499091625214 19.9711933135986 19.2671496868134 19.0698337554932 19.9895660877228 19.9501979351044
-375 17.508956193924 16.9707541465759 16.7396991252899 17.0348479747772 15.9716891050339 16.7155542373657 16.7269229888916 17.6521735191345 16.7216421365738 17.0818911790848 17.6462597846985 17.5395123958588
-350 14.9616945981979 14.4318881034851 14.4257643222809 14.9517161846161 13.6594284772873 14.6525650024414 14.4979594945908 15.8148056268692 14.5298712253571 14.2521022558212 15.4702739715576 15.2054612636566
-325 13.2878543138504 12.3056354522705 12.5410805940628 12.8464204072952 11.5327231884003 12.4229488372803 12.1428638696671 13.1362187862396 12.2352433204651 12.3341077566147 13.0086847543716 12.9247767925262
-300 10.7973970174789 10.2875037193298 10.5157122612 10.6378964185715 9.53503119945526 10.1692234277725 10.3862769603729 11.0512104034424 10.0929518938065 10.3549520969391 10.6499450206757 10.8948627710342
-275 8.50128507614136 8.37686032056808 8.52062463760376 8.55452024936676 7.60914576053619 8.19681751728058 8.46548795700073 9.1372035741806 8.17035681009293 8.4724668264389 8.96903872489929 8.84780728816986
-250 6.51779055595398 6.46470803022385 6.3945118188858 6.67633843421936 5.85587292909622 6.58804601430893 6.37876164913177 7.36675846576691 6.31112062931061 6.68825173377991 6.49564409255981 6.91962844133377
-225 4.67010951042175 4.91484272480011 4.82701641321182 4.81904721260071 4.31412079930305 5.14398580789566 4.56610363721848 5.13221871852875 4.51967459917068 4.98570215702057 4.91165810823441 4.81818795204163
-200 2.93596053123474 3.35074692964554 3.36678427457809 3.33377411961555 2.8510774075985 2.81133151054382 3.3398449420929 3.61550426483154 3.75337558984756 3.57915824651718 3.54570040106773 3.89149111509323
