"Depth" "M1" "M2" "M3" "M4" "M5" "M6" "M7" "M8" "M9" "M10" "M11" "M12"
-41.0779481392426 0.0568948883353257 0.0512958347647214 0.0303423076298462 0.00401099096774557 9.99999974737875e-06 9.99999974737875e-06 9.99999974737875e-06 1.1091542273287e-05 3.03795576660068e-05 0.00183903072367259 0.0130353672683484 0.0254563008509151
-34.8461284626254 0.0746006737978049 0.0641295906277295 0.0379883655546824 0.00740818689757987 2.24973092898537e-05 9.99999974737875e-06 9.99999974737875e-06 0.000478090653561488 0.00174612695578404 0.00725428117747438 0.0273375097168335 0.0438070806853437
-29.3040127713953 0.0867627137329401 0.0723844262884307 0.0429834059295951 0.0113857780447696 0.000242672281878617 1.11744021364599e-05 0.000100138061506035 0.00249550772020877 0.00613809860819631 0.0159621322177008 0.0411641614513637 0.0596332454570733
-24.3379424460497 0.0929976098585384 0.0760118866775406 0.0452571241367489 0.0152401309133227 0.0011830215067892 0.000695600481864937 0.0015602866145399 0.0065148381157091 0.0123940054590142 0.025204675758256 0.0518189378586192 0.0707509561084218
-19.8472412900008 0.0935771549554991 0.0753524900844531 0.0449819905844414 0.0183417111120856 0.00293865448721648 0.00256188790910408 0.00473432447269268 0.0112199978190008 0.0183443603195211 0.0326023942131808 0.0581797183307315 0.0764196142595653
-15.741948983198 0.0890025124283391 0.0708566860462127 0.042405001591552 0.02027324749409 0.00524767011024837 0.00556609547976398 0.0085889430073953 0.015204833215514 0.0225532049532941 0.0369485296126382 0.0599267137918693 0.0765943943942941
-11.9407960400703 0.0797676942247825 0.0629327994477797 0.03775436867639 0.0207279836567306 0.00753363834136852 0.00864893970598235 0.0119107878445092 0.0176026863135932 0.0242979169020452 0.0377074143804864 0.0570856811907629 0.0714900732369504
-8.36936551992132 0.0662306718098942 0.0518662223182719 0.0311886532919758 0.0194142820898313 0.00921195450486226 0.0108343379377658 0.0137346980178823 0.0178307516920557 0.0232019850238885 0.0346356947686731 0.0497587924620063 0.0613280060927471
-4.95842175368415 0.0468273162500607 0.035848728344642 0.0223404631699294 0.01596256368995 0.00954186025467717 0.0111129664102326 0.0131504681316675 0.0153923412274664 0.0190059404435906 0.0275483558840805 0.0379629702703634 0.0461863846419936
-1.64234504453429 0.0206714542156263 0.0166956293720646 0.0126934990906358 0.0100215988870675 0.00730973592255139 0.00818208862495487 0.00908384139782743 0.00967878039821748 0.0110377868990675 0.0146458141767119 0.0181257688789275 0.0208676216272463
