"Depth" "M1" "M2" "M3" "M4" "M5" "M6" "M7" "M8" "M9" "M10" "M11" "M12"
-101.681376548202 -7.54374578391196e-07 -1.44433804072464e-06 -1.04356001276787e-06 7.33032042388305e-06 1.74091147823292e-06 -3.01556296074621e-06 -1.2068626569092e-06 -5.49719526589565e-07 9.93959137901074e-07 -1.30041525998552e-06 -1.7451332233778e-06 -1.0976134172568e-06
-87.8244220100992 -3.00480966302539e-07 -2.29570727444449e-06 -1.42865288185496e-06 7.39386738101961e-06 2.06187144117732e-06 -2.77271307517757e-06 -9.00294251117904e-07 -7.91895485192358e-07 7.73862431915606e-07 -1.03193242846292e-06 -1.38117884512702e-06 -1.26914645570364e-06
-75.7837935550323 1.48311982111112e-06 -3.02830459066084e-06 -2.32010360720813e-06 6.0765721415516e-06 2.12415800978279e-06 -2.37767686526377e-06 -6.7392232976243e-07 -9.71639474690399e-07 6.71668545721356e-07 -4.09583581982157e-07 -1.32541797038887e-06 -1.63868054812394e-06
-65.2993415845942 1.21532769613553e-06 -4.91486564641689e-06 -2.0746824345491e-06 4.71622584897968e-06 1.85690834863296e-06 -2.08307922160238e-06 -6.56608924072954e-07 -9.07224179487551e-07 6.5623569492851e-07 -1.01063580414015e-08 -1.83204850678632e-06 -1.33785147032395e-06
-56.1459921392983 7.76587434266175e-07 -5.16783457000452e-06 -9.86366035222294e-07 4.20468014637849e-06 1.62362513852174e-06 -1.84047594542522e-06 -4.79875144492278e-07 -7.36090735947211e-07 1.40224417891284e-07 1.55973780454908e-07 -2.05060039461647e-06 -2.0274502279845e-08
-48.1286778689293 5.94006323567985e-07 -5.45882452075898e-06 -3.61628153978293e-07 4.65509960209977e-06 1.41177955512351e-06 -1.53848808595838e-06 -1.50932149371797e-07 -8.12159758650456e-07 -3.58457195758066e-07 1.54322100498286e-07 -2.74867359761469e-06 1.15652280175108e-06
-41.0779481392426 3.65095315593686e-07 -5.38980181942855e-06 1.89549241605124e-09 4.99182559524487e-06 1.02416470585432e-06 -1.57319924233172e-06 -2.79402157290355e-07 -1.06147843110444e-06 -4.42449176665258e-07 -5.18853738413986e-07 -2.73750629687279e-06 1.22853762869043e-06
-34.8461284626254 1.50895743062946e-07 -5.09515525981072e-06 2.32743080010195e-07 4.81980577210125e-06 8.67447623413247e-07 -1.65202033618341e-06 -2.21014566003387e-07 -1.09690558029366e-06 7.55031901231953e-07 -3.17402016815206e-07 -2.47379223043444e-06 1.08194578693499e-06
-29.3040127713953 -4.8846156638986e-08 -4.65810475079965e-06 3.75833757794112e-07 4.49534699690758e-06 9.21818811232637e-07 -1.31675386536642e-06 -2.46433418168485e-07 -5.84058948751595e-07 1.52426320971545e-06 -6.01725950291954e-08 -2.16924345807547e-06 8.73616570486459e-07
-24.3379424460497 -2.35713689447076e-07 -4.1328437943991e-06 4.59346432687487e-07 3.94807938481704e-06 1.47041919519487e-06 1.44294706058866e-07 4.46466845266111e-07 2.34520040158132e-07 1.52543771611058e-06 1.4712703590255e-08 -1.84376287492366e-06 6.38394823844918e-07
-19.8472412900008 -4.11067143214295e-07 -3.55318381236046e-06 5.00535289533291e-07 3.31014100693932e-06 1.90504510228412e-06 1.20824777743958e-06 7.75934492482584e-07 4.9640405636491e-07 1.37787558605757e-06 5.72589162275431e-08 -1.51407048297511e-06 3.93137576974381e-07
-15.741948983198 -5.76175458278777e-07 -2.9387722832139e-06 5.09980468668438e-07 2.67798524838144e-06 1.73364619920222e-06 1.20134475152206e-06 7.23283092662765e-07 6.16356448959707e-07 1.18463800923786e-06 9.00158831167257e-08 -1.18782411333889e-06 1.46054425044768e-07
-11.9407960400703 -7.32191246749828e-07 -2.29924880419374e-06 4.93686764067912e-07 2.07459819921281e-06 1.39709245954738e-06 9.98852781454307e-07 6.12891848090944e-07 6.36978947459491e-07 9.74646080913417e-07 1.17655768215717e-07 -8.67669401128411e-07 -9.91399526610856e-08
-8.36936551992132 -8.80011215031841e-07 -1.63689954629632e-06 4.53809066840307e-07 1.50342100058296e-06 1.03144244155093e-06 7.57382930878216e-07 4.90158001152307e-07 5.89025784044701e-07 7.60728648974667e-07 1.42092218092163e-07 -5.5358824066733e-07 -3.41121208725371e-07
-4.95842175368415 -1.01943620450632e-06 -9.48423774055343e-07 3.86301949510127e-07 9.58863379566917e-07 6.84972691412329e-07 5.26794710476118e-07 3.75949242480711e-07 4.89543920403754e-07 5.49645731048361e-07 1.62857418430637e-07 -2.44829519986476e-07 -5.79318288568546e-07
-1.64234504453429 -1.14711231384615e-06 -2.17103767866282e-07 2.97810409461584e-07 4.52143348209165e-07 3.81794420006987e-07 3.30916402206255e-07 2.81657002029602e-07 3.45079031525598e-07 3.49687140754389e-07 1.86026471689938e-07 6.25092312069877e-08 -8.10994358653132e-07
