"DOY" "Depth" "CHL"
271 73.8 0.15
271 98.8 0.22
271 125.4 0.11
271 150.9 0.05
271 174.3 0.02
271 4.9 0.06
271 16 0.06
271 24.8 0.06
271 34.9 0.07
271 44.2 0.07
271 54.7 0.08
271 64.5 0.09
271 74.6 0.13
271 94.1 0.19
271 99.3 0.2
271 110.7 0.15
271 124.9 0.07
271 149.7 0.04
271 174.3 0.01
270 5 0.06
270 25 0.07
270 45 0.12
270 75 0.21
270 100 0.08
270 125 0.03
270 150 0.04
270 175 0.01
299 5.1 0.07
299 25 0.07
299 44.7 0.08
299 75.3 0.18
299 99.5 0.21
299 124.5 0.09
299 149.3 0.04
299 174.5 0.02
299 4.6 0.07
299 24.5 0.07
299 44.8 0.09
299 99.4 0.15
299 124.4 0.05
299 149.6 0.02
299 174.7 0.01
300 4.4 0.07
300 24.9 0.07
300 44.7 0.07
300 74.8 0.12
300 100.3 0.2
300 123.7 0.2
300 150.7 0.07
300 174.8 0.04
300 4.6 0.07
300 13.6 0.06
300 24.4 0.06
300 44.3 0.06
300 59.4 0.06
300 75 0.08
300 84.9 0.12
300 104.1 0.19
300 114.9 0.19
300 124.8 0.21
300 134.7 0.14
300 158.3 0.06
300 174.3 0.04
300 185 0.02
300 199.6 0.01
300 9.9 0.07
300 19.8 0.06
300 39.5 0.06
300 69.7 0.09
300 99.8 0.18
300 110 0.18
300 140.1 0.12
300 174.5 0.02
300 4.8 0.08
300 24.5 0.07
300 45.2 0.13
300 100.5 0.16
300 124.6 0.12
300 150.3 0.05
300 175.7 0.03
300 4.8 0.07
300 25 0.07
300 44.6 0.09
300 74.1 0.13
300 99.8 0.17
300 119.9 0.19
300 149.5 0.08
300 169.8 0.05
300 5.3 0.08
300 24.8 0.08
300 44.5 0.08
300 74.6 0.1
300 99.8 0.17
300 124.9 0.29
300 148.8 0.11
300 175.7 0.05
300 5.1 0.07
300 24.6 0.08
300 44.7 0.09
300 75.2 0.16
300 100.2 0.23
300 125.5 0.11
300 150.3 0.04
300 173 0.02
301 5.2 0.07
300 25.3 0.08
300 44.9 0.12
300 74.8 0.18
300 94.3 0.18
300 125.6 0.05
300 149.5 0.02
300 174.6 0.01
301 3.4 0.07
301 25.1 0.08
301 44.2 0.07
301 74.5 0.15
301 100 0.2
301 124.5 0.17
301 150.2 0.05
301 174.2 0.02
301 4.9 0.07
301 24.5 0.07
301 45 0.08
301 74.6 0.09
301 99.7 0.17
301 125.6 0.19
301 148.6 0.12
301 173.7 0.04
300 5 0.07
300 25 0.07
300 45 0.08
300 75 0.09
300 100 0.18
300 125 0.1
300 150 0.05
300 175 0.03
320 4.3 0.11
320 25.1 0.11
320 44.8 0.11
320 74.5 0.17
320 99.3 0.26
320 124.6 0.09
320 149.9 0.05
320 175.7 0.01
320 5.1 0.11
320 25.2 0.11
320 44.6 0.17
320 74.5 0.19
320 99.3 0.22
320 124.7 0.08
320 150.1 0.04
320 174.1 0.01
321 4.7 0.1
321 25.5 0.1
321 44.6 0.12
321 74.3 0.21
321 100.8 0.22
321 124.9 0.08
321 149.6 0.02
321 174.5 0.01
321 5 0.08
321 14.1 0.09
321 24 0.09
321 34.5 0.1
321 44.3 0.1
321 60.9 0.14
321 74.5 0.18
321 85.5 0.17
321 94.1 0.21
321 104.3 0.17
321 114.3 0.11
321 125 0.07
321 134.5 0.04
321 149.9 0.02
321 160.3 0.02
321 175.1 0.01
321 2.8 0.09
321 19.4 0.1
321 39.3 0.09
321 59.6 0.09
321 99.2 0.21
321 121.2 0.14
321 149.9 0.04
321 174.4 0.02
321 4.6 0.12
321 24.3 0.11
321 45.1 0.11
321 74.5 0.19
321 99.1 0.18
321 124.1 0.07
321 149.1 0.02
321 175.5 0.01
321 4.8 0.09
321 24.5 0.1
321 44 0.11
321 74 0.19
321 104.2 0.13
321 124 0.08
321 150.1 0.03
321 174.7 0.01
322 3.9 0.1
322 25.4 0.09
322 44.9 0.1
322 74 0.21
322 99.2 0.21
322 124.3 0.08
322 149.7 0.03
322 175.1 0.01
322 4 0.09
322 23.6 0.09
322 45.7 0.09
322 74.3 0.19
322 89.4 0.22
322 100 0.2
322 109.3 0.14
322 124.2 0.08
322 150.7 0.04
322 174.2 0.01
322 4.5 0.09
322 23.9 0.1
322 44.6 0.1
322 75.7 0.18
322 99.3 0.23
322 125.6 0.08
322 149.7 0.04
321 5 0.09
321 25 0.09
321 45 0.1
321 75 0.17
321 100 0.22
321 125 0.06
321 150 0.02
17 4.6 0.07
17 14.5 0.07
17 24.9 0.07
17 34.8 0.07
17 44.8 0.09
17 59.6 0.1
17 74.6 0.13
17 84.3 0.17
17 94.4 0.16
17 104.4 0.25
17 114.4 0.17
17 124.8 0.08
17 134.9 0.06
17 149.5 0.04
17 160 0.03
17 174.4 0.02
18 5.3 0.06
18 44.2 0.05
18 59.9 0.1
18 73.6 0.13
18 84.1 0.16
18 114.6 0.13
18 123.8 0.07
18 134.1 0.03
18 148.1 0.02
18 174.3 0.01
17 5 0.06
17 25 0.07
17 45 0.06
17 75 0.12
17 100 0.15
17 125 0.05
17 150 0.03
87 4.8 0.05
87 13.1 0.04
87 24.4 0.05
87 34 0.04
87 44.3 0.06
87 58.8 0.07
87 72.8 0.08
87 84.4 0.09
87 95.2 0.09
87 104.6 0.11
87 114.7 0.19
87 123.7 0.18
87 134 0.13
87 148.7 0.06
87 159.1 0.04
87 173 0.02
87 199.6 0.01
87 100.5 0.13
87 150.5 0.02
88 5 0.04
88 24.7 0.04
88 44.8 0.04
88 73.6 0.07
88 98.6 0.07
88 115 0.14
88 124.8 0.19
88 149.2 0.08
88 174.5 0.01
87 5 0.05
87 25 0.06
87 45 0.05
87 75 0.09
87 100 0.09
87 125 0.14
87 150 0.03
87 175 0.04
115 2.2 0.04
115 4.6 0.04
115 14.9 0.04
115 23.6 0.04
115 34.3 0.04
115 44.1 0.05
115 59 0.06
115 74.1 0.08
115 84.4 0.12
115 94.2 0.14
115 104.1 0.21
115 114.8 0.28
115 123.9 0.21
115 134.5 0.19
115 150.5 0.12
115 160.5 0.08
115 174.5 0.05
115 200.8 0.02
116 45 0.06
116 73.8 0.09
116 99.3 0.12
116 123.8 0.22
116 150 0.09
116 175.1 0.02
116 4.1 0.05
116 24.8 0.04
116 44 0.06
116 74.2 0.09
116 99.4 0.12
116 128.8 0.18
116 149.2 0.06
116 200.5 0.01
115 5 0.04
115 25 0.04
115 45 0.04
115 75 0.06
115 100 0.11
115 125 0.17
143 5.1 0.03
143 15.3 0.04
143 24.6 0.04
143 35.1 0.04
143 44.5 0.05
143 61.1 0.06
143 75.1 0.09
143 85 0.09
143 94.3 0.1
143 125 0.16
143 134.8 0.11
143 149 0.09
143 159.4 0.07
143 175.1 0.06
143 202.1 0.05
144 3.9 0.03
144 23.7 0.04
144 44.6 0.06
144 74 0.09
144 84.7 0.11
144 93.1 0.15
144 104 0.18
144 114 0.16
144 124.4 0.13
144 149.4 0.07
144 174.9 0.03
143 5 0.04
143 25 0.04
143 45 0.05
143 75 0.09
143 100 0.13
143 125 0.1
143 150 0.07
178 4 0.03
178 14.7 0.03
178 24.6 0.03
178 35.2 0.03
178 45 0.08
178 59.3 0.11
178 74.4 0.13
178 84.5 0.2
178 94.9 0.21
178 104.7 0.17
178 114.5 0.11
178 124.1 0.1
178 134 0.08
178 150 0.05
178 159 0.04
178 174.6 0.02
178 184.6 0.02
178 200.9 0.01
179 4.7 0.04
179 25 0.03
179 44.5 0.05
179 74.6 0.11
179 99.6 0.15
179 124.7 0.11
179 150.1 0.07
179 174.9 0.02
178 5 0.04
178 25 0.05
178 45 0.07
178 75 0.11
178 100 0.16
178 125 0.14
178 150 0.1
209 4.5 0.05
209 14.4 0.03
209 24.3 0.04
209 33.9 0.04
209 44.6 0.07
209 58.9 0.08
209 74.8 0.12
209 84.5 0.16
209 95.1 0.24
209 103.8 0.23
209 113.7 0.19
209 124.2 0.1
209 134.2 0.07
209 150.2 0.04
209 159.2 0.04
209 174.3 0.02
209 199.9 0.01
210 4.1 0.07
210 23.8 0.06
210 43.5 0.09
210 73.5 0.13
210 98.9 0.19
210 124.5 0.17
210 149.7 0.09
210 174.2 0.04
209 5 0.06
209 25 0.06
209 45 0.06
209 75 0.1
209 100 0.18
209 125 0.19
209 150 0.07
209 175 0.03
234 5.2 0.05
234 14.8 0.06
234 25.2 0.06
234 34.6 0.05
234 44.9 0.06
234 59.8 0.08
234 74.5 0.1
234 84.6 0.12
234 95 0.15
234 104.4 0.18
234 114.2 0.16
234 125.3 0.17
234 135.7 0.1
234 150.4 0.04
234 160 0.04
234 176 0.02
234 199.8 0.01
235 4.5 0.08
235 23.9 0.08
235 43.5 0.07
235 74.6 0.15
235 114.8 0.19
235 124.4 0.21
235 133.9 0.17
235 150.4 0.08
235 174.4 0.05
234 5 0.05
234 25 0.07
234 45 0.08
234 75 0.12
234 100 0.19
234 125 0.17
234 150 0.04
234 175 0.03
276 14.2 0.08
276 24.2 0.09
276 34.9 0.09
276 43.6 0.1
276 59.6 0.13
276 73.8 0.2
276 84.6 0.25
276 94.5 0.26
276 103.7 0.23
276 115.3 0.25
276 124.3 0.2
276 134.8 0.15
276 148.7 0.11
276 159.4 0.07
276 175.1 0.05
276 183.8 0.04
276 199.9 0.02
277 4.4 0.07
277 23.9 0.08
277 44.9 0.09
277 73.8 0.2
277 98.5 0.21
277 123.5 0.09
277 149.6 0.04
277 174.3 0.02
276 5 0.08
276 25 0.1
276 45 0.15
276 75 0.26
276 125 0.07
276 150 0.03
304 4.3 0.07
304 4.3 0.07
304 14.7 0.08
304 24.2 0.03
304 34.9 0.07
304 43.7 0.07
304 59.6 0.08
304 74.1 0.12
304 84.4 0.2
304 95.4 0.22
304 104.4 0.22
304 114.2 0.23
304 123.8 0.13
304 135.2 0.1
304 149.7 0.07
304 159.8 0.06
304 175.2 0.03
304 201.3 0.02
305 4.9 0.07
305 24.1 0.07
305 43.7 0.07
305 74.5 0.16
305 100.3 0.25
305 124.4 0.16
305 175 0.05
304 5 0.07
304 25 0.07
304 45 0.07
304 75 0.22
304 100 0.2
304 125 0.09
304 150 0.05
304 175 0.01
346 4.3 0.16
346 14.6 0.16
346 24.2 0.17
346 35 0.15
346 44.5 0.15
346 59.5 0.15
346 74.2 0.16
346 83.9 0.18
346 95.7 0.19
346 105.1 0.25
346 114.6 0.23
346 125 0.14
346 135.4 0.09
346 149.4 0.05
346 159.9 0.03
346 174.7 0.01
347 5.2 0.14
347 24.8 0.13
347 44.2 0.13
347 74.2 0.14
347 100.3 0.27
347 109.9 0.24
347 124.1 0.12
347 149.5 0.04
347 175.4 0.02
346 5 0.14
346 25 0.15
346 45 0.14
346 75 0.14
346 100 0.23
346 125 0.12
346 150 0.06
8 4.3 0.09
8 14.2 0.09
8 24.3 0.09
8 34.4 0.1
8 44.2 0.11
8 59.3 0.13
8 75 0.2
8 84.8 0.27
8 94.4 0.29
8 104.5 0.14
8 114.1 0.13
8 124.9 0.08
8 134.9 0.06
8 149.9 0.04
8 159.3 0.03
8 175 0.02
8 199.8 0.01
9 5.3 0.08
9 25.2 0.08
9 44.4 0.07
9 74.8 0.17
9 99.9 0.22
9 109.6 0.08
9 125.1 0.07
9 149.9 0.04
9 176.3 0.01
8 5 0.09
8 25 0.07
8 45 0.09
8 75 0.22
8 100 0.14
8 125 0.09
8 150 0.05
8 175 0.02
49 4.5 0.09
49 15.2 0.09
49 24.5 0.1
49 33.9 0.1
49 44.4 0.1
49 60.1 0.11
49 74.5 0.12
49 84.4 0.13
49 94.2 0.18
49 104.7 0.28
49 114.4 0.29
49 124.5 0.27
49 135.8 0.26
49 150 0.16
49 160 0.08
49 174.1 0.06
49 200.6 0.03
50 24.5 0.09
50 45.1 0.09
50 74.2 0.15
50 100 0.26
50 115 0.27
50 124.4 0.24
50 134.8 0.13
50 148.9 0.09
50 175.5 0.07
49 5 0.1
49 25 0.1
49 45 0.09
49 75 0.12
49 100 0.2
49 125 0.22
49 175 0.07
71 4.5 0.07
71 14.5 0.09
71 24.8 0.1
71 35.5 0.12
71 44.6 0.11
71 59.9 0.16
71 75.2 0.18
71 85.5 0.19
71 95 0.18
71 105 0.17
71 115.4 0.22
71 124.2 0.26
71 134.9 0.23
71 150.2 0.14
71 174.6 0.05
71 201.2 0.03
72 24.7 0.1
72 44.6 0.11
72 75 0.11
72 79.9 0.11
72 114.4 0.26
72 119 0.27
72 124.3 0.18
71 5 0.09
71 25 0.08
71 45 0.1
71 75 0.17
71 100 0.27
71 125 0.13
71 150 0.05
99 5.1 0.06
99 15.2 0.06
99 25.4 0.07
99 34.9 0.07
99 44.3 0.07
99 60.1 0.1
99 75 0.38
99 85.1 0.35
99 95 0.32
99 105.1 0.28
99 115.1 0.2
99 125 0.11
99 134.8 0.08
99 149.9 0.03
99 159.8 0.02
99 175.1 0.01
100 5.4 0.07
100 25.6 0.06
100 46.5 0.07
100 75.3 0.12
100 99.2 0.42
100 124.5 0.21
100 150.3 0.07
100 176.2 0.02
99 5 0.06
99 25 0.08
99 45 0.09
99 75 0.27
99 100 0.12
99 125 0.03
99 150 0.01
99 175 0.02
127 4.2 0.07
127 14.7 0.06
127 25 0.07
127 34.6 0.09
127 45.3 0.08
127 59.9 0.11
127 74.6 0.1
127 85 0.15
127 95.1 0.18
127 104.5 0.19
127 115.3 0.25
127 124.6 0.26
127 134.4 0.21
127 149.1 0.09
127 174.1 0.04
127 199.8 0.01
128 5.8 0.06
128 25.5 0.08
128 45.1 0.08
128 73.8 0.13
128 100 0.22
128 129.5 0.24
128 149.4 0.11
128 174.9 0.03
127 5 0.07
127 25 0.09
127 45 0.12
127 75 0.17
127 100 0.26
127 125 0.13
127 150 0.04
127 175 0.02
155 5.2 0.06
155 15.3 0.06
155 24.7 0.06
155 35.2 0.06
155 45.6 0.07
155 60.6 0.1
155 75.4 0.11
155 85.1 0.12
155 94.9 0.15
155 104.6 0.19
155 114.6 0.23
155 124.6 0.27
155 134.8 0.19
155 149.3 0.04
155 159.4 0.02
155 175 0.01
155 199.9 0.01
155 2.2 0.07
156 4.8 0.06
156 24.8 0.07
156 44.9 0.07
156 74.4 0.11
156 100.1 0.17
156 124.2 0.24
156 140.4 0.15
156 149.9 0.06
156 175 0.01
155 5 0.06
155 25 0.06
155 45 0.08
155 75 0.1
155 100 0.16
155 125 0.26
155 150 0.08
155 175 0.01
190 5.1 0.07
190 14.8 0.07
190 24.4 0.07
190 35.8 0.07
190 45.3 0.08
190 59.4 0.09
190 75.3 0.11
190 84 0.12
190 94.3 0.15
190 104.3 0.18
190 115 0.19
190 124.3 0.2
190 134.5 0.17
190 150.1 0.12
190 158.8 0.08
190 174.2 0.04
190 200.3 0.02
191 3.8 0.08
191 24.7 0.08
191 44.8 0.1
191 74.3 0.11
191 101.1 0.21
191 124.4 0.24
191 139.4 0.18
191 149.4 0.12
191 173.8 0.05
190 5 0.08
190 25 0.08
190 45 0.07
190 75 0.11
190 100 0.21
190 125 0.18
190 150 0.06
214 4.6 0.05
214 14.3 0.05
214 24.9 0.05
214 35.3 0.06
214 43.9 0.06
214 59.9 0.09
214 77.3 0.13
214 85.1 0.14
214 94.7 0.16
214 101.7 0.2
214 114.3 0.17
214 124.7 0.13
214 134.1 0.1
214 149.5 0.05
214 159.7 0.04
214 175 0.02
214 199.6 0.01
215 4.8 0.06
215 23.3 0.06
215 45 0.07
215 74.7 0.11
215 99.5 0.18
215 120.6 0.18
215 123.8 0.16
215 149.4 0.05
215 173.8 0.03
214 5 0.05
214 25 0.06
214 45 0.07
214 75 0.12
214 100 0.23
214 125 0.12
214 150 0.06
214 175 0.05
268 4.5 0.05
268 14 0.06
268 25.2 0.06
268 44.7 0.06
268 59.6 0.06
268 75.5 0.1
268 84.6 0.13
268 93.9 0.15
268 104.6 0.17
268 114.1 0.19
268 125 0.21
268 160.1 0.14
268 184.7 0.05
268 198.4 0.03
268 5.1 0.06
268 24.6 0.06
268 44.3 0.06
268 74.8 0.11
268 98.9 0.16
268 125 0.22
268 135 0.18
268 149.7 0.11
268 174.1 0.04
268 5 0.06
268 25 0.06
268 45 0.06
268 100 0.19
268 125 0.18
268 150 0.08
339 5.3 0.15
339 14.6 0.16
339 25.3 0.16
339 33.2 0.15
339 43.6 0.15
339 59.4 0.15
339 73.8 0.16
339 84.5 0.15
339 95.3 0.15
339 106.7 0.16
339 115.2 0.16
339 124.5 0.18
339 134 0.13
339 148.7 0.08
339 173.6 0.03
339 200.3 0.01
339 4.2 0.15
339 24.4 0.15
339 45.2 0.15
339 74.4 0.14
339 99.1 0.17
339 124.6 0.23
339 149.6 0.11
339 174.5 0.05
11 4.6 0.08
11 14.7 0.07
11 24.6 0.08
11 34.6 0.1
11 43.6 0.15
11 59.1 0.17
11 84.9 0.21
11 94.8 0.25
11 104.3 0.22
11 114.7 0.17
11 124.4 0.11
11 134.7 0.04
11 149.4 0.03
11 159.8 0.02
11 173.6 0.02
11 201.8 0.01
12 4.4 0.07
12 23.6 0.07
12 44.3 0.13
12 59.8 0.16
12 74.9 0.17
12 88.3 0.19
12 100.3 0.21
12 119.2 0.23
12 147.5 0.09
12 175.7 0.02
11 5 0.08
11 25 0.08
11 45 0.08
11 75 0.24
11 100 0.24
11 125 0.15
11 150 0.03
11 175 0.04
50 5.1 0.08
50 13.8 0.07
50 24.5 0.08
50 34.9 0.09
50 44.6 0.1
50 59.5 0.12
50 74 0.14
50 84.6 0.31
50 94.5 0.32
50 105.2 0.23
50 116.1 0.15
50 125.8 0.11
50 135 0.09
50 149 0.06
50 161 0.03
50 174.2 0.04
50 199.8 0.01
51 4.3 0.08
51 24.8 0.08
51 43.7 0.09
51 73.2 0.15
51 98.5 0.22
51 119.5 0.26
51 122.9 0.24
51 150.1 0.1
51 173.4 0.03
50 5 0.08
50 25 0.08
50 45 0.08
50 75 0.18
50 100 0.28
50 125 0.13
77 4.1 0.06
77 14.8 0.07
77 25.7 0.07
77 34.9 0.08
77 44.9 0.09
77 59.7 0.11
77 74.6 0.14
77 85 0.17
77 94.5 0.27
77 105.1 0.27
77 114.7 0.2
77 124.6 0.2
77 134.1 0.18
77 149.3 0.13
77 159.7 0.08
77 174.8 0.05
77 200.8 0.02
78 4.4 0.06
78 24.5 0.07
78 74.5 0.17
78 99.3 0.26
78 124.4 0.14
78 150.3 0.1
78 174.4 0.06
77 5 0.08
77 25 0.07
77 75 0.19
77 100 0.21
77 125 0.12
77 150 0.09
77 175 0.07
105 5.1 0.1
105 14.1 0.1
105 25.1 0.11
105 34.1 0.1
105 45.5 0.11
105 60.3 0.12
105 74.3 0.11
105 84.6 0.11
105 94.1 0.18
105 104.3 0.27
105 114.2 0.15
105 124.9 0.13
105 148.8 0.16
105 177.1 0.12
105 205.1 0.03
106 4.9 0.1
106 44.9 0.1
106 73.7 0.12
106 99.5 0.15
106 126.5 0.23
106 151.6 0.12
106 178.3 0.07
105 5 0.1
105 25 0.1
105 45 0.1
105 75 0.12
105 100 0.25
105 125 0.14
105 150 0.11
133 4.4 0.06
133 14.8 0.07
133 24.9 0.08
133 44.7 0.09
133 59.8 0.11
133 74.6 0.11
133 85.8 0.16
133 94.7 0.18
133 104.8 0.24
133 115.4 0.24
133 125.2 0.25
133 134.1 0.22
133 151 0.11
133 160.1 0.09
133 174.8 0.09
133 201.9 0.05
134 4.6 0.06
134 24.8 0.07
134 24.7 0.07
134 44.2 0.08
134 74.6 0.09
134 101.1 0.15
134 125.9 0.25
134 149.4 0.15
134 176.5 0.09
134 204.8 0.07
133 5 0.07
133 25 0.09
133 45 0.13
133 75 0.15
133 100 0.21
133 125 0.22
133 150 0.1
133 175 0.1
168 5.6 0.07
168 14.9 0.07
168 25.3 0.07
168 35.7 0.07
168 45.9 0.07
168 60.4 0.1
168 74.7 0.14
168 84.9 0.17
168 95.1 0.21
168 105.4 0.25
168 115.9 0.29
168 125.8 0.22
168 135.5 0.14
168 150.4 0.09
168 175.4 0.04
168 202.1 0.02
169 5.4 0.06
169 25.2 0.08
169 45.2 0.13
169 75.1 0.2
169 99.6 0.21
169 126.2 0.26
169 133 0.23
169 152 0.09
169 175.7 0.03
168 5 0.07
168 25 0.07
168 45 0.07
168 75 0.13
168 100 0.23
168 125 0.25
168 150 0.11
168 175 0.05
196 5.6 0.09
196 14.5 0.08
196 25.3 0.08
196 36 0.08
196 45.2 0.11
196 61.1 0.12
196 75.6 0.14
196 84.8 0.16
196 95.7 0.17
196 105.4 0.21
196 114.9 0.22
196 125.4 0.24
196 135.6 0.23
196 150.8 0.17
196 174.5 0.09
196 200.6 0.04
197 4.6 0.09
197 24.5 0.09
197 45 0.09
197 75.2 0.13
197 99 0.16
197 124.8 0.23
197 130.1 0.23
197 149.6 0.14
197 175.5 0.06
196 5 0.09
196 25 0.08
196 45 0.08
196 75 0.13
196 100 0.19
196 125 0.2
196 150 0.08
196 175 0.03
222 5.3 0.14
222 15.1 0.14
222 25.8 0.29
222 35.5 0.17
222 46.1 0.16
222 60.6 0.15
222 75.1 0.18
222 85.3 0.21
222 95.2 0.18
222 105.6 0.21
222 114.7 0.18
222 125.4 0.15
222 136.3 0.15
222 176 0.04
222 199.7 0.01
223 6.6 0.17
223 15.5 0.19
223 25.6 0.21
223 25.7 0.23
223 35.8 0.17
223 46.2 0.13
223 76.8 0.16
223 90.3 0.21
223 99.8 0.18
223 124.1 0.1
223 153.1 0.05
223 176.4 0.02
222 5 0.17
222 25 0.19
222 45 0.11
222 75 0.16
222 100 0.18
222 125 0.17
222 150 0.1
222 175 0.09
271 5 0.06
271 15.8 0.06
271 25.9 0.06
271 35.8 0.06
271 45.7 0.05
271 59.8 0.07
271 75 0.13
271 85.8 0.14
271 94.8 0.17
271 105.5 0.22
271 115.5 0.21
271 125.7 0.19
271 135.3 0.15
271 149.9 0.07
271 175.5 0.03
271 200.7 0.01
271 4.9 0.06
271 25.1 0.06
271 45.5 0.07
271 74.5 0.14
271 100.4 0.19
271 124.9 0.22
271 151 0.1
271 177.4 0.03
272 25.5 0.05
272 45.5 0.06
272 75.4 0.13
272 100.5 0.2
272 110.6 0.2
272 125.6 0.24
272 150.7 0.12
272 175.7 0.03
271 5 0.06
271 25 0.06
271 45 0.05
271 75 0.13
271 100 0.19
271 125 0.21
271 150 0.07
271 175 0.05
292 14.9 0.06
292 25.4 0.06
292 35 0.06
292 45.1 0.06
292 60.1 0.14
292 74.8 0.21
292 85.8 0.23
292 95.4 0.23
292 105.2 0.23
292 115 0.19
292 125.7 0.17
292 134.9 0.15
292 149.9 0.1
292 175.2 0.08
292 5.7 0.07
292 25.1 0.07
292 45.5 0.07
292 75.4 0.18
292 125.4 0.21
292 150 0.1
292 175.3 0.07
293 5.2 0.06
293 25 0.07
293 45.7 0.06
293 75.4 0.14
293 100.9 0.23
293 114.9 0.21
293 125.4 0.23
293 150.3 0.1
293 150.2 0.12
293 175.3 0.07
292 5 0.08
292 25 0.07
292 45 0.07
292 75 0.18
292 100 0.23
292 125 0.18
292 150 0.12
292 175 0.1
315 5.5 0.09
315 15.6 0.09
315 25.7 0.09
315 35.6 0.09
315 45.7 0.11
315 60.4 0.14
315 75.7 0.23
315 85.6 0.25
315 95.5 0.21
315 105.3 0.17
315 115.5 0.14
315 125.5 0.11
315 135.4 0.07
315 150.7 0.05
315 175.4 0.03
315 201.3 0.01
315 5 0.09
315 24.6 0.09
315 43.9 0.09
315 75.2 0.19
315 100.2 0.21
315 125.1 0.09
315 149.7 0.05
315 175.4 0.02
316 5.5 0.08
316 25.6 0.09
316 25.6 0.08
316 45.9 0.12
316 75.7 0.24
316 100.7 0.2
316 125.3 0.08
316 148.5 0.04
316 176.5 0.02
315 5 0.09
315 25 0.09
315 45 0.09
315 75 0.21
315 100 0.14
315 125 0.09
315 150 0.04
343 15.7 0.12
343 25.7 0.13
343 30.2 0.12
343 45.8 0.12
343 60 0.13
343 75.6 0.17
343 85.6 0.18
343 95.8 0.18
343 105.6 0.17
343 115 0.18
343 126.3 0.12
343 136.7 0.08
343 150.9 0.05
343 175.5 0.02
343 5.2 0.12
343 25.5 0.11
343 46.6 0.11
343 74.9 0.13
343 100.1 0.16
343 126.5 0.17
343 150.9 0.07
343 175.2 0.03
343 5.3 0.14
343 25.5 0.13
343 45.5 0.13
343 76.1 0.13
343 101.3 0.14
343 123.8 0.11
343 149.8 0.06
343 174.7 0.02
349 6 0.12
349 26.1 0.11
349 46 0.12
349 75.8 0.14
349 100.4 0.16
349 125.4 0.12
349 176.8 0.01
343 5 0.1
343 25 0.1
343 45 0.1
343 75 0.14
343 100 0.12
343 125 0.09
13 5.2 0.14
13 15 0.14
13 24.9 0.14
13 35.8 0.14
13 44.9 0.14
13 59.5 0.14
13 74.6 0.14
13 84.8 0.16
13 105.4 0.16
13 114.4 0.14
13 133.6 0.08
13 150 0.07
13 175.6 0.02
13 199.7 0.03
13 4.4 0.14
13 25.7 0.14
13 46.2 0.14
13 75.9 0.14
13 100.6 0.14
13 125.4 0.09
13 150.2 0.05
13 175.6 0.02
14 5.6 0.09
14 26.2 0.1
14 46.7 0.15
14 74.6 0.14
14 100.4 0.15
14 122 0.17
14 150.6 0.08
14 174.9 0.04
13 5 0.14
13 25 0.14
13 45 0.14
13 75 0.14
13 100 0.12
13 125 0.09
13 150 0.05
49 5.1 0.07
49 16.1 0.08
49 45.5 0.12
49 60.9 0.16
49 76.1 0.24
49 85.9 0.26
49 96.7 0.27
49 105.6 0.25
49 115.9 0.25
49 126 0.2
49 135.5 0.17
49 150.8 0.12
49 175.6 0.04
49 201.1 0.02
49 5.5 0.09
49 26.2 0.09
49 46.4 0.16
49 76.8 0.24
49 101.8 0.24
49 125.6 0.21
49 151.3 0.07
49 176 0.02
50 5.5 0.09
50 25.6 0.1
50 45.2 0.12
50 75.7 0.21
50 100.9 0.27
50 126.1 0.23
50 140.4 0.14
50 151.5 0.11
50 175.8 0.04
49 5 0.09
49 25 0.11
49 45 0.12
49 75 0.27
49 100 0.24
49 125 0.11
49 150 0.09
49 175 0.01
76 5.3 0.08
76 15.7 0.09
76 25.7 0.09
76 33.8 0.09
76 45.4 0.1
76 60.7 0.11
76 75.3 0.14
76 85.8 0.16
76 94.1 0.2
76 105.5 0.28
76 115.1 0.31
76 125.6 0.24
76 135.8 0.23
76 150.6 0.12
76 176.3 0.06
76 203.1 0.04
76 6 0.1
76 25.6 0.09
77 5.5 0.1
77 24.6 0.1
77 44.1 0.12
77 80.7 0.16
77 99.9 0.19
77 123 0.26
77 135.1 0.28
77 157.6 0.17
77 167.7 0.13
76 5 0.09
76 25 0.1
76 45 0.2
76 75 0.18
76 100 0.27
76 125 0.14
76 150 0.1
76 175 0.05
104 14.9 0.11
104 35.4 0.12
104 45.3 0.14
104 59 0.15
104 75.1 0.16
104 85 0.18
104 95.4 0.19
104 104.2 0.21
104 114.2 0.28
104 124 0.26
104 135.6 0.26
104 149.4 0.25
104 174.5 0.14
104 199.1 0.08
105 5.3 0.1
105 25.4 0.11
105 45.2 0.14
105 75.1 0.16
105 101 0.25
105 110.7 0.3
105 126.4 0.28
105 151.1 0.19
105 177.6 0.09
104 5 0.11
104 25 0.12
104 45 0.13
104 75 0.16
104 100 0.18
104 125 0.27
104 150 0.23
130 5.3 0.08
130 24.6 0.08
130 34.9 0.09
130 44.8 0.09
130 59.7 0.11
130 75.7 0.15
130 85.8 0.17
130 95.3 0.23
130 104.6 0.29
130 114.7 0.28
130 124.9 0.22
130 135.2 0.15
130 150.1 0.07
130 177.2 0.02
130 197.8 0.01
130 7 0.09
130 25.1 0.1
131 4.8 0.09
131 26.3 0.09
131 46.2 0.1
131 76 0.15
131 115.1 0.31
131 124.2 0.26
131 151.7 0.1
131 177.9 0.03
130 5 0.09
130 25 0.09
130 45 0.1
130 75 0.14
