"DOY" "Depth" "CHL"
54 7.1 0.09
54 7.4 0.06
54 27.9 0.07
54 27.8 0.07
54 27.8 0.07
54 46.2 0.09
54 46.1 0.09
54 46.4 0.09
54 77 0.12
54 76.8 0.12
54 76.6 0.13
54 102.2 0.21
54 102 0.21
54 102 0.21
54 126.3 0.16
54 126.3 0.16
54 126.3 0.16
54 151.7 0.06
54 176.6 0.02
56 7.4 0.08
56 25.5 0.08
56 45.1 0.09
56 60.6 0.11
56 73 0.11
56 85.5 0.11
56 99.8 0.13
56 115.7 0.23
56 126 0.24
56 134.6 0.23
56 151 0.1
56 175.6 0.07
148 7.7 0.04
148 7.7 0.04
148 7.5 0.04
148 26.2 0.05
148 26.3 0.05
148 26.1 0.04
148 46 0.05
148 45.9 0.05
148 46 0.05
148 75.8 0.08
148 75.7 0.08
148 75.6 0.07
148 101 0.16
148 101 0.17
148 101.1 0.18
148 125.5 0.19
148 125.5 0.17
148 125.6 0.16
148 150 0.06
148 175.6 0.03
150 7.2 0.04
150 26.3 0.05
150 45.5 0.06
150 60.5 0.08
150 75.5 0.1
150 86 0.14
150 100.5 0.19
150 114.8 0.18
150 124.3 0.16
150 135.4 0.13
150 150.7 0.09
150 174.9 0.05
177 9.3 0.07
177 9.2 0.07
177 9.2 0.08
177 24.4 0.06
177 24.4 0.07
177 24.6 0.09
177 44 0.07
177 44.2 0.08
177 44.1 0.07
177 74.3 0.12
177 74.3 0.13
177 74.2 0.13
177 99.4 0.2
177 99.3 0.17
177 99.2 0.18
177 124.4 0.16
177 124.3 0.18
177 124.3 0.16
177 149.5 0.07
177 174 0.03
179 6.3 0.05
179 24.9 0.06
179 44.4 0.08
179 60.1 0.12
179 75 0.09
179 84.8 0.08
179 100 0.14
179 114.8 0.23
179 124 0.17
179 135.3 0.2
179 150.6 0.08
179 175.3 0.05
208 8.3 0.07
208 8.3 0.07
208 8.4 0.07
208 25.2 0.06
208 25.2 0.08
208 25.3 0.09
208 44.8 0.1
208 44.8 0.11
208 44.7 0.13
208 75.1 0.14
208 75.2 0.17
208 75 0.16
208 101 0.23
208 100.8 0.21
208 100.9 0.21
208 124.9 0.19
208 125.2 0.16
208 125.3 0.17
208 150 0.08
208 176.1 0.04
210 6.4 0.07
210 24.6 0.07
210 45 0.07
210 59.7 0.1
210 75.9 0.16
210 84.9 0.23
210 100.5 0.25
210 124.5 0.2
210 124.5 0.14
210 135.1 0.13
210 149.7 0.09
210 174.4 0.04
229 6.1 0.07
229 6.3 0.08
229 6.2 0.08
229 24.8 0.08
229 24.8 0.08
229 24.9 0.08
229 43.5 0.13
229 43.5 0.12
229 43.7 0.11
229 74.3 0.22
229 74.3 0.21
229 74.3 0.21
229 100.3 0.23
229 100.2 0.22
229 100.1 0.26
229 125.4 0.11
229 125.5 0.11
229 125.6 0.13
229 150.2 0.04
229 174.3 0.03
231 7.1 0.09
231 44.9 0.11
231 59.5 0.13
231 74.9 0.16
231 84.6 0.21
231 100.3 0.3
231 114.3 0.24
231 124.4 0.2
231 133.9 0.18
231 149.8 0.12
231 174.4 0.07
284 6.1 0.13
284 6 0.12
284 6 0.13
284 24.6 0.13
284 24.5 0.14
284 24.5 0.13
284 44.1 0.17
284 44.4 0.16
284 44.2 0.17
284 74.5 0.35
284 74.4 0.35
284 74.3 0.33
284 99.3 0.33
284 99.3 0.33
284 99.2 0.37
284 124 0.21
284 124 0.18
284 124.1 0.15
284 148.9 0.07
284 174 0.02
286 6 0.16
286 25.1 0.16
286 58.2 0.24
286 74.8 0.33
286 84.6 0.32
286 100 0.31
286 115.6 0.21
286 124.7 0.14
286 133.9 0.1
286 151.4 0.05
286 174.5 0.03
335 10.2 0.27
335 10 0.27
335 10.1 0.23
335 22.2 0.26
335 22.3 0.27
335 22.3 0.27
335 43.5 0.24
335 43.6 0.25
335 43.3 0.23
335 75 0.24
335 75.7 0.25
335 76.7 0.26
335 100.6 0.35
335 100.2 0.29
335 100.2 0.35
335 120.2 0.3
335 121.8 0.27
335 121.8 0.29
335 147.5 0.1
335 175 0.02
337 5 0.16
337 25.2 0.14
337 45.2 0.19
337 59.1 0.24
337 75.1 0.27
337 85.8 0.37
337 100.2 0.36
337 114.5 0.26
337 124.2 0.14
337 134.6 0.12
337 149.1 0.07
337 174.9 0.03
20 6.3 0.13
20 6.3 0.13
20 6.6 0.12
20 24.6 0.13
20 24.7 0.13
20 24.6 0.12
20 45.2 0.14
20 45.4 0.13
20 45.3 0.14
20 74.5 0.26
20 74.2 0.29
20 74.4 0.25
20 99.9 0.25
20 100 0.23
20 99.6 0.26
20 125.1 0.17
20 125.4 0.19
20 125.3 0.2
20 150.4 0.12
20 175 0.02
22 5.2 0.15
22 24.5 0.15
22 45.6 0.15
22 59.1 0.15
22 73.5 0.14
22 84.7 0.2
22 100.9 0.32
22 115.1 0.35
22 125.2 0.17
22 135.1 0.16
22 149.6 0.06
22 174.9 0.03
48 6.9 0.08
48 6.6 0.08
48 6.7 0.08
48 25.2 0.08
48 25.4 0.08
48 24.8 0.08
48 45.7 0.08
48 45.4 0.09
48 45.4 0.08
48 74.6 0.12
48 74.4 0.12
48 74.9 0.11
48 99.6 0.2
48 100 0.2
48 100 0.17
48 126.1 0.13
48 125.8 0.16
48 126 0.12
48 150 0.04
48 173.9 0.02
50 5.9 0.09
50 24.9 0.09
50 44.3 0.12
50 60.7 0.14
50 75.3 0.12
50 84.6 0.19
50 100.2 0.26
50 114.5 0.15
50 124.3 0.09
50 136 0.07
50 150.2 0.06
50 174.8 0.03
118 5 0.06
118 5 0.06
118 5 0.06
118 25 0.07
118 44.7 0.08
118 44.7 0.08
118 44.7 0.08
118 74.9 0.1
118 75 0.1
118 75 0.1
118 99.8 0.28
118 99.8 0.25
118 99.8 0.27
118 125.1 0.15
118 125 0.14
118 125.1 0.15
118 150.1 0.06
118 175.2 0.02
120 5 0.06
120 24.7 0.07
120 44.7 0.07
120 59.7 0.07
120 75 0.07
120 85 0.09
120 99.4 0.13
120 114.5 0.17
120 124.2 0.22
120 134.9 0.19
120 150 0.12
120 174.8 0.08
147 7.3 0.06
147 7.2 0.06
147 7.2 0.07
147 27.2 0.07
147 27.3 0.07
147 27.1 0.07
147 46.7 0.1
147 46.9 0.09
147 47 0.08
147 76.8 0.13
147 76.8 0.14
147 76.9 0.13
147 101.8 0.24
147 101.8 0.23
147 101.9 0.25
147 126.8 0.21
147 126.8 0.19
147 126.7 0.19
147 151.7 0.1
147 176.8 0.06
149 5.3 0.06
149 24.9 0.05
149 45.3 0.08
149 60.1 0.11
149 75 0.13
149 85.3 0.16
149 100.1 0.21
149 115 0.28
149 125.1 0.24
149 135.2 0.19
149 150.6 0.17
149 176.2 0.09
184 7.9 0.05
184 8 0.05
184 8.2 0.05
184 25.3 0.05
184 25.1 0.06
184 44.6 0.06
184 44.6 0.07
184 44.7 0.07
184 74.4 0.15
184 74.4 0.16
184 74.4 0.15
184 100.2 0.2
184 100.3 0.18
184 100.1 0.2
184 125.8 0.21
184 125.9 0.21
184 125.9 0.23
184 150.1 0.11
184 175.3 0.07
186 4.9 0.06
186 24.5 0.06
186 44.4 0.08
186 59.6 0.12
186 74.1 0.12
186 84.8 0.16
186 98.8 0.17
186 113.9 0.18
186 124.4 0.18
186 134.5 0.13
186 149.6 0.07
186 173.7 0.03
205 7.5 0.06
205 7.6 0.06
205 25 0.06
205 25 0.06
205 24.9 0.06
205 45.1 0.08
205 45.1 0.08
205 45.1 0.1
205 75.6 0.14
205 75.6 0.14
205 75.4 0.13
205 100.1 0.21
205 99.7 0.2
205 99.9 0.2
205 124.8 0.12
205 124.8 0.13
205 124.9 0.13
205 150.2 0.04
205 175.3 0.02
207 8 0.07
207 25.3 0.07
207 45.5 0.09
207 60.5 0.1
207 75.2 0.18
207 85.1 0.21
207 100.5 0.21
207 115.6 0.1
207 125.7 0.05
207 135.1 0.04
207 149.6 0.04
207 175.2 0.02
230 8.2 0.1
230 8.2 0.09
230 8.3 0.09
230 24.6 0.09
230 24.6 0.09
230 24.5 0.09
230 45.9 0.14
230 46.1 0.14
230 46.1 0.15
230 75 0.26
230 75 0.25
230 75 0.27
230 100.5 0.29
230 100.6 0.31
230 100.7 0.3
230 124.8 0.17
230 124.5 0.19
230 124.4 0.16
230 151.3 0.09
230 176 0.04
232 6.5 0.07
232 24.4 0.08
232 44 0.1
232 60.9 0.15
232 74.5 0.17
232 85 0.21
232 100.3 0.25
232 115.2 0.23
232 124.7 0.14
232 136.2 0.09
232 149.8 0.05
232 174.6 0.03
267 5.3 0.06
267 5.4 0.07
267 5.4 0.06
267 25.1 0.06
267 25 0.06
267 25.1 0.06
267 44.6 0.07
267 44.6 0.08
267 44.6 0.07
267 74.7 0.15
267 74.7 0.14
267 74.7 0.14
267 99.8 0.24
267 125.7 0.11
267 125.5 0.1
267 125.2 0.1
267 150.2 0.03
267 176.7 0.03
269 5 0.07
269 26.1 0.07
269 44.9 0.09
269 60 0.14
269 76.7 0.21
269 99.4 0.26
269 114.6 0.23
269 125.8 0.2
269 134.8 0.2
269 150.5 0.14
269 173.9 0.06
307 4.6 0.08
307 4.6 0.07
307 4.6 0.08
307 23.9 0.08
307 24 0.07
307 24 0.08
307 44.8 0.07
307 44.7 0.08
307 75.1 0.19
307 75.1 0.19
307 75.2 0.17
307 99.3 0.23
307 99 0.25
307 99.4 0.27
307 128.8 0.11
307 127.8 0.13
307 127 0.15
307 149.6 0.03
307 171.4 0.03
309 5 0.09
309 24.7 0.09
309 44.1 0.11
309 60.5 0.19
309 74.9 0.24
309 84.7 0.23
309 101.6 0.28
309 114.2 0.22
309 124.9 0.12
309 135.2 0.1
309 149.6 0.06
309 177.4 0.02
343 4.6 0.12
343 4.7 0.09
343 4.7 0.12
343 24.4 0.13
343 24.4 0.12
343 24.4 0.13
343 44.3 0.13
343 44.3 0.14
343 44.3 0.13
343 74.7 0.19
343 99.8 0.23
343 99.7 0.22
343 99.9 0.21
343 126.7 0.12
343 126.7 0.12
343 126.5 0.13
343 151.6 0.05
343 175.5 0.02
345 4.7 0.1
345 25.7 0.11
345 45.5 0.12
345 59.1 0.13
345 75.2 0.16
345 84.8 0.27
345 99.5 0.24
345 115.1 0.18
345 125.6 0.13
345 134.7 0.08
345 149.7 0.04
345 177.1 0.01
70 4.9 0.09
70 25 0.11
70 45.5 0.1
70 59.7 0.11
70 74.9 0.11
70 86.5 0.13
70 100.3 0.17
70 113.5 0.24
70 124.9 0.29
70 133.7 0.23
70 152.1 0.09
70 175.4 0.05
96 4.7 0.11
96 4.7 0.1
96 4.7 0.1
96 25.3 0.09
96 25.3 0.1
96 25.2 0.11
96 44.1 0.12
96 44.1 0.11
96 44.2 0.1
96 77.5 0.13
96 77.4 0.12
96 77.3 0.12
96 99.1 0.15
96 98.5 0.14
96 98.4 0.14
96 122.8 0.23
96 123.3 0.2
96 123.6 0.18
96 150 0.06
96 174.2 0.03
98 5.4 0.09
98 24.5 0.08
98 45.4 0.12
98 59.4 0.19
98 74.9 0.22
98 83.9 0.26
98 99.1 0.29
98 115.3 0.26
98 126.1 0.29
98 135.1 0.19
98 151.2 0.16
98 176.5 0.05
138 5 0.08
138 5 0.08
138 5 0.09
138 23.1 0.09
138 23.1 0.08
138 23.1 0.08
138 44.3 0.1
138 44.4 0.1
138 44.5 0.12
138 74.6 0.17
138 74.4 0.18
138 74.5 0.16
138 100.4 0.27
138 100.4 0.26
138 100.4 0.25
138 125.1 0.2
138 125.1 0.2
138 125.1 0.2
138 150.2 0.12
138 176.4 0.09
140 5.5 0.08
140 24.9 0.08
140 47.5 0.09
140 60.3 0.1
140 74.1 0.11
140 85.7 0.13
140 100.5 0.17
140 115.1 0.26
140 124.5 0.35
140 124.5 0.28
140 135.5 0.24
140 150.4 0.15
140 173.7 0.07
159 5.5 0.06
159 5.5 0.07
159 5.4 0.07
159 25.1 0.08
159 25.1 0.06
159 25 0.07
159 44.7 0.07
159 44.6 0.08
159 44.6 0.09
159 75.5 0.16
159 75.5 0.13
159 75.4 0.15
159 100.1 0.21
159 127.4 0.23
159 127.3 0.22
159 127.1 0.22
159 147.8 0.17
159 180 0.05
161 4.9 0.08
161 23.8 0.08
161 45.4 0.08
161 59.7 0.12
161 75.3 0.09
161 84.9 0.11
161 100.9 0.13
161 113.5 0.37
161 126 0.32
161 134.6 0.22
161 151 0.13
161 175.4 0.08
189 5.8 0.08
189 5.8 0.09
189 5.9 0.09
189 25.8 0.09
189 25.7 0.09
189 25.7 0.08
189 46.2 0.09
189 46.2 0.09
189 46.1 0.08
189 75.5 0.15
189 75.4 0.16
189 75.3 0.15
189 100.6 0.21
189 100.5 0.22
189 100.4 0.22
189 125.5 0.23
189 125.7 0.25
189 125.5 0.24
189 150.6 0.18
189 175 0.06
191 7.1 0.1
191 25.5 0.11
191 45.5 0.07
191 60.5 0.14
191 75.4 0.19
191 85.2 0.23
191 99.7 0.25
191 124.8 0.26
191 134.2 0.22
191 149.4 0.08
191 174.1 0.02
219 6.2 0.07
219 6.2 0.06
219 6 0.07
219 24.8 0.07
219 24.8 0.07
219 24.9 0.07
219 45.1 0.09
219 45.2 0.09
219 45.1 0.09
219 75.4 0.13
219 75.3 0.13
219 75.4 0.11
219 100.2 0.21
219 100.4 0.24
219 100.2 0.22
219 125.3 0.25
219 125.3 0.26
219 125.1 0.27
219 151.2 0.19
219 176.2 0.09
221 4.6 0.07
221 25.1 0.06
221 45.6 0.11
221 59.9 0.13
221 75.2 0.18
221 85.3 0.24
221 100.1 0.29
221 115.6 0.28
221 125.1 0.25
221 134.8 0.23
221 150 0.17
221 175.8 0.08
246 6.6 0.07
246 6.6 0.07
246 6.6 0.08
246 25.2 0.07
246 25 0.07
246 25 0.07
246 45.1 0.09
246 45.1 0.09
246 45 0.09
246 75.2 0.14
246 75.2 0.14
246 100.5 0.28
246 100.5 0.26
246 100.3 0.27
246 124.7 0.16
246 124.5 0.18
246 124.5 0.17
246 149.9 0.09
246 176.9 0.02
248 5.1 0.07
248 24.9 0.08
248 45.6 0.1
248 60.3 0.15
248 75.1 0.2
248 84.9 0.26
248 100.5 0.24
248 115 0.13
248 125.6 0.1
248 135 0.07
248 150 0.05
248 175.2 0.03
276 5.7 0.1
276 5.7 0.09
276 5.7 0.1
276 24.7 0.09
276 24.7 0.09
276 24.5 0.09
276 45.8 0.09
276 45.8 0.1
276 45.5 0.1
276 76.1 0.2
276 76.1 0.21
276 76 0.22
276 100.9 0.33
276 100.6 0.34
276 100.8 0.32
276 125.8 0.19
276 126 0.16
276 126 0.15
276 150.2 0.06
276 175.3 0.03
278 6.9 0.12
278 25.7 0.11
278 46.1 0.11
278 61.2 0.18
278 74.6 0.21
278 85.6 0.33
278 99.9 0.36
278 116 0.29
278 125.6 0.23
278 135.6 0.16
278 150.7 0.08
278 175.6 0.04
325 5.9 0.07
325 5.7 0.07
325 5.7 0.07
325 25.3 0.09
325 25.2 0.08
325 25.2 0.09
325 44.9 0.09
325 44.8 0.11
325 45 0.1
325 75.5 0.14
325 75.2 0.12
325 75.2 0.15
325 100.2 0.26
325 100.3 0.25
325 100.3 0.22
325 126.1 0.22
325 126 0.2
325 125.6 0.18
325 150.2 0.08
325 175.3 0.04
326 25 0.08
326 44.5 0.1
326 59.7 0.12
326 75.1 0.15
326 84.4 0.18
326 100.2 0.28
326 113.6 0.27
326 124.3 0.25
326 135.1 0.18
326 149.6 0.09
326 173.3 0.06
9 7 0.15
9 6.9 0.15
9 6.7 0.15
9 26.9 0.15
9 26.5 0.15
9 26.6 0.14
9 46.4 0.15
9 46.6 0.15
9 46.2 0.12
9 76.7 0.14
9 76.6 0.15
9 76.6 0.15
9 101.6 0.17
9 101.6 0.18
9 101.4 0.18
9 125.8 0.14
9 125.7 0.14
9 125.5 0.12
9 149.6 0.05
9 175.1 0.02
29 6.8 0.07
29 6.7 0.08
29 6.7 0.07
29 25.1 0.07
29 24.9 0.07
29 24.9 0.06
29 45.9 0.07
29 45.9 0.07
29 45.8 0.08
29 75.4 0.1
29 75.1 0.1
29 74.9 0.11
29 99.8 0.18
29 100.4 0.18
29 100 0.18
29 124.6 0.2
29 124.9 0.19
29 124.5 0.24
29 150.4 0.07
29 176.1 0.01
30 6 0.09
30 44.8 0.1
30 60.8 0.11
30 74.5 0.1
30 86.8 0.16
30 100.8 0.34
30 116.2 0.31
30 126 0.16
30 135 0.1
30 151.1 0.03
30 173.8 0.01
59 6.8 0.07
59 7.4 0.08
59 6.8 0.08
59 25.2 0.08
59 24.6 0.08
59 24.8 0.07
59 46 0.07
59 46.2 0.07
59 46.3 0.07
59 75.7 0.11
59 75.6 0.1
59 75.5 0.1
59 100.8 0.18
59 100.5 0.19
59 100.7 0.18
59 125.5 0.27
59 125.5 0.27
59 125.7 0.25
59 150.4 0.06
59 175.1 0.03
61 7.4 0.08
61 24.7 0.09
61 46.3 0.12
61 60.1 0.14
61 75.1 0.15
61 84.3 0.17
61 99.6 0.38
61 114.6 0.23
61 135.2 0.15
61 151.3 0.06
61 175.1 0.03
101 5.4 0.11
101 4.7 0.1
101 4.6 0.08
101 25.3 0.1
101 25.4 0.09
101 25.4 0.09
101 44.9 0.09
101 44.9 0.09
101 45.5 0.11
101 74.9 0.12
101 74.8 0.13
101 75 0.12
101 102.2 0.16
101 102.2 0.15
101 102.5 0.13
101 125.1 0.21
101 124.8 0.19
101 150.3 0.08
101 175.9 0.03
103 8 0.14
103 25.9 0.13
103 45.5 0.13
103 59.6 0.13
103 75.6 0.21
103 84.4 0.2
103 100.9 0.27
103 114.9 0.28
103 125.8 0.2
103 135 0.17
103 150 0.13
103 173.6 0.04
129 6 0.13
129 6 0.12
129 5.9 0.12
129 23.9 0.13
129 24 0.13
129 24.1 0.12
129 43.8 0.12
129 44 0.12
129 44 0.12
129 73.8 0.21
129 74.2 0.22
129 74.2 0.21
129 99.9 0.25
129 99.6 0.25
129 99.4 0.25
129 123.3 0.21
129 123.6 0.2
129 123.9 0.18
129 149.6 0.12
129 175.5 0.07
131 5 0.09
131 25 0.09
131 46.4 0.12
131 60.9 0.16
131 72.9 0.21
131 85.1 0.24
131 100.2 0.31
131 114.9 0.18
131 126.4 0.19
131 135.7 0.16
131 148.9 0.13
131 175.5 0.05
200 5.7 0.08
200 5.7 0.08
200 5.7 0.07
200 24.2 0.08
200 24.4 0.08
200 24.5 0.07
200 44.4 0.07
200 44.4 0.08
200 44.6 0.07
200 74.6 0.14
200 74.7 0.16
200 99.4 0.23
200 99.7 0.22
200 99.8 0.24
200 124.1 0.28
200 124.1 0.25
200 124.1 0.25
200 149.5 0.2
200 174.7 0.08
202 25 0.07
202 25 0.08
202 44.5 0.08
202 59.8 0.1
202 74.1 0.1
202 85 0.15
202 99.5 0.19
202 114.6 0.26
202 124.7 0.28
202 134.3 0.23
202 149.1 0.18
202 174.1 0.11
243 6 0.11
243 24.2 0.12
243 44.5 0.14
243 59.6 0.15
243 74.8 0.18
243 84.4 0.24
243 99.7 0.27
243 114.5 0.23
243 123.8 0.19
243 134.5 0.16
243 149.7 0.08
243 174.6 0.04
243 5.7 0.1
243 5.7 0.1
243 5.6 0.1
243 25.9 0.11
243 25.7 0.11
243 25.7 0.11
243 45.9 0.12
243 45.8 0.14
243 45.6 0.12
243 74.3 0.23
243 74.6 0.23
243 74.8 0.21
243 99.2 0.25
243 99.4 0.26
243 99.7 0.25
243 124.2 0.15
243 124.5 0.14
243 124.9 0.12
243 149.6 0.07
243 173.7 0.04
270 6.1 0.09
270 25.8 0.11
270 45.5 0.11
270 60.6 0.14
270 75.8 0.2
270 85.5 0.24
270 100.3 0.4
270 114.7 0.22
270 135.3 0.15
270 151.3 0.08
270 175.6 0.05
270 5.6 0.08
270 5.8 0.1
270 5.8 0.08
270 25.9 0.09
270 25.8 0.09
270 25.7 0.09
270 45.7 0.13
270 45.7 0.13
270 45.3 0.14
270 75.8 0.22
270 75.9 0.2
270 75.9 0.21
270 101.1 0.28
270 101.1 0.29
270 100.9 0.29
270 125.3 0.21
270 125.5 0.23
270 150.4 0.09
270 175.9 0.04
308 5.7 0.13
308 5.8 0.14
308 5.7 0.14
308 26 0.15
308 26 0.16
308 26 0.14
308 46.8 0.17
308 47.1 0.15
308 47.1 0.17
308 79.1 0.46
308 78.7 0.39
308 78.5 0.35
308 100.1 0.3
308 100.1 0.34
308 99.9 0.31
308 127.6 0.12
308 127.2 0.12
308 126.7 0.11
308 152.8 0.06
308 181 0.03
310 5.2 0.13
310 24.9 0.16
310 45 0.23
310 62.3 0.3
310 73.1 0.38
310 85.1 0.3
310 99.7 0.15
310 115.7 0.1
310 125.4 0.06
310 136.6 0.05
310 150.7 0.03
310 174.4 0.02
333 5.5 0.24
333 25.3 0.24
333 45.4 0.23
333 59.6 0.26
333 75.5 0.23
333 85.3 0.24
333 100.4 0.25
333 115.3 0.17
333 125.3 0.13
333 134.8 0.07
333 150.9 0.04
333 175.2 0.02
333 5.7 0.33
333 5.6 0.22
333 25 0.24
333 24.8 0.22
333 24.8 0.27
333 45.8 0.2
333 45.5 0.26
333 74.2 0.24
333 74.3 0.26
333 74.2 0.21
333 99.7 0.26
333 99.7 0.22
333 99.6 0.21
333 123.8 0.14
333 123.8 0.16
333 124.1 0.09
333 149.4 0.09
333 175.6 0.03
354 6 0.18
354 5.7 0.18
354 5.6 0.19
354 24.7 0.19
354 25 0.19
354 24.9 0.17
354 43.9 0.18
354 44.2 0.2
354 44.8 0.16
354 73.3 0.19
354 73.6 0.19
354 73.8 0.23
354 99.6 0.2
354 99.3 0.2
354 99.4 0.2
354 123.8 0.08
354 124.3 0.08
354 149.8 0.07
354 174.1 0.03
355 5.8 0.17
355 24.6 0.17
355 44.2 0.19
355 59.4 0.17
355 74.1 0.15
355 84 0.16
355 98.9 0.23
355 114.7 0.17
355 124.3 0.1
355 134.8 0.06
355 150.2 0.03
355 175.2 0.02
18 5.4 0.16
18 5.5 0.14
18 5.6 0.16
18 25.9 0.14
18 25.8 0.16
18 25.8 0.16
18 44.5 0.17
18 44.4 0.15
18 44.4 0.16
18 75.6 0.17
18 75.7 0.18
18 75.7 0.29
18 100.9 0.16
18 100.3 0.13
18 100.2 0.15
18 130 0.15
18 175.2 0.04
20 5.7 0.13
20 25.9 0.11
20 45.5 0.22
20 59.4 0.27
20 75 0.24
20 84.3 0.26
20 99.6 0.24
20 115.8 0.22
20 124.7 0.12
20 135.5 0.11
20 149.9 0.1
20 174.8 0.02
86 7.5 0.1
86 25.5 0.1
86 45 0.08
86 60 0.12
86 74.7 0.12
86 85 0.13
86 100.7 0.2
86 114.9 0.31
86 124.9 0.32
86 134.6 0.17
86 174.5 0.03
122 5.7 0.08
122 5.7 0.09
122 5.7 0.09
122 24.1 0.09
122 24 0.08
122 23.9 0.09
122 47 0.08
122 46.6 0.08
122 46.1 0.08
122 79 0.19
122 78.4 0.17
122 78.2 0.17
122 102.1 0.24
122 101.2 0.22
122 101.1 0.24
122 125.1 0.17
122 125.1 0.16
122 125.5 0.15
122 148.8 0.13
122 172.8 0.1
125 5.4 0.08
125 24.4 0.11
125 45.2 0.08
125 62 0.11
125 74 0.12
125 84.9 0.12
125 101.5 0.18
125 113.4 0.22
125 123.9 0.27
125 134.2 0.29
125 150 0.21
125 174.4 0.14
151 4.5 0.06
151 4.5 0.05
151 4.5 0.03
151 24.6 0.06
151 24.3 0.07
151 24.4 0.06
151 45.1 0.04
151 45.3 0.07
151 45.6 0.07
151 73.5 0.11
151 74.1 0.11
151 73.8 0.11
151 102.7 0.15
151 102 0.15
151 100.9 0.15
151 123.9 0.18
151 123.9 0.19
151 123.9 0.16
151 148.9 0.21
151 177.2 0.08
153 5.4 0.07
153 26.2 0.07
153 46.8 0.09
153 58.9 0.11
153 75.2 0.13
153 88.4 0.12
153 98.1 0.18
153 115.3 0.21
153 125.1 0.19
153 135.3 0.16
153 150.4 0.1
153 176.8 0.05
178 4.4 0.07
178 4.8 0.07
178 5 0.08
178 24.9 0.07
178 24.8 0.08
178 24.8 0.07
178 45 0.08
178 45.3 0.08
178 45.4 0.08
178 74.8 0.12
178 74.8 0.12
178 75.1 0.11
178 99.3 0.25
178 99.4 0.22
178 99.5 0.22
178 124.7 0.16
178 124.7 0.18
178 125.2 0.17
178 149.6 0.08
178 174.7 0.04
180 6 0.08
180 25.8 0.07
180 44.3 0.08
180 59.6 0.09
180 74.6 0.13
180 85 0.13
180 99.4 0.21
180 114.8 0.26
180 124.8 0.22
180 134.8 0.15
180 148.4 0.12
180 174.4 0.05
213 6.6 0.06
213 6.7 0.07
213 6.7 0.07
213 24.3 0.07
213 24.5 0.07
213 24.4 0.07
213 45.2 0.09
213 45.4 0.09
213 45.4 0.1
213 75.4 0.15
213 75.5 0.16
213 75.7 0.16
213 100.1 0.22
213 100.2 0.2
213 100.3 0.19
213 123.9 0.18
213 124.3 0.16
213 124.6 0.16
213 150.3 0.07
213 175.8 0.03
215 9.5 0.07
215 25.5 0.06
215 45.6 0.09
215 60.2 0.13
215 75 0.15
215 85.2 0.15
215 100.4 0.2
215 115.2 0.21
215 125.3 0.19
215 135 0.18
215 150.5 0.14
215 174.9 0.06
230 5.8 0.07
230 5.3 0.06
230 5.2 0.07
230 24.7 0.08
230 24.7 0.07
230 24.7 0.08
230 45.4 0.1
230 45.4 0.1
230 45.4 0.09
230 75.1 0.19
230 75.2 0.19
230 75.3 0.21
230 100.1 0.22
230 100.3 0.23
230 100.3 0.23
230 126.1 0.2
230 126.5 0.18
230 126.3 0.19
230 150.4 0.08
230 175.7 0.04
232 4.6 0.06
232 25.8 0.07
232 46.3 0.07
232 60.8 0.09
232 75.6 0.13
232 85 0.15
232 100.5 0.18
232 114.4 0.2
232 124.7 0.19
232 135.5 0.21
232 150.8 0.15
232 175.9 0.04
258 5.5 0.07
258 5.4 0.07
258 5.5 0.07
258 24.5 0.07
258 24.6 0.07
258 24.6 0.07
258 45.2 0.07
258 45.4 0.07
258 45.5 0.07
258 75.3 0.12
258 75.3 0.11
258 75.3 0.11
258 100.4 0.2
258 100.5 0.19
258 100.5 0.2
258 124.5 0.2
258 124.4 0.19
258 124.5 0.19
258 149.9 0.11
258 174.9 0.07
260 5 0.07
260 25.6 0.08
260 45.9 0.08
260 60.2 0.1
260 75.2 0.13
260 85.5 0.16
260 100.5 0.22
260 115.1 0.2
260 125.1 0.17
260 135.3 0.15
260 150.4 0.07
260 175.5 0.04
281 5.6 0.07
281 5.6 0.06
281 5.6 0.06
281 24.8 0.05
281 25.1 0.06
281 25.2 0.06
281 44.6 0.07
281 45 0.07
281 45.3 0.07
281 75.2 0.14
281 75.4 0.14
281 75.4 0.13
281 100.2 0.24
281 100.2 0.23
281 100.2 0.22
281 125.4 0.18
281 125.4 0.17
281 125.5 0.17
281 150.1 0.09
281 174.6 0.04
283 6.3 0.06
283 24.7 0.06
283 45.3 0.07
283 60.2 0.09
283 75.2 0.14
283 85.1 0.16
283 99.7 0.2
283 115.2 0.2
283 125 0.22
283 135 0.19
283 175.2 0.06
338 5.9 0.11
338 5.9 0.11
338 5.9 0.12
338 25.2 0.12
338 25.3 0.11
338 25.5 0.12
338 44.8 0.12
338 44.1 0.12
338 44.3 0.12
338 74.9 0.14
338 75.1 0.15
338 75.4 0.15
338 100.2 0.25
338 100.1 0.25
338 100.1 0.25
338 124.7 0.15
338 124.7 0.13
338 124.8 0.13
338 150.9 0.03
338 176.2 0.01
340 8.6 0.1
340 25.9 0.12
340 63.2 0.13
340 77.1 0.15
340 86.9 0.16
340 100.6 0.25
340 115.7 0.24
340 125.9 0.15
340 135.7 0.13
340 151.2 0.08
340 176.1 0.03
43 8 0.09
43 7.9 0.08
43 25.4 0.09
43 25.4 0.08
43 25.4 0.09
43 45.3 0.1
43 45.6 0.12
43 45.6 0.1
