"DOY" "Depth" "TIN"
189 74.7 0.01
189 90.2 0.01
189 119.4 0.02
189 185 1.54
189 205.3 2.12
190 225.6 2.61
190 235.4 3.28
190 59.4 0.01
190 75.3 0.01
190 84 0.01
190 94.3 0.01
190 104.3 0.02
190 115 0.03
190 124.3 0.21
190 134.5 0.34
190 150.1 0.55
190 174.2 1.37
190 200.3 2.37
214 225 2.88
214 233.5 3.13
214 248.9 3.77
214 4.6 0.02
214 14.3 0.01
214 24.9 0.01
214 35.3 0.01
214 59.9 0.02
214 77.3 0.02
214 85.1 0.01
214 94.7 0.02
214 101.7 0.03
214 114.3 0.15
214 124.7 0.4
214 134.1 0.53
214 149.5 1.16
214 175 1.67
214 199.6 2.52
215 51.3 0.03
215 90.4 0.01
215 141.6 0.19
215 190.5 1.9
215 227.7 2.59
268 209.3 2.03
268 224.9 3.15
268 232.9 3.43
268 249.9 4.47
268 14 0.01
268 75.5 0.01
268 93.9 0.01
268 104.6 0.01
268 125 0.03
268 149.6 0.44
268 174.3 1.4
268 198.4 1.08
268 161.2 0.82
268 179 1.54
268 204.6 2.04
339 211.7 3.1
339 224.2 3.84
339 232.9 4.18
339 249.6 5.72
339 14.6 0.01
339 25.3 0.01
339 33.2 0.01
339 43.6 0.01
339 59.4 0.01
339 73.8 0.02
339 84.5 0.02
339 95.3 0.02
339 106.7 0.03
339 115.2 0.02
339 124.5 0.13
339 134 0.22
339 148.7 0.63
339 159.4 1.14
339 173.6 2
339 185.2 2.37
339 200.3 2.87
340 110.5 0.01
340 120.3 0.14
340 130.6 0.19
340 180 1.94
10 103.4 0.04
10 145.3 0.95
10 170 1.94
10 210.4 3.54
11 223.4 4.33
11 236.7 4.71
11 248.7 5.02
11 24.6 0.01
11 34.6 0.02
11 43.6 0.02
11 59.1 0.03
11 75.3 0.03
11 84.9 0.03
11 94.8 0.15
11 104.3 0.24
11 114.7 0.44
11 124.4 0.57
11 134.7 0.94
11 149.4 1.29
11 173.6 2.47
11 201.8 3.58
49 94 0.03
49 144.5 1.48
49 199.1 2.59
49 232.3 4.39
50 224.5 6.16
50 234.3 6.41
50 249.4 7.83
50 24.5 0.01
50 34.9 0.01
50 44.6 0.01
50 59.5 0.01
50 74 0.02
50 84.6 0.06
50 94.5 0.24
50 105.2 0.48
50 116.1 0.88
50 125.8 1.02
50 135 1.17
50 149 1.54
50 174.2 2.18
50 199.8 2.84
76 110.7 0.13
76 124.2 0.11
76 175 2.3
76 249 4.97
77 208.7 3.1
77 225.3 4.43
77 236 5.45
77 248.4 6.27
77 74.6 0.01
77 85 0.01
77 94.5 0.02
77 105.1 0.08
77 114.7 0.23
77 124.6 0.2
77 134.1 0.25
77 149.3 0.26
77 174.8 1.81
77 200.8 2.83
104 97.3 0.01
104 120.2 0.27
104 181.6 1.94
104 247.8 5.2
105 213.8 3.22
105 223.6 3.81
105 235.9 4.85
105 14.1 0.01
105 25.1 0.01
105 45.5 0.01
105 60.3 0.01
105 74.3 0.01
105 84.6 0.01
105 114.2 0.1
105 124.9 0.06
105 148.8 0.12
105 177.1 0.21
105 205.1 2.35
132 92.5 0.01
132 126.2 0.08
132 169 0.87
132 200 1.66
132 249.3 4.74
133 225.4 2.06
133 236.6 2.53
133 35.1 0.01
133 59.8 0.01
133 74.6 0.01
133 85.8 0.01
133 94.7 0.01
133 104.8 0.02
133 115.4 0.02
133 125.2 0.06
133 134.1 0.4
133 151 0.86
133 174.8 1.41
133 201.9 2.02
167 5 0.01
167 77.1 0.01
168 5.2 0.01
168 174.8 1.43
168 243.9 4.37
168 105.4 0.01
168 115.9 0.01
168 125.8 0.1
168 135.5 0.56
168 150.4 0.85
168 160 1.03
168 202.1 1.9
168 225.7 2.19
168 235.7 3.05
196 55.5 0.01
196 129.5 0.91
196 208.6 3.53
196 5.6 0.01
196 61.1 0.01
196 75.6 0.01
196 84.8 0.02
196 95.7 0.01
196 105.4 0.02
196 114.9 0.02
196 125.4 0.21
196 135.6 0.65
196 150.8 1.13
196 174.5 1.91
196 200.6 2.51
196 210.2 4.17
196 224.9 3.76
196 234.6 4.57
196 249.7 6.32
222 210.5 1.92
222 225.3 3.09
222 235.3 3.88
222 250 5.39
222 15.1 0.01
222 25.8 0.01
222 46.1 0.01
222 105.6 0.1
222 114.7 0.22
222 125.4 0.57
222 136.3 0.74
222 150.2 0.53
222 176 1.81
222 199.7 2.22
223 43.1 0.01
223 90.3 0.01
223 150.6 0.83
223 155.9 1.28
223 216.4 3.49
271 210 1.88
271 225.4 2.36
271 234.7 2.6
271 5 0.01
271 25.9 0.01
271 35.8 0.01
271 45.7 0.03
271 59.8 0.02
271 75 0.02
271 85.8 0.01
271 115.5 0.01
271 125.7 0.12
271 135.3 0.34
271 149.9 0.73
271 175.5 1.26
271 200.7 1.48
272 122.3 0.01
272 181.9 1.39
291 60.9 0.01
291 146 0.1
291 149.6 0.14
292 210.4 1.93
292 224.4 2.38
292 235 3.77
292 35 0.01
292 115 0.01
292 125.7 0.11
292 134.9 0.4
292 149.9 0.36
292 175.2 0.84
292 200.2 1.97
314 104.4 0.01
314 141.5 0.63
314 191.3 2.36
315 211.1 5.51
315 226.1 6.34
315 233.7 7.17
315 85.6 0.01
315 105.3 0.03
315 115.5 0.17
315 125.5 0.37
315 135.4 0.84
315 150.7 1.44
315 175.4 2.55
315 201.3 4.28
342 5.2 0.02
342 50.7 0.01
342 136.2 0.31
342 154.1 0.74
342 189.9 1.17
342 230.6 1.55
343 214 1.4
343 226.1 1.49
343 235.5 1.55
343 25.7 0.01
343 45.8 0.01
343 75.6 0.01
343 115 0.01
343 126.3 0.17
343 136.7 0.39
343 150.9 0.8
343 175.5 1.13
343 200.2 1.44
12 51 0.01
12 101.5 0.01
12 165.7 0.52
12 202.3 1.61
13 210.6 2.84
13 225.6 3.02
13 234.6 3.58
13 24.9 0.01
13 35.8 0.02
13 44.9 0.01
13 59.5 0.01
13 74.6 0.01
13 84.8 0.03
13 94.9 0.03
13 105.4 0.04
13 114.4 0.06
13 125.6 0.14
13 133.6 0.2
13 150 0.56
13 175.6 1.32
13 199.7 1.77
48 121.7 0.05
48 168.8 2.16
48 201.4 3.55
48 243.7 4.75
49 210.6 2.29
49 225.5 2.86
49 235.6 3.16
49 35.2 0.01
49 45.5 0.01
49 115.9 0.08
49 126 0.05
49 135.5 0.21
49 150.8 1.18
49 175.6 2.02
49 201.1 2.5
75 93.4 0.02
75 179.9 2.22
75 239.1 4.15
76 209.7 2.15
76 225.1 2.41
76 235.8 2.8
76 5.3 0.01
76 15.7 0.02
76 25.7 0.03
76 33.8 0.02
76 45.4 0.02
76 60.7 0.03
76 75.3 0.04
76 85.8 0.03
76 94.1 0.02
76 105.5 0.02
76 115.1 0.03
76 125.6 0.14
76 135.8 0.2
76 150.6 0.45
76 176.3 1.78
76 203.1 2.3
103 4.8 0.02
103 40.5 0.01
103 121.8 0.01
103 159.4 0.01
103 220.1 1.61
104 179.9 0.04
104 209.4 0.24
104 225.2 0.5
104 235 1.48
104 249.7 2.37
104 4.7 0.01
104 14.9 0.02
104 25.1 0.01
104 35.4 0.01
104 45.3 0.01
104 75.1 0.01
104 85 0.01
104 95.4 0.01
104 104.2 0.01
104 114.2 0.01
104 124 0.01
104 135.6 0.02
104 149.4 0.05
104 174.5 0.13
104 199.1 0.36
129 12.7 0.01
129 100.6 0.04
129 135.1 1.68
129 165.6 3.55
129 197.4 5.45
130 209.6 6.27
130 226.7 6.66
130 236.8 6.92
130 34.9 0.01
130 44.8 0.01
130 59.7 0.02
130 75.7 0.01
130 85.8 0.02
130 95.3 0.02
130 104.6 0.13
130 114.7 0.21
130 124.9 0.28
130 135.2 0.72
130 150.1 2.04
130 177.2 4.02
130 197.8 5.19
194 55.2 0.01
194 116.1 0.01
194 167.9 0.03
194 205.2 0.52
194 247.7 2.33
195 209.4 0.05
195 224.3 0.1
195 234.8 0.33
195 248.5 1.28
195 4.3 0.01
195 14.6 0.01
195 33.8 0.01
195 73.9 0.01
195 84 0.01
195 95 0.01
195 104.6 0.03
195 113.8 0.11
195 124.2 0.37
195 134.3 0.51
195 149.5 0.23
195 174.2 0.06
195 200.5 0.04
225 4.6 0.03
225 64.4 0.01
225 99.4 0.06
225 196.3 5.05
226 210.4 5.15
226 223.8 5.76
226 234.8 6.83
226 44.4 0.01
226 60 0.01
226 75 0.02
226 84.2 0.03
226 94.7 0.03
226 104.7 0.22
226 114.6 1.4
226 124.5 1.45
226 134.6 2.63
226 149.7 4.08
226 174.6 4.22
226 201.3 4.75
287 137 0.47
287 195.7 1.98
287 224.8 3.57
288 210.3 2.45
288 224.7 2.78
288 235.3 3.13
288 249.6 3.34
288 5 0.01
288 15.1 0.01
288 24.6 0.01
288 34.9 0.04
288 44.2 0.03
288 59.4 0.02
288 74.1 0.03
288 84.5 0.03
288 94.5 0.02
288 105.3 0.01
288 114.5 0.05
288 123.8 0.01
288 134.2 0.29
288 149.7 1.01
288 174.9 1.58
288 200 1.88
312 4.8 0.03
312 115.6 0.57
312 165.2 1.75
312 191.9 3.3
312 218.2 4.42
313 210.1 2.84
313 224.3 3.21
313 234.2 3.46
313 249.1 4.5
313 5.3 0.07
313 45.1 0.01
313 60.1 0.01
313 84.4 0.01
313 94.5 0.47
313 104.1 0.85
313 114.5 1.07
313 124.4 1.36
313 135 1.58
313 150.1 1.75
313 174.7 2.49
313 199.5 3.46
348 3.9 0.01
348 44.8 0.02
348 89.7 0.02
348 125 1.02
348 171 2.36
348 200 3.13
348 224.5 4.91
349 208.8 4.41
349 224.7 5.26
349 235.2 5.96
349 249.4 8.02
349 14.9 0.01
349 34.5 0.02
349 44.8 0.01
349 59.6 0.02
349 74.5 0.02
349 84.3 0.03
349 93.8 0.03
349 104.6 0.12
349 114.3 0.23
349 124.8 0.44
349 135.3 1.15
349 149.6 1.6
349 174.6 2.72
349 200.4 3.57
33 110.6 0.35
33 148.3 1.69
33 179.7 3.2
33 219.7 5.17
34 209.3 4.55
34 224 5.56
34 234.3 6.02
34 250 6.98
34 44.7 0.01
34 59.7 0.01
34 104.5 0.01
34 124.3 0.5
34 150.1 1.66
34 175.2 2.32
34 202 4
60 5 0.01
60 4.7 0.02
60 49.3 0.04
60 97.8 0.05
60 149.1 0.75
60 178.9 1.54
60 226.6 3.03
61 208.6 2.78
61 222.9 3.38
61 234 3.78
61 249.4 5.21
61 15.3 0.01
61 25.1 0.03
61 59.4 0.01
61 95.3 0.08
61 105.5 0.17
61 113.8 0.21
61 124 0.36
61 135 0.55
61 148.6 0.87
61 174.5 1.64
61 200.9 2.14
88 4.4 0.01
88 89.6 0.01
88 124.5 0.33
88 170 1.97
88 199.4 2.21
88 237.8 4.77
89 4.2 0.01
89 209.4 2.18
89 224.7 3.01
89 235.6 4.09
89 14.3 0.01
89 115.1 0.01
89 125.2 0.02
89 134 0.03
89 149.3 0.99
89 174.8 1.59
89 201.2 2.21
116 70.4 0.01
116 140.1 0.13
116 204.8 2.57
117 209.4 3.84
117 224.5 4.78
117 234.1 5.08
117 249.4 4.76
117 35.5 0.01
117 60.7 0.03
117 75 0.02
117 94.8 0.01
117 104 0.05
117 114.2 0.03
117 124.6 0.05
117 134.7 0.06
117 149.3 0.36
117 174.2 1.8
117 200.5 2.9
144 5 0.01
144 124.6 0.01
144 159.9 0.74
144 202.2 1.91
144 249.4 3.14
145 209.1 2.69
145 224.3 3.23
145 234.2 3.51
145 249.3 4.7
145 35 0.01
145 124.2 0.01
145 134.3 0.07
145 150.2 0.21
145 175.1 0.59
145 199.4 1.4
172 51.3 0.01
172 123.6 0.01
172 175.4 1.49
172 194.7 2.31
172 245.3 4.85
173 210.4 2.88
173 226.4 3.83
173 237.1 4.4
173 24.7 0.02
173 74.8 0.01
173 94.4 0.01
173 104.1 0.01
173 115 0.01
173 134.4 0.02
173 149.8 0.47
173 174.5 1.31
173 202 2.32
207 169.4 1.58
207 220.4 4.3
208 209.3 4.29
208 223.5 5.15
208 234.3 5.82
208 249.5 6.74
208 134 0.21
208 150.1 1.16
208 174.7 2.44
208 199.6 3.82
235 5.9 0.05
235 9.9 0.01
235 44.2 0.02
235 82 0.02
235 89.8 0.02
235 117.9 0.02
235 134.5 0.21
235 192 2.11
236 5.1 0.02
236 91.4 0.01
236 209.1 3.21
236 224 3.67
236 234.8 4.43
236 5 0.02
236 15.2 0.02
236 24.9 0.02
236 34.7 0.02
236 44.9 0.01
236 60 0.01
236 73.9 0.01
236 85.1 0.02
236 94.7 0.02
236 105.3 0.04
236 114.8 0.22
236 126 0.64
236 134.9 0.84
236 149 1.07
236 159.5 1.25
236 173.9 1.81
236 185.4 2.29
236 201.1 3.11
291 3.9 0.01
291 154.3 0.57
291 219.9 3.22
292 126 0.01
292 151.3 0.81
292 174.7 1.26
292 200.7 2.66
334 4.9 0.01
334 50.4 0.01
334 99.3 0.04
334 124.5 0.14
334 192.5 1.86
335 4.6 0.01
335 14.8 0.01
335 25.2 0.01
335 35 0.01
335 99.6 0.01
335 125.1 0.04
335 150.1 0.19
335 174.6 0.76
335 201 2.07
335 225.2 3.1
354 126.7 0.04
354 179.9 1.06
354 224.4 3.31
355 15.1 0.01
355 34.5 0.01
355 58.9 0.01
355 72.8 0.01
355 150.4 0.27
355 172.3 0.8
355 199.6 1.69
16 3.4 0.01
16 48.3 0.01
16 99 0.01
16 148.9 0.48
16 208.3 1.59
16 244.1 3.19
17 23.3 0.01
17 43.2 0.01
17 58.1 0.01
17 124.1 0.02
17 148.5 0.08
17 172.8 0.25
17 198.9 1.12
45 4.3 0.03
46 43.9 0.01
46 59.5 0.01
46 73.8 0.01
46 99.1 0.08
46 123.2 0.9
46 151.3 1.76
46 173.8 2.25
46 198.4 4.01
46 151.6 1.36
46 231.2 4.43
80 4.1 0.05
80 11.9 0.07
80 20.2 0.08
80 33.8 0.09
80 44.2 0.08
80 58.9 0.07
80 73.4 0.09
80 98.6 0.06
80 124.6 0.21
80 148.5 1.86
80 164.2 2.49
80 174 2.09
80 73.3 0.04
80 98.6 0.03
80 147.6 1.28
80 198.6 2.06
80 223.6 2.99
80 249.4 4.77
82 98.8 0.09
82 123.9 0.03
82 134.1 0.03
82 149.4 0.27
82 183.4 1.93
82 214 2.85
82 246.5 4.69
107 3.7 0.34
107 3.7 0.26
107 44.3 0.13
107 78.4 0.11
107 128.1 0.09
107 163.2 0.34
107 214 1.98
108 13.6 0.37
108 23.1 0.25
108 33.8 0.47
108 43.9 0.48
108 59.3 0.49
108 83.8 0.02
108 163.4 0.17
108 199.5 0.95
136 4.8 0.4
136 8.9 0.34
136 19.5 0.22
136 59.1 0.21
136 104.4 0.21
136 124.2 0.22
136 169.6 2.83
136 216.4 4.93
137 4.8 0.07
137 14.7 0.11
137 24.9 0.1
137 34.2 0.08
137 44.6 0.11
137 60 0.34
137 75 0.09
137 99.3 0.05
137 124.4 0.67
137 149.8 1.72
137 175.2 2.73
137 200.6 3.49
164 4 0.04
164 3.6 0.03
164 49 0.06
164 103.5 0.13
164 138.5 0.49
164 178.8 0.98
164 219.4 3.52
193 4.1 0.08
193 3.9 0.04
193 34.3 0.04
193 58.6 0.04
193 95.1 0.03
193 124.2 0.11
193 178.4 1.51
193 207.9 2.54
193 245 4
221 5.2 0.02
221 29.5 0.04
221 60.8 0.04
221 74.5 0.04
221 82.6 0.05
221 118 0.08
221 159.5 1.17
221 198.6 2.19
221 5 0.04
274 5.1 0.03
274 5.4 0.03
274 53.7 0.03
274 72.3 0.04
274 98.9 0.11
274 125.3 0.15
274 167.4 1.27
274 227.6 4.87
295 4.6 0.03
295 4.4 0.02
295 64.9 0.02
295 92.6 0.03
295 154.8 0.74
295 189.9 1.23
295 231.7 4.23
320 4.2 0.03
320 3.7 0.01
320 8.9 0.02
320 33.9 0.04
320 59.6 0.03
320 95.9 0.09
320 98.6 0.1
320 108.7 0.3
320 123.3 0.62
320 184.5 2.36
320 244.5 6.81
349 4.8 0.03
349 50.2 0.02
349 92.3 0.06
349 167.1 2.11
349 200.4 3.89
349 240 6.49
349 4.4 0.02
15 4.7 0.13
15 4 0.11
15 48.2 0.01
15 98.6 0.02
15 142.8 0.45
15 189.8 0.92
15 228.3 1.92
51 4.8 0.02
51 3.9 0.02
51 24.3 0.05
51 44 0.07
51 75.2 0.07
51 115 0.21
51 125.7 0.51
51 213.6 3.96
71 4.8 0.01
71 24.7 0.05
71 74.6 0.03
71 109.7 0.02
71 150.1 0.03
71 178.8 0.78
71 214.1 1.25
71 248.1 1.98
140 4.5 0.02
140 4 0.04
140 38.5 0.01
140 49.2 0.02
140 74.3 0.03
140 114.5 1.2
140 157.4 2.78
140 200.1 5.08
180 27.2 0.01
180 4.4 0.05
180 55.3 0.06
180 69.2 0.06
180 109 0.07
180 144.1 1.13
180 234.3 6.77
239 5.6 0.02
239 4.8 0.04
239 24.9 0.06
239 68.1 0.05
239 84.2 0.06
239 99.7 0.06
239 142.2 0.51
239 178.1 2.39
239 244.1 6.09
279 4.4 0.03
279 9.7 0.03
279 66.1 0.03
279 84.6 0.09
279 124.6 0.45
279 179.7 2.06
279 220.2 3.69
307 5.1 0.04
307 15 0.04
307 73.8 0.03
307 81.6 0.06
307 110.8 0.32
307 164.7 1.93
307 203.4 2.83
307 239.5 5.42
328 9.5 0.02
328 8.8 0.02
328 51.4 0.02
328 96.5 0.05
328 116.4 0.26
328 188.1 1.89
328 220.7 2.87
352 4.8 0.07
352 10.4 0.06
352 54.3 0.06
352 102.8 0.16
352 124.8 0.51
352 173.9 1.88
352 210.9 3.18
352 248 5.82
16 4.1 0.03
16 4.9 0.03
16 38.1 0.04
16 71.1 0.08
16 105 0.14
16 138.3 0.21
16 180.9 1.66
16 239.9 4.34
56 4.9 0.03
56 3.9 0.05
56 40.4 0.05
56 74.1 0.06
56 101.2 0.08
56 164.7 1.61
56 198.5 2.57
87 3.6 0.14
87 59.4 0.06
87 114.6 0.41
87 148.7 1.21
87 185.7 2.29
87 218.5 2.96
113 3.9 0.03
113 4.1 0.02
113 57.9 0.03
113 83.5 0.04
113 123.1 1.19
113 160.4 2.44
113 197.8 5.17
113 240.4 8.18
140 4.3 0.03
140 4.1 0.08
140 33.7 0.1
140 76.9 0.06
140 112.3 0.24
140 148.4 1.51
140 178.2 2.13
140 244.9 6.55
170 5 0.02
170 4.7 0.05
170 67.1 0.08
170 104.9 0.09
170 139.9 0.45
170 172.5 0.88
170 224.8 1.39
200 4.5 0.04
200 5.2 0.04
200 39.1 0.05
200 75.1 0.05
200 104.9 0.05
200 163.4 1.13
200 224.9 5.74
232 43 0.04
232 82.6 0.07
232 109.3 0.06
232 142.1 0.42
232 200.3 1.56
287 4.9 0.01
287 5.8 0.04
287 47.8 0.05
287 88.4 0.04
287 128.3 0.04
287 233.3 3.05
313 5.3 0.07
313 5 0.04
313 41.8 0.04
313 79 0.04
313 93.7 0.08
313 108.2 0.11
313 154.2 2.05
313 212.4 6.81
313 248.2 10.79
353 4.7 0.06
353 24.5 0.02
353 61.2 0.01
353 95.2 0.22
353 154.3 1.38
353 186.2 2.29
353 220.7 5.24
21 4.2 0.08
21 4.1 0.01
21 54.1 0.02
21 102 0.03
21 193.6 1.86
21 249.5 5.47
55 4.8 0.07
55 3.8 0.05
55 26.7 0.02
55 73.4 0.06
55 117.4 0.51
55 176 2.03
55 242.6 5.94
79 8.4 0.1
79 4.5 0.08
79 64.1 0.04
79 124.7 0.75
79 167.7 2.42
79 232.9 4.26
111 4.3 0.09
111 3.7 0.03
111 57 0.12
111 109.9 0.11
111 191.8 2.44
139 4.4 0.01
139 4.1 0.03
139 47.1 0.03
139 74 0.06
139 125.3 0.52
139 174.9 2.34
139 215.7 3.85
167 4.4 0.08
167 4.7 0.14
167 111.4 0.02
167 146.9 0.64
167 205.3 3.25
195 4.9 0.09
195 60.2 0.03
195 95.9 0.12
195 149.9 0.24
195 198.5 1.88
196 4.9 0.05
196 25.1 0.03
196 43.4 0.03
196 60 0.07
196 125.1 0.01
196 149.8 0.35
196 174.8 0.89
196 200 1.91
228 4.7 0.02
228 118.6 0.12
228 150.7 1.36
228 209.7 5.58
272 7.4 0.04
272 4.9 0.05
272 50.7 0.06
272 61.4 0.05
272 82.3 0.05
272 121.1 0.02
272 167.6 1.67
272 220.1 4.06
304 64.6 0.02
304 92.7 0.03
304 152.5 1.27
304 190.6 2.84
304 226.3 5.28
332 24.4 0.03
332 71.2 0.04
332 80.9 0.03
332 97.9 0.31
332 150.6 1.52
332 192.6 3.45
332 230.3 6.29
355 4.9 0.01
355 47.2 0.02
355 88.3 0.01
355 102 0.01
355 174.3 3.48
355 223.9 6.15
32 4.3 0.04
32 4.6 0.06
32 43.2 0.05
32 81.9 0.08
32 202.4 2.47
63 6.2 0.05
63 5.2 0.02
63 55.7 0.04
63 114.8 0.09
63 172.2 2.21
63 222 5.32
137 11.4 0.04
137 8.5 0.02
137 36.4 0.04
137 79.1 0.04
137 120.1 0.03
137 179 0.66
165 15.1 0.05
165 13.2 0.02
165 49.1 0.04
165 86.5 0.04
165 138.2 2.43
165 172.7 2.64
165 209.9 5.16
199 76.1 0.09
199 132.6 0.38
199 182.5 2.56
199 242 6.03
199 5 0.05
225 5.2 0.04
225 5.3 0.04
225 71 0.04
225 97.5 0.07
225 136.6 0.08
225 174.8 0.33
225 196.4 1.31
252 12 0.06
252 13.3 0.05
252 69.6 0.09
252 94.1 0.14
252 138.9 0.22
252 173.7 1.3
252 206.4 2.61
281 5.5 0.09
281 12.3 0.01
281 50 0.02
281 89.1 0.06
281 114.5 0.16
281 139 0.74
281 189.6 1.72
281 245.1 5.71
316 43.7 0.04
316 81.4 0.05
316 97.5 0.06
316 139.8 0.68
316 206.6 2.73
346 4.5 0.05
346 4.5 0.04
346 49.7 0.05
346 96.6 0.08
346 124.9 0.42
346 186.5 2.6
346 240.5 6
26 13.1 0.01
26 45.6 0.04
26 81 0.05
26 200.6 2.17
45 15.3 0.05
45 11.4 0.04
45 71.3 0.02
45 98.6 0.03
45 128.8 1.1
70 33.7 0.01
70 95.4 0.01
70 153.6 0.45
70 199.7 2.33
70 31.5 0.02
91 8.7 0.08
91 14.8 0.04
91 44.2 0.05
91 152.2 0.29
91 196.5 0.31
91 240.1 3.44
146 4.8 0.04
146 11.6 0.03
146 48.5 0.02
146 85.7 0.03
146 150.4 2.23
146 185.8 4.99
146 237.4 8.41
164 14.6 0.04
164 26.2 0.04
164 39.6 0.04
164 95 0.03
164 147.2 2.28
164 182.3 3.32
164 214.7 4.69
193 5.4 0.01
193 5.8 0.02
193 54.2 0.02
193 74.3 0.06
193 143.5 0.42
193 203.9 3.22
220 7.3 0.02
220 18.7 0.04
220 40.1 0.07
220 64.2 0.07
220 106.4 0.19
220 171.7 2.26
220 232.1 5.64
258 5.7 0.06
258 10.1 0.07
258 65.6 0.05
258 103.2 0.06
258 140.7 0.58
258 194.6 2.23
293 6.7 0.04
293 7.4 0.08
293 47.2 0.08
293 63.1 0.08
293 103.3 0.07
293 135.9 0.52
293 169.5 0.81
293 235.9 1.58
312 6 0.02
312 12.6 0.07
312 71.1 0.09
312 77.5 0.09
312 118.8 0.36
312 153.7 0.81
312 191.2 1.72
312 241 5.17
343 8.8 0.05
343 10.6 0.04
343 51.8 0.04
343 93.4 0.04
343 117.5 0.38
343 153.5 2.27
343 217.6 5.61
37 3.3 0.06
37 4.5 0.01
37 62.4 0.01
37 135.6 1.2
37 178.4 3.06
37 224.3 6.26
79 4.8 0.13
79 5.2 0.09
79 58.6 0.1
79 110.3 0.87
79 163.5 2.99
79 208.9 6.1
124 7 0.07
124 195.4 2.65
160 7.4 0.09
160 6.6 0.05
160 33.1 0.06
160 95 0.04
160 128.1 0.12
160 160.2 0.08
160 225 2.56
188 8.2 0.08
188 40.3 0.1
188 70.2 0.11
188 90 0.09
188 136.2 0.81
188 179.9 1.6
188 244.8 5.78
188 6.4 0.06
215 6.7 0.08
215 50.5 0.01
215 95.2 0.05
215 110.5 0.01
215 131 0.28
215 179.3 5.32
215 216 8.44
215 250 10.22
245 140.8 0.96
245 193.8 2.55
245 246.7 6.13
275 149.9 0.31
275 205.3 2.3
336 9.2 0.08
336 26.3 0.08
336 62.9 0.14
335 125.7 1.11
335 164.9 2.67
335 221.9 8.28
354 5.9 0.05
354 10.2 0.08
29 9 0.01
29 13.3 0.14
29 69.7 0.16
29 124.9 1.26
29 174 2.79
29 234.3 5.56
54 7.7 0.04
54 12.8 0.11
54 60.4 0.08
54 125.3 0.78
54 179.7 2.65
54 235.3 6.56
148 8.8 0.04
148 6.2 0.07
148 107.7 0.15
148 148.5 0.21
177 6.9 0.05
177 7.5 0.06
177 65.7 0.09
177 79.8 0.12
177 102.2 0.11
177 135 0.47
177 186.4 4.16
177 230.8 7.92
208 14.2 0.09
208 10.7 0.09
208 160.8 0.46
208 198.3 1.89
208 235 3.38
229 7 0.02
229 6.2 0.04
229 50.9 0.08
229 75.9 0.08
229 111.4 0.06
229 149.1 0.58
229 207.4 2.04
284 7.4 0.06
284 10.2 0.08
284 62.3 0.08
284 85.6 0.07
284 122.4 0.45
284 154.1 1.37
284 190.6 2.3
336 10.9 0.01
336 104.9 0.62
335 161.1 2.5
335 220 6.01
20 11.2 0.03
20 13.3 0.03
20 40.4 0.06
20 75.9 0.07
20 135.6 0.45
20 185.4 2.19
20 242.7 6.39
48 7 0.02
49 9.4 0.01
48 64.7 0.03
48 121.1 0.68
48 170.3 2.49
48 220.8 5.55
118 9.6 0.05
118 5.5 0.04
118 45.3 0.01
118 87.8 0.01
118 140.4 0.29
118 194.4 3.09
147 5.2 0.03
147 5.2 0.06
147 25.7 0.03
147 71.2 0.07
147 126.6 0.12
147 186.8 1.09
147 246.5 6.49
184 7.7 0.07
185 7.6 0.06
185 47.4 0.06
185 64.5 0.01
185 110.6 0.04
185 158.5 0.52
185 202.4 1.77
206 8.3 0.03
206 6.3 0.03
206 57.7 0.05
206 72.7 0.03
206 125.2 0.2
206 164.5 1.24
206 202.1 2.5
230 8.2 0.06
230 69.6 0.05
230 117.2 0.04
230 161.1 0.64
230 204.8 0.91
230 244.8 3.11
267 5.2 0.02
267 10.6 0.01
267 123.2 1.33
267 165 2.55
267 231.9 7.12
307 4.4 0.03
307 42.4 0.05
307 58.8 0.07
307 84.5 0.07
307 120.7 0.39
307 161.4 2.46
307 188.9 3.68
307 223.2 5.58
343 4.8 0.07
343 4.1 0.02
343 39.3 0.01
343 76.2 0.04
343 87.6 0.01
343 143.3 0.37
343 203.9 1.08
68 5.5 0.03
68 59.6 0.06
68 90.7 0.08
68 119.4 0.5
68 153.6 1.15
68 231.4 5.26
68 5.3 0.04
69 4.7 0.05
69 15.6 0.04
69 25.5 0.05
69 36.1 0.04
69 45.6 0.04
69 59.9 0.05
69 75.3 0.06
69 101.3 0.04
69 125.4 1
69 150.8 1.55
69 172.8 2.26
69 200.6 3.95
96 4.6 0.03
96 9.1 0.05
96 50.3 0.05
96 100.8 0.07
96 120.4 0.05
96 136 0.17
96 199.3 1.35
96 220.8 1.78
96 239.8 2.49
97 4.8 0.03
97 15.2 0.02
97 35.3 0.03
97 59.7 0.01
97 76.6 0.01
97 99.8 0.06
97 124.6 0.42
97 151.1 0.96
97 175.6 1.43
97 200.1 1.95
138 5.9 0.04
138 25.1 0.05
138 45.5 0.03
138 75.3 0.05
138 108.5 0.02
138 125 0.13
138 142.6 0.01
138 197 1.08
139 4.2 0.03
139 14.8 0.02
139 24.7 0.02
139 35.3 0.02
139 45.4 0.03
139 60.4 0.02
139 74.5 0.04
139 100 0.23
139 125.5 0.26
139 150.4 0.3
139 175.3 0.77
139 200.3 1.82
159 4.9 0.03
159 5.9 0.02
159 37 0.02
159 65.8 0.02
159 69.9 0.03
159 106.6 0.03
159 119.6 0.26
