"DOY" "Depth" "TIN"
159 222.3 3.73
160 5.6 0.04
160 15.3 0.04
160 25 0.02
160 36 0.03
160 45.7 0.03
160 61.5 0.03
160 74.1 0.03
160 98.2 0.05
160 124.8 0.9
160 146.6 0.83
160 175.8 2.13
160 206.8 3.71
189 6.9 0.04
189 13.8 0.01
189 46.9 0.03
189 55.4 0.02
189 70.2 0.03
189 111.7 0.23
189 172 2.57
189 231.2 4.45
190 5.7 0.03
190 15 0.04
190 25 0.05
190 35.1 0.06
190 44.3 0.04
190 59.5 0.04
190 74.4 0.04
190 99.3 0.06
190 125.1 0.77
190 149.1 1.52
190 174.9 1.59
190 200.5 3.19
219 7.2 0.04
219 25.5 0.08
219 66.4 0.09
219 107.6 0.07
219 140.6 0.1
219 160.3 0.51
219 190.5 0.94
219 239 2.23
220 5.7 0.01
220 15.2 0.01
220 25.3 0.02
220 35.6 0.03
220 45.2 0.02
220 60.6 0.03
220 75.5 0.03
220 100.2 0.03
220 125.2 0.31
220 150.3 0.06
220 175.1 0.44
220 200.5 1.25
247 25.3 0.04
247 80.7 0.02
247 96.1 0.03
247 144.6 0.51
247 171.1 0.97
247 205.2 1.52
247 239.7 1.92
247 5.4 0.05
247 14.9 0.05
247 25.6 0.03
247 35.2 0.03
247 45.5 0.04
247 60.2 0.03
247 76 0.02
247 100.5 0.03
247 125.5 0.31
247 150.2 0.75
247 175.4 1.03
247 200.7 1.48
276 7.6 0.02
276 75 0.01
276 80.6 0.01
276 95 0.02
276 134.1 0.2
276 184.3 1.37
276 205.6 1.49
277 7.5 0.04
277 16.1 0.03
277 26 0.04
277 35 0.03
277 45.9 0.04
277 61.1 0.04
277 75.3 0.04
277 100.6 0.09
277 125.5 0.39
277 150.4 0.86
277 174.9 1.12
277 199.8 1.46
325 5.2 0.02
325 15 0.02
325 24.8 0.03
325 35.5 0.03
325 44.9 0.04
325 59.3 0.04
325 74.8 0.04
325 100.4 0.26
325 124.7 0.57
325 150 1.05
325 174.7 1.47
325 200.8 1.86
326 4.9 0.03
326 54.9 0.03
326 104 0.05
326 133 0.68
326 174.2 1.22
326 194.3 1.43
326 236 2.34
326 5.1 0.02
9 4.1 0.08
28 7.6 0.05
28 97 0.06
28 109.4 0.29
28 131.1 1.18
28 189.8 3.58
28 210.4 4.28
29 2.4 0.04
29 15.2 0.06
29 24.8 0.06
29 34.4 0.05
29 44.9 0.05
29 60.5 0.04
29 74.6 0.02
29 101.4 0.38
29 125.4 0.98
29 150.3 2.1
29 176.1 2.83
29 200.5 3.93
59 6.8 0.02
59 38.1 0.01
59 101.5 0.21
59 159.2 1.85
59 190.4 2.96
59 214.9 3.38
59 232 4.36
60 7.8 0.02
60 14.9 0.01
60 26.1 0.02
60 34.6 0.01
60 45 0.03
60 60 0.01
60 75.4 0.01
60 100.5 0.1
60 126.1 1.19
60 150.8 1.31
60 174.8 1.88
60 200.1 2.43
101 8.1 0.02
102 42.6 0.01
102 140.8 0.41
102 156 0.7
102 186 1.28
102 6.8 0.03
102 14.9 0.04
102 25.4 0.04
102 35.1 0.04
102 44.8 0.05
102 61 0.04
102 75.5 0.04
102 101.1 0.04
102 125.2 0.04
102 150.9 0.19
102 175.7 1.07
102 200.9 1.26
129 4.7 0.02
129 44.7 0.01
129 81 0.02
129 148.1 1
129 191.4 2.56
129 233.4 5.13
130 5.6 0.02
130 15.5 0.01
130 26.3 0.01
130 33.9 0.02
130 75.3 0.01
130 100.4 0.01
130 125.8 0.02
130 150.2 0.12
130 174.9 1.11
130 200.8 2.13
201 4.7 0.01
201 124.9 0.24
201 145.6 0.28
201 194 1.61
201 6.1 0.03
201 14.2 0.02
201 24.7 0.03
201 34.1 0.03
201 44.5 0.02
201 59.5 0.02
201 74.8 0.02
201 99.8 0.03
201 124.5 0.04
201 149.3 0.26
201 174.9 1.11
201 199.5 2.55
243 5.7 0.04
243 15.2 0.05
243 24.6 0.04
243 34.6 0.04
243 44.6 0.04
243 60 0.04
243 74.9 0.04
243 99.8 0.15
243 124.7 0.45
243 149.4 1.39
243 173.7 2.4
243 200.7 3.53
244 5.9 0.01
244 46.6 0.02
244 78.4 0.02
244 83.6 0.03
244 111.6 0.04
244 119.7 0.03
244 6.2 0.01
270 5.8 0.03
270 16.2 0.03
270 25.8 0.03
270 36 0.03
270 45.6 0.03
270 60.8 0.03
270 76.1 0.03
270 100.7 0.04
270 125.6 0.17
270 150.4 0.94
270 176.6 2.01
270 200.8 3.53
270 5.9 0.03
270 30.8 0.04
270 50.7 0.05
270 80.7 0.03
270 100.1 0.02
270 149.1 0.81
270 211.6 4.13
271 5.3 0.01
308 5.5 0.02
309 66.1 0.02
309 84.1 0.05
309 118.8 0.42
309 157.7 1.8
309 195.5 3.29
309 230.7 5.32
309 5.7 0.02
309 15.8 0.02
309 24.5 0.02
309 35.7 0.02
309 45.5 0.02
309 60.8 0.05
309 74.9 0.04
309 99.8 0.22
309 125.4 0.83
309 149.8 1.66
309 173.9 1.94
309 200.3 3.3
333 6 0.03
333 14.3 0.02
333 24.9 0.03
333 35.4 0.03
333 45.5 0.02
333 59.4 0.03
333 74.8 0.02
333 99.8 0.03
333 124.7 0.11
333 150.2 0.87
333 175.5 1.41
333 200 2.58
334 5.3 0.03
334 52.8 0.05
334 99.4 0.03
334 124.2 0.45
334 169.3 1.49
334 213.9 3.52
353 6.2 0.01
353 5.5 0.04
353 61.4 0.06
353 119.2 0.15
353 147.2 0.62
353 186.3 2.03
353 239.4 5.37
354 5 0.01
354 15.1 0.02
354 24.6 0.02
354 34.8 0.01
354 43.8 0.02
354 59.4 0.02
354 73.9 0.02
354 99.5 0.06
354 123.6 0.47
354 149.5 1.05
354 175.6 2.32
354 199.6 3.99
18 5.3 0.04
18 4.8 0.01
18 38.3 0.02
18 70.3 0.01
18 135.9 0.64
18 177.5 1.55
18 244.8 5.09
19 5.5 0.02
19 14.9 0.02
19 25.1 0.02
19 33.8 0.02
19 44.6 0.02
19 61.1 0.02
19 76.1 0.02
19 101.5 0.03
19 126.5 0.2
19 151 0.79
19 175.1 1.45
19 199.4 2.36
84 4.6 0.01
85 214.9 2.95
85 6.4 0.01
85 15.5 0.01
85 25.5 0.01
85 36.2 0.01
85 45.2 0.02
85 60.9 0.01
85 76.3 0.01
85 102.7 0.01
85 125.9 0.02
85 150.4 0.45
85 176.3 1.04
85 201.7 1.9
122 6.4 0.03
122 16.5 0.01
122 58.2 0.02
122 100.2 0.03
122 139.7 0.23
122 179.9 0.25
122 233 3.01
124 5.9 0.01
124 14.4 0.01
124 34.5 0.01
124 43.9 0.01
124 73.1 0.01
124 98.3 0.01
124 124.2 0.08
124 150.8 0.2
124 174.9 0.22
124 199.5 1.85
151 5.4 0.03
151 5 0.04
151 35.5 0.05
151 74.4 0.05
151 114 0.03
151 159.1 0.58
151 207.4 1.77
153 4.9 0.01
153 24.4 0.01
153 45.5 0.01
153 59.5 0.02
153 74.9 0.01
153 99.7 0.01
153 126.1 0.01
153 148.5 0.33
153 175.6 0.99
153 200.1 2.35
178 5.5 0.07
179 5.3 0.01
179 71.4 0.02
179 127.2 0.41
179 139.6 0.96
179 204.6 2.86
179 249.6 4.62
179 5.7 0.01
179 14.5 0.02
179 25.6 0.01
179 34.8 0.01
179 45.2 0.01
179 59.8 0.03
179 74.8 0.01
179 99.8 0.01
179 124 0.05
179 150.3 0.93
179 174.9 1.54
179 199.7 2.91
213 11.6 0.06
213 9.6 0.01
213 60.5 0.01
213 107 0.02
213 149.5 0.86
213 190.8 2.82
214 10.5 0.02
214 16.1 0.01
214 25.8 0.01
214 35.1 0.01
214 45.4 0.02
214 60.4 0.02
214 75.1 0.02
214 100.4 0.02
214 125.6 0.17
214 150.2 0.79
214 174.9 1.14
214 200 1.53
230 6 0.01
230 6.4 0.01
230 34.3 0.02
230 83.6 0.02
230 125.9 0.03
230 195.6 2.31
230 248 5.12
231 15.3 0.02
231 25.4 0.01
231 35.5 0.02
231 45.3 0.02
231 60.3 0.02
231 75 0.01
231 100 0.02
231 125.3 0.01
231 150.1 0.35
231 175.5 0.98
231 200.4 1.81
258 5.8 0.02
258 10.3 0.03
258 45.1 0.03
258 78.6 0.05
258 118.8 0.02
258 150.9 0.04
258 204.4 1.27
259 5.7 0.01
259 35.3 0.01
259 60.4 0.01
259 75.4 0.02
259 100.2 0.01
259 125.1 0.04
259 150.7 0.37
259 175.4 0.7
259 200.2 1.32
281 5.1 0.02
281 6.3 0.04
281 66.4 0.01
281 81.5 0.02
281 115.3 0.01
281 163.7 0.57
281 211.4 2.15
282 4.5 0.03
282 15.5 0.01
282 25.5 0.01
282 35.2 0.01
282 45.5 0.02
282 60.7 0.01
282 75.3 0.01
282 100.2 0.02
282 125.3 0.04
282 149.9 0.12
282 175.2 0.62
282 200.1 1.33
338 5.5 0.07
339 6.6 0.02
339 26.1 0.06
339 73 0.08
339 80.2 0.04
339 103.9 0.26
339 139.3 1.15
339 175.7 2.68
339 211.4 4.53
339 245.2 6.83
339 7 0.01
339 16.9 0.01
339 26.5 0.01
339 37.4 0.01
339 46.9 0.02
339 60.3 0.01
339 75.9 0.01
339 101.1 0.02
339 125.1 0.32
339 150.7 0.76
339 177.1 1.38
339 200.8 2.38
43 7.9 0.08
43 66.8 0.03
43 126.2 0.37
43 183.3 2.55
43 238.9 6.19
44 7.3 0.03
44 16.2 0.03
44 25.5 0.03
44 35.2 0.05
44 45.7 0.03
44 61 0.03
44 75.9 0.03
44 100.3 0.02
44 125.6 0.03
44 150.2 0.11
44 175.4 0.75
44 200.4 1.28
65 4.3 0.04
65 7.1 0.02
65 60.2 0.03
65 130.1 0.04
65 151.5 0.2
65 205 2.22
66 8.7 0.02
66 18.4 0.02
66 23.8 0.03
66 34.7 0.02
66 45.2 0.03
66 59.9 0.02
66 75.2 0.02
66 99.9 0.02
66 125.8 0.03
66 149.7 0.57
66 175.3 1.75
66 199.6 2.53
95 5 0.03
95 46.8 0.03
95 87.8 0.03
95 134.9 0.04
95 180.1 0.43
95 204.2 1.75
95 244.6 5.86
96 5.3 0.02
96 15.1 0.02
96 25.3 0.03
96 35.6 0.03
96 45.5 0.02
96 60.5 0.01
96 75.5 0.02
96 100.1 0.24
96 126.3 0.23
96 150.7 0.17
96 175.3 0.44
96 200.4 1.07
137 8.4 0.03
137 7.8 0.02
137 45.8 0.01
137 72.7 0.04
137 114.9 0.06
137 153.3 0.04
137 187.1 0.27
137 221.7 3.11
138 8.8 0.01
138 18.8 0.02
138 25.7 0.02
138 35.3 0.02
138 44.4 0.02
138 59.2 0.01
138 74.6 0.02
138 100.1 0.06
138 125.9 0.11
138 150.1 0.2
138 175.8 0.34
138 200.2 0.82
176 7 0.01
176 9.1 0.09
176 65.6 0.12
176 105.6 0.15
176 116.5 0.57
176 174.5 2.71
176 237.7 6.85
177 7.2 0.01
177 17 0.03
177 24.9 0.01
177 35.5 0.02
177 45.2 0.02
177 60.6 0.02
177 75.5 0.03
177 100 0.04
177 125.3 0.07
177 150.8 1.01
177 174.5 1.76
177 199.9 2.99
254 6.6 0.02
254 30.9 0.04
254 55.1 0.05
254 70.5 0.04
254 108.7 0.4
254 120.9 0.71
254 141 0.89
254 160.3 1.63
254 188.9 3.11
254 226 6.36
255 7.4 0.01
255 17.4 0.01
255 26.9 0.02
255 35.3 0.01
255 46.3 0.01
255 60 0.01
255 75.1 0.01
255 100.6 0.01
255 125.9 0.18
255 150.3 0.75
255 175.1 1.28
255 201.6 2.08
274 6 0.02
274 7.6 0.06
274 52 0.07
274 75.7 0.04
274 111.8 0.08
274 149 0.96
274 184.9 2.66
274 238.6 6.06
275 7.5 0.01
275 17.5 0.01
275 26.2 0.01
275 34.6 0.01
275 45.4 0.01
275 59.8 0.01
275 76.7 0.01
275 101.5 0.03
275 125.9 0.15
275 150.5 1.28
275 175.4 2.49
275 200.3 3.9
300 7.2 0.01
300 8 0.01
300 44.5 0.01
300 82.7 0.02
300 110.9 0.17
300 164.2 0.74
300 218.8 2.6
301 6.5 0.02
301 16.2 0.03
301 25.4 0.02
301 35.5 0.03
301 45 0.03
301 60.9 0.03
301 75 0.03
301 100.2 0.03
301 126 0.18
301 150.2 0.56
301 175.8 0.87
301 199.9 1.24
330 6.9 0.03
330 7.7 0.01
330 44.6 0.03
330 85.2 0.01
330 112.2 0.23
330 157.9 0.63
330 204.4 1.95
331 6 0.03
331 15.8 0.02
331 24.2 0.02
331 34.6 0.03
331 45 0.01
331 60.2 0.02
331 74.8 0.03
331 100.1 0.09
331 125.4 0.39
331 149.9 0.78
331 174.2 1.44
331 200.7 2.15
354 7.1 0.04
354 70.5 0.01
354 85.7 0.01
354 122.4 0.82
354 155.1 2.46
354 209.6 5.67
355 6.7 0.03
355 17.1 0.03
355 25.2 0.04
355 35.4 0.06
355 45.6 0.07
355 61.6 0.08
355 75.2 0.09
355 100.6 0.37
355 124.9 0.82
355 149.3 1.47
355 175.7 2.13
355 200.4 4.21
15 5.2 0.01
15 6.2 0.01
15 50 0.01
15 95.4 0.13
15 140 1.29
15 182.3 3.37
15 240.9 7.75
45 5.4 0.01
45 6.1 0.05
45 43.8 0.01
45 98.7 0.18
45 249.7 8.17
64 7.3 0.02
64 7 0.06
64 41.9 0.09
64 83.5 0.12
64 126.2 0.03
64 164.2 1.48
64 203.7 3.52
64 240.2 5.99
100 6.4 0.07
100 4.7 0.08
100 51.4 0.06
100 99.3 0.04
100 115.2 0.02
100 158.3 0.11
100 200.1 0.32
100 225.3 2.03
151 5.5 0.06
151 5.4 0.09
151 24.1 0.09
151 60.5 0.02
151 81 0.02
151 143.2 0.4
151 186 1.8
151 240.7 4.81
181 5.4 0.04
181 32.1 0.01
181 77.9 0.04
181 130.8 0.56
181 159.8 2
181 215.8 6
257 5.4 0.08
257 5.2 0.01
257 63 0.02
257 79.6 0.07
257 89.3 0.04
257 107.2 0.11
257 128.5 0.59
257 176.7 2.49
257 241.5 7.18
286 4.6 0.06
286 51 0.05
286 79.1 0.04
286 96.6 0.06
286 129.2 0.64
286 193.1 3
286 240.6 7.34
325 6.8 0.05
325 81.2 0.03
325 89.7 0.03
325 111.7 0.17
325 156.6 2.12
325 223.2 5.67
350 4 0.01
351 25 0.04
351 117.4 0.05
351 126.5 0.07
351 141.8 0.37
351 205.5 2.31
15 1.25 0.0263535620179027
15 5 0.0209543826058507
15 10 0.0168314365437254
15 15 0.0143183030886576
15 20 0.0175406214548275
15 25 0.0166032764827833
15 30 0.0157061519566923
15 35 0.0456995295826346
15 40 0.0448590012965724
15 45 0.045135302352719
15 50 0.0469507126836106
15 55 0.048535362817347
15 60 0.0499412049539387
15 65 0.044815361732617
15 70 0.0437779847998172
15 75 0.0460446234792471
15 80 0.058328254846856
15 85 0.0560591293033212
15 90 0.0640869198832661
15 95 0.0808097473345697
15 105 0.106377930846065
15 125 0.504162061959505
15 150 1.20581611990929
15 175 2.0189692825079
15 200 2.93596053123474
15 225 4.67010951042175
15 250 6.51779055595398
45 1.25 0.017220722627826
45 5 0.0196181542705745
45 10 0.0171308163553476
45 15 0.0129977063043043
45 20 0.0115156701067463
45 25 0.0135389481438324
45 30 0.013382475473918
45 35 0.0133666385663673
45 40 0.0141395886894315
45 45 0.0156929010991007
45 50 0.018334241816774
45 55 0.0226549420040101
45 60 0.0267298317048699
45 65 0.0259778846520931
45 70 0.0289900142233819
45 75 0.0326133957132697
45 80 0.0363980813417584
45 85 0.039767081849277
45 90 0.053078178782016
45 95 0.0678359041921794
45 105 0.0980001017451286
45 125 0.514148011803627
45 150 1.32254998385906
45 175 2.26135385036469
45 200 3.35074692964554
45 225 4.91484272480011
45 250 6.46470803022385
75 1.25 0.0355452657677233
75 5 0.0321787085849792
75 10 0.0296577834524214
75 15 0.0247716493904591
75 20 0.0232825722778216
75 25 0.0193468007491902
75 30 0.0187264792621136
75 35 0.0265197216067463
75 40 0.0270643820986152
75 45 0.0262004814576358
75 50 0.0272708800621331
75 55 0.0251068582292646
75 60 0.0259567459579557
75 65 0.0278922074940056
75 70 0.0314543170388788
75 75 0.029711744049564
75 80 0.0362684414722025
75 85 0.0363395316526294
75 90 0.0422468087635934
75 95 0.0490921731106937
75 105 0.0693615381605923
75 125 0.452926475554705
75 150 1.3197678476572
75 175 1.95033241808414
75 200 3.36678427457809
75 225 4.82701641321182
75 250 6.3945118188858
105 1.25 0.0134429376921616
105 5 0.0257685247343034
105 10 0.0273297799285501
105 15 0.0193562146741897
105 20 0.0200401919428259
105 25 0.0190812794025987
105 30 0.0222229398787022
105 35 0.0231433704029769
105 40 0.0202021016739309
105 45 0.0145301978336647
105 50 0.0135222246171907
105 55 0.0164186859037727
105 60 0.0253938192036003
105 65 0.0295939191710204
105 70 0.0342463748529553
105 75 0.0408454195130616
105 80 0.0397522784769535
105 85 0.0338051244616508
105 90 0.0292615324724466
105 95 0.0600670552812517
105 105 0.0783843282843009
105 125 0.480017133057117
105 150 1.26477616280317
105 175 2.20110182464123
105 200 3.33377411961555
105 225 4.81904721260071
105 250 6.67633843421936
135 1.25 0.0467882128432393
135 5 0.0474634587299079
135 10 0.0237964870175347
135 15 0.0227415687404573
135 20 0.0234999150270596
135 25 0.0268503384431824
135 30 0.0233894877601415
135 35 0.0214988150401041
135 40 0.0224267842713743
135 45 0.0235470796469599
135 50 0.0309122062753886
135 55 0.0402270324993879
135 60 0.0366961234249175
135 65 0.0437955898232758
135 70 0.0395437921397388
135 75 0.0422135512344539
135 80 0.0446583293378353
135 85 0.0496519999578595
135 90 0.0610967455431819
135 95 0.0648017891217023
135 105 0.0725335648749024
135 125 0.273085803724825
135 150 0.95095457136631
135 175 1.84865039587021
135 200 2.8510774075985
135 225 4.31412079930305
135 250 5.85587292909622
165 1.25 0.0142412560526282
165 5 0.0128649587277323
165 10 0.0147119206376374
165 15 0.0185003512888215
165 20 0.0189841408864595
165 25 0.0210344549559522
165 30 0.0182353132986464
165 35 0.0157298445701599
165 40 0.0176915650372393
165 45 0.0249856892041862
165 50 0.0224225653801113
165 55 0.0294177194591612
165 60 0.0296289104735479
165 65 0.0297474924009293
165 70 0.0268435252364725
165 75 0.0274210802745074
165 80 0.0258884449722245
165 85 0.0252570915035903
165 90 0.0267839261796325
165 95 0.0248845928072114
165 105 0.0219888022402301
165 125 0.259539776481688
165 150 0.930710516870022
165 175 1.75478175282478
165 200 2.81133151054382
165 225 5.14398580789566
165 250 6.58804601430893
195 1.25 0.0133613031357527
195 5 0.00857648148667067
195 10 0.0128722401568666
195 15 0.0116493152454495
195 20 0.0107136315782554
195 25 0.0109380777576007
195 30 0.0107653851737268
195 35 0.0114884327631444
195 40 0.0107759271049872
195 45 0.0119109558872879
195 50 0.00991146999876946
195 55 0.0129868265939876
195 60 0.0117451203987002
195 65 0.0124468504218385
195 70 0.0142966279527172
195 75 0.0151234627701342
195 80 0.0145642792340368
195 85 0.0181038768496364
195 90 0.035375960636884
195 95 0.0531167616136372
195 105 0.0733087039552629
195 125 0.506405621767044
195 150 1.38983902335167
195 175 2.27720442414284
195 200 3.3398449420929
195 225 4.56610363721848
195 250 6.37876164913177
225 1.25 0.0302491454640403
225 5 0.0314200734719634
225 10 0.034689980559051
225 15 0.0360018666833639
225 20 0.0434593935497105
225 25 0.0389260244555771
225 30 0.0388291899580508
225 35 0.0405080649070442
225 40 0.0411221366375685
225 45 0.0443184375762939
225 50 0.0401747850701213
225 55 0.0470549394376576
225 60 0.0415390720590949
225 65 0.0379091803915799
225 70 0.0376297682523727
225 75 0.0497121498920023
225 80 0.0469212862662971
225 85 0.0446848697029054
225 90 0.0398694784380496
225 95 0.0597603586502373
225 105 0.0860092949587852
225 125 0.532599706202745
225 150 1.44194950163364
225 175 2.45723965764046
225 200 3.61550426483154
225 225 5.13221871852875
225 250 7.36675846576691
255 1.25 0.0292464813683182
255 5 0.0353298878762871
255 10 0.0390990111045539
255 15 0.0262087557930499
255 20 0.0273020747117698
255 25 0.0249141413951293
255 30 0.021766000543721
255 35 0.022662858478725
255 40 0.0244754359591752
255 45 0.0251534627750516
255 50 0.0241795377805829
255 55 0.025999695295468
255 60 0.0245626245159656
255 65 0.0216027698479593
255 70 0.0266197591554374
255 75 0.0288828772027045
255 80 0.0322399423457682
255 85 0.0365439916495234
255 90 0.0459965211339295
255 95 0.0647052424028516
255 105 0.0628967417869717
255 125 0.327630103565753
255 150 1.31628385186195
255 175 1.89873692393303
255 200 3.75337558984756
255 225 4.51967459917068
255 250 6.31112062931061
285 1.25 0.013520518084988
285 5 0.00801682675955817
285 10 0.0144502791808918
285 15 0.0141225719125941
285 20 0.0160424375208095
285 25 0.0144587698159739
285 30 0.012903634342365
285 35 0.0128745386609808
285 40 0.0116511083906516
285 45 0.0111223567510024
285 50 0.0106581560685299
285 55 0.0130106162978336
285 60 0.0131112431699876
285 65 0.0145359570451546
285 70 0.016234812035691
285 75 0.0185375780565664
285 80 0.0200202406849712
285 85 0.0211321210954338
285 90 0.026137568987906
285 95 0.0331319239921868
285 105 0.0444655341561884
285 125 0.403854206204414
285 150 1.18829084932804
285 175 2.06932310760021
285 200 3.57915824651718
285 225 4.98570215702057
285 250 6.68825173377991
315 1.25 0.0113242638180964
315 5 0.0103437046636827
315 10 0.0220056639518589
315 15 0.0228804848156869
315 20 0.0191025421954691
315 25 0.0197648415341973
315 30 0.0174235753947869
315 35 0.0144359080586582
315 40 0.0114318703417666
315 45 0.011041532154195
315 50 0.0202119803288952
315 55 0.0227861278690398
315 60 0.0162177139427513
315 65 0.0183910133782774
315 70 0.0222567109158263
315 75 0.0249797331634909
315 80 0.0254072602838278
315 85 0.0280713834799826
315 90 0.0282265502028167
315 95 0.0236370323691517
315 105 0.0567812789231539
315 125 0.57661309838295
315 150 1.26162968575954
315 175 2.29875934123993
315 200 3.54570040106773
315 225 4.91165810823441
315 250 6.49564409255981
345 1.25 0.0206734805833548
345 5 0.0163879146566615
345 10 0.0212008156813681
345 15 0.0211425840388983
345 20 0.0222454550676048
345 25 0.0224640120286494
345 30 0.0211242877412587
345 35 0.0242181753274053
345 40 0.0241944608278573
345 45 0.0269419883843511
345 50 0.0288812865037471
345 55 0.033488999819383
345 60 0.0343868993222713
345 65 0.0272092998493463
345 70 0.0252123679965734
345 75 0.0410582376644015
345 80 0.0481300130486488
345 85 0.0564153655432165
345 90 0.0702282162383199
345 95 0.0837101191282272
345 105 0.11282803863287
345 125 0.59449964761734
345 150 1.34938295185566
345 175 2.40649557113647
345 200 3.89149111509323
345 225 4.81818795204163
345 250 6.91962844133377
