"Depth" "M1" "M2" "M3" "M4" "M5" "M6" "M7" "M8" "M9" "M10" "M11" "M12"
-493.75 14.5731906890869 24.5398368835449 12.2238683700562 16.1352324485779 15.844048500061 16.2086582183838 17.2115950584412 14.7374708652496 12.4562358856201 15.8707857131958 15.3384985923767 15.1098606586456
-475 13.6809637546539 22.3177905082703 11.8620929718018 14.7750144004822 13.9201111793518 15.0875418186188 15.8258590698242 13.2952411174774 11.6461517810822 14.6128273010254 13.741726398468 7.77388644218445
-450 12.3309841156006 22.0169267654419 10.6161153316498 13.3467559814453 12.3580186367035 13.8366484642029 14.2766897678375 11.976243019104 9.83120727539062 13.0981206893921 12.3762972354889 6.49443733692169
-425 11.1582863330841 6.32775545120239 9.50614619255066 11.947062253952 11.198272228241 12.5817432403564 12.8282577991486 10.892112493515 8.36675679683685 11.7393231391907 11.1636321544647 5.30562764406204
-400 9.54524803161621 6.83996558189392 8.43114817142487 10.9720642566681 10.0886855125427 11.4751591682434 11.8145983219147 9.46782517433167 6.21696150302887 10.6772930622101 9.67821383476257 3.89910167455673
-375 8.72080683708191 5.46486389636993 7.40641188621521 9.46349501609802 8.87426090240479 10.2413625717163 10.6138920783997 8.30502498149872 5.23844242095947 9.51833009719849 8.74758100509644 8.16402983665466
-350 7.6037369966507 16.2420036792755 6.39917123317719 8.31165254116058 7.79939866065979 9.05399394035339 9.49473142623901 7.18041038513184 4.45515131950378 8.37753903865814 7.64303815364838 7.00631701946259
-325 6.63509571552277 4.11119097471237 5.5870361328125 7.22211599349976 6.82389569282532 7.90327835083008 8.37177276611328 6.24201929569244 4.09076911211014 7.37790048122406 6.60227167606354 6.00945913791656
-300 5.89753544330597 8.25880718231201 4.91088736057281 6.27681255340576 5.84743773937225 6.88200950622559 7.25534605979919 5.19023156166077 3.20239955186844 6.54941642284393 5.69301152229309 5.12667465209961
-275 5.25571858882904 6.69050848484039 4.48164457082748 5.43753659725189 4.95238816738129 6.0019006729126 6.16286075115204 4.64872205257416 2.04788213968277 5.69725823402405 5.01720988750458 4.58667623996735
-250 4.59618842601776 11.157696723938 4.04428988695145 4.69127511978149 4.17774617671967 5.2761298418045 5.1656619310379 4.1558119058609 0.844029515981674 4.94606494903564 4.41226530075073 4.10912638902664
-225 4.27814638614655 9.64900207519531 3.45262598991394 4.05993849039078 3.64827179908752 4.98572373390198 4.21256446838379 3.90453106164932 2.89694458246231 4.3139568567276 4.0973544716835 3.71722537279129
-200 3.6426762342453 7.65406334400177 2.95703917741776 3.37884926795959 3.10488283634186 4.24568617343903 3.3346654176712 3.39716243743896 0.864733844995499 3.75966060161591 3.84359854459763 1.21907615661621
-175 2.67072355747223 4.23308992385864 2.24659249186516 3.00488013029099 2.57564693689346 3.7419461607933 3.33236086368561 3.19779336452484 0.27277622371912 3.49835270643234 3.43694597482681 3.07295942306519
-150 1.61389872431755 3.13738667964935 1.61693644523621 2.54478085041046 2.29852974414825 3.26760596036911 2.48020988702774 3.06855076551437 0.0784093430265784 3.10861498117447 2.82588344812393 2.96592473983765
-125 1.22141198813915 2.88801068067551 1.50214970111847 2.23544311523438 1.88169091939926 2.47590231895447 2.52818405628204 2.26918148994446 0.127670364454389 2.27243882417679 2.10207262635231 2.27505549788475
-105 0.840655893087387 2.97435808181763 0.808484569191933 1.75700542330742 1.4823999106884 1.52126404643059 1.55635049939156 1.41777592897415 0.0215872181579471 1.16729395091534 1.02081163227558 1.1989474594593
-95 0.604034289717674 2.27800989151001 0.832920268177986 1.6755753159523 1.34900200366974 1.3052536547184 0.904780007898808 1.73973128199577 0.0211743889376521 0.985604852437973 1.02749489247799 0.975525185465813
-90 0.575771622359753 1.89889547228813 0.814213812351227 1.54729980230331 1.23020032048225 1.16798320412636 0.704553917050362 1.5229649245739 0.0333141130395234 0.821488961577415 0.876125812530518 0.764079540967941
-85 0.544255934655666 1.83539488911629 0.797338292002678 1.39930438995361 1.11193369328976 0.919373661279678 0.485450273379683 1.34710219502449 0.0349569208920002 0.672489479184151 0.673289209604263 0.549585446715355
-80 0.510037370026112 1.73129007220268 0.814659312367439 1.25880235433578 0.993650078773499 0.732234716415405 0.315852085128427 1.10214975476265 0.0433207554742694 0.51991431415081 0.480292037129402 0.274240825325251
-75 0.495570525527 1.4943568110466 0.76140969991684 1.09406812489033 0.892609849572182 0.612197831273079 0.185548977926373 0.863907650113106 0.0351540995761752 0.38470596075058 0.326917130500078 0.0867470167577267
-70 0.500068485736847 1.42058151960373 0.764208674430847 1.24553632736206 0.783754870295525 0.477460622787476 0.171879466623068 0.357578910887241 0.0665158610790968 0.287598058581352 0.210671178996563 0.0732096852734685
-65 0.501401945948601 1.75146135687828 0.741411864757538 1.06722863018513 0.603347629308701 0.376219563186169 0.155661618337035 0.30503398552537 0.0550849791616201 0.265470419079065 0.15008999966085 0.0739700011909008
-60 0.515984833240509 2.12834799289703 0.729696527123451 0.849480375647545 0.418206736445427 0.259393010288477 0.145540006458759 0.261822383850813 0.0322228376753628 0.238139484077692 0.0871068453416228 0.0767495892941952
-55 0.511020250618458 2.44837117195129 0.722297683358192 0.637658923864365 0.244345143437386 0.14896584302187 0.129263358190656 0.233798258006573 0.0237394445575774 0.221058912575245 0.0416704663075507 0.0800273958593607
-50 0.505946174263954 2.17879039049149 0.723366245627403 0.464723847806454 0.0778715396299958 0.0538065396249294 0.153164464049041 0.208412852138281 0.00602345034712926 0.209096632897854 0.0177829295862466 0.123859351500869
-45 0.496122322976589 2.35527002811432 0.716351598501205 0.416221849620342 0.0234059004578739 0.0427622203715146 0.0187174652237445 0.202494110912085 1.85688259080052e-05 0.203887809067965 0.0122502750600688 0.118919193744659
-40 0.489040851593018 2.596774995327 0.715552523732185 0.327103730291128 0.0135872992104851 0.0440350258722901 0.0159730081213638 0.193578463047743 0.00135505944490433 0.200272861868143 0.0164629227947444 0.106526110321283
-35 0.48186020553112 2.79060107469559 0.706632733345032 0.237127311527729 0.00813300936715677 0.0592522751539946 0.0150716515490785 0.18971836566925 0.00224734169023577 0.197021741420031 0.020550844958052 0.0739083392545581
-30 0.462118670344353 2.91896402835846 0.683972775936127 0.145628582686186 0.00644334632670507 0.0647642724215984 0.0352618687320501 0.173326015472412 0.0307786343619227 0.195413142442703 0.0246923163067549 0.0502505674958229
-25 0.455735251307487 2.66562539339066 0.600426539778709 0.11723356321454 0.00358994959970005 0.0716314241290092 0.0105313849635422 0.189902782440186 0.0535896383225918 0.19730194658041 0.0271601770073175 0.0422774706967175
-20 0.438447095453739 2.16203504800797 0.601374335587025 0.0857646036893129 0.00425123749300838 0.0666854903101921 0.00905628806503955 0.196768168359995 0.0566566893830895 0.197969697415829 0.0282603846862912 0.0501127149909735
-15 0.442955702543259 2.36988705396652 0.594318777322769 0.0694241430610418 0.0032903469982557 0.0714405495673418 0.00762388834846206 0.19367815554142 0.0928300321102142 0.199432875961065 0.0269395895302296 0.0443964689038694
-10 0.388745725154877 2.66234701871872 0.592949293553829 0.0578877627849579 0.00267925095977262 0.0756756775081158 0.00929303176235408 0.198583971709013 0.126909259706736 0.201666496694088 0.0266935802064836 0.0411354140378535
-5 0.392426289618015 3.13059514760971 0.619917742908001 0.0552333099767566 0.000566056856769137 0.0338490838184953 0.0138975498266518 0.201386675238609 0.0720836110413074 0.202163215726614 0.0204600775614381 0.0412820130586624
-1.25 0.414575263857841 3.04221642017365 0.645478159189224 0.0555260824039578 0.00138675017660717 0.0483664143830538 0.0171088017523289 0.254442293196917 0.0769606027752161 0.174022164195776 0.0256061251275241 0.0331219523213804
