"Depth" "M1" "M2" "M3" "M4" "M5" "M6" "M7" "M8" "M9" "M10" "M11" "M12" "M13" "M14" "M15" "M16" "M17" "M18" "M19" "M20" "M21" "M22" "M23" "M24" "M25" "M26" "M27" "M28" "M29" "M30" "M31" "M32" "M33" "M34" "M35" "M36"
-348.526526821952 -1.87436671694741e-05 -3.43312149198027e-06 -9.28682311496232e-06 -1.91518302017357e-05 -4.29618012276478e-06 3.97234816773562e-06 -4.73029935221803e-08 -3.18736692861421e-06 -5.61256820219569e-06 -6.46375974611146e-06 -1.56318619701779e-05 -1.28904848679667e-05 1.24351757335717e-07 5.03857518197037e-06 8.22275796963368e-06 9.68834001469077e-07 -5.54940788788372e-06 -5.73631893985294e-07 5.90013655710209e-07 3.58018610313593e-06 5.62999230169225e-06 1.17563204184989e-05 1.51308886415791e-05 1.15685770651908e-05 1.0420951184642e-05 2.27120581257623e-05 2.06640706892358e-05 9.58601503953105e-06 2.14610299735796e-05 -2.08011783797701e-06 -8.17322325019632e-06 8.92153639142634e-06 -1.99844307644526e-05 1.45670874189818e-05 -7.17982311471133e-06 -9.63511865847977e-06
-277.160821323496 -1.74021170096239e-05 -3.89279375667684e-06 -8.44529222376877e-06 -1.55554844241124e-05 -1.19830190214998e-06 4.33958075518603e-06 -6.3678697870273e-07 4.09693740266448e-07 -2.54964743362507e-06 -5.5473997235822e-06 -1.5404895748361e-05 -1.39610447149607e-05 1.68020665114454e-06 7.11509028405999e-06 8.69691939442419e-06 7.59774678726899e-08 -5.1736847126449e-06 -1.88114495358604e-06 -9.77028321358375e-07 3.19650257551984e-06 6.67077483740286e-06 1.00357528936001e-05 1.19734168038121e-05 8.29018972581252e-06 7.07635808794294e-06 1.80125935003161e-05 1.74988472281257e-05 6.7193263930676e-06 1.63529566634679e-05 -3.62992795999162e-06 -6.9539901232929e-06 5.39601387572475e-06 -2.02295013878029e-05 1.39931125886505e-05 -7.67541951063322e-06 -9.85934184427606e-06
-218.429570166134 -1.69799241120927e-05 9.62733452070097e-07 -6.11841551290127e-06 -1.0108384230989e-05 5.36203651790856e-06 7.8258708526846e-06 -1.36147593821079e-06 1.09062659703341e-06 -1.42756255172571e-06 -7.46965497455676e-06 -1.72502132045338e-05 -1.13768483060994e-05 2.7032158413931e-06 6.54528503218899e-06 7.47531248634914e-06 8.25294250716979e-07 -4.95473886985565e-06 -2.59650823863922e-06 -2.60425463238789e-06 5.68670145639771e-07 5.47448689758312e-06 8.59015926835127e-06 8.49004209158011e-06 5.29042745256447e-06 5.21707124789828e-06 1.36946773636737e-05 1.37872029881692e-05 3.9860869947006e-06 1.06472298284643e-05 -3.84462555302889e-06 -7.15839587428491e-06 4.03252215619432e-06 -1.6222275007749e-05 1.03501997728017e-05 -9.41134021559265e-06 -8.68613733473467e-06
-170.977547442656 -1.23773388622794e-05 2.45131604970084e-06 -2.25180133384129e-06 -5.85492489335593e-06 9.75462444330333e-06 9.85299629974179e-06 -6.04619060595724e-07 5.12754741066601e-06 2.45818864641478e-06 -6.97978202879312e-06 -1.36320359160891e-05 -7.70058068155777e-06 3.6796263884753e-06 6.54900122754043e-06 5.9393505580374e-06 2.64595996668504e-07 -3.1788820251677e-06 -2.55822806138895e-06 -3.08027051687532e-06 1.56177989651951e-07 4.70258919449407e-06 6.66905816615326e-06 6.16743136561126e-06 3.21487141263788e-06 3.46216097568686e-06 1.06283250715933e-05 1.10734872578178e-05 2.99573343909287e-06 8.39854146761354e-06 -4.24017207478755e-06 -4.84615520690568e-06 3.80831920665514e-06 -1.25143933473737e-05 1.05666595118237e-05 -6.65169818603317e-06 -4.75079423267744e-06
-133.162845380926 -9.4221386461868e-06 5.17235184815945e-06 1.48303786318138e-06 -1.46967954606225e-06 1.36691696752678e-05 1.2189346307423e-05 1.97715849026281e-06 3.73609168491384e-06 5.06826745549915e-06 -3.2172165447264e-06 -8.90717819856945e-06 -2.145273356291e-06 2.05857395485509e-06 3.96067207475426e-06 5.33787124368246e-06 5.7928599517254e-07 -2.03955823963042e-06 -4.4114486286162e-07 -1.65179915256886e-06 6.8788256157859e-07 3.95159622712526e-06 4.96855500387028e-06 4.24220888817217e-06 1.71657313785545e-06 2.90582875095424e-06 9.3457547336584e-06 8.31606666906737e-06 1.99441797121835e-06 6.52520020594238e-06 -2.5201143216691e-06 -2.81423535852809e-06 3.92903939427924e-06 -7.73017382016405e-06 8.78070477483561e-06 -4.56557700090343e-06 -3.1147117169894e-06
-103.314699286061 -6.78361129757832e-06 4.92662456963444e-06 1.59308262936975e-06 2.25542953558033e-06 1.49367033372982e-05 1.82880103238858e-05 1.50484456753475e-05 3.887875664077e-06 3.16263572130993e-06 -4.06923845730489e-06 -5.24598090123618e-06 -1.62022104177595e-06 -1.77508638898871e-07 1.38273162519909e-06 5.05128718941705e-06 1.79007702172385e-06 -1.32267712160683e-06 3.13169522314638e-07 -8.993837923299e-07 2.58786485574092e-07 3.84174154532957e-06 3.61182901542634e-06 3.73205534742738e-06 1.73921841906122e-06 2.00832732843992e-06 7.26281587049016e-06 6.56325573800132e-06 2.47666366703925e-06 6.62023421682534e-06 -1.62564310812741e-06 -2.43036566871524e-07 3.86532428819919e-06 -4.43876933786669e-06 8.23911796032917e-06 -2.96674033961608e-06 -2.44267107518681e-06
-79.8906407255568 -5.26147596247029e-06 5.00557098348509e-06 3.41256804858858e-06 3.03113529298571e-06 1.43955021485453e-05 1.67024627444334e-05 1.68530095834285e-05 1.39771709655179e-05 1.04306009234278e-05 2.9706122859352e-06 5.37037522008177e-06 -4.04146157961804e-06 -1.90492323781655e-06 1.45793410410988e-06 2.59450666817429e-06 1.38682253236766e-06 -3.43421532988941e-07 3.87598618090124e-07 -5.79941058731492e-07 -2.00224306468044e-07 3.05897356156493e-06 2.74940362032794e-06 3.85637576982845e-06 2.43698036683782e-06 2.69010388365132e-06 5.84225927013904e-06 5.25201176060364e-06 2.21734262595419e-06 5.54401685803896e-06 -2.95710151476669e-07 5.36961465513741e-07 4.1517323552398e-06 -1.78769153080793e-06 7.21546803106321e-06 -3.27770658259396e-06 -2.1048767848697e-06
-61.5516937639877 -1.94401081898832e-06 4.01287297790986e-06 4.25532516601379e-06 3.16220780405274e-06 1.47861837831442e-05 1.30640728457365e-05 1.33878120323061e-05 1.98642846953589e-05 1.6483616491314e-05 8.58727162267314e-06 1.04580822153366e-05 -3.21534935210366e-06 -1.33487731091009e-07 2.00747581402538e-06 1.75169714111689e-06 1.11723647933104e-06 -4.69272492864548e-07 -2.82206524815365e-08 -6.6247048380319e-07 3.08811706872802e-07 1.50244636643038e-06 2.137734554708e-06 2.2723527308699e-06 2.18233412851987e-06 2.59525018009299e-06 4.68294274469372e-06 3.93531399822677e-06 2.12841473512526e-06 4.97296741741593e-06 2.02265368898225e-08 8.04389799213823e-07 3.33783100359142e-06 -1.35605216655676e-06 6.6956768023374e-06 -1.79514017872862e-06 -8.08412664810021e-07
-47.1826940579306 1.17737215532543e-06 4.28733483204269e-06 4.14396799897077e-06 3.07207005789678e-06 1.20105150926975e-05 1.0235595254926e-05 1.1777417967096e-05 1.87021760211792e-05 1.53008222696371e-05 8.44161877466831e-06 8.18867920315824e-06 -4.54405153504922e-06 -5.80739765609906e-07 -1.09838435946585e-06 1.36328378630424e-06 1.90568880498176e-06 1.62099709655195e-07 -5.47545482731948e-07 -1.05132517091988e-06 3.30861468000876e-07 8.2535757428559e-07 2.74583658210759e-06 2.04145499083097e-06 2.2921042273083e-06 1.9991091448901e-06 4.08712458010996e-06 3.68086944035895e-06 2.06235085897788e-06 5.30273564436357e-06 1.53880489506264e-06 2.25165513256798e-06 3.2052898859547e-06 -1.09896643607499e-06 4.56757334177382e-06 -2.38837219512789e-06 -1.39057817705179e-06
-35.8808535361236 3.70311084907371e-07 3.16630325869482e-06 3.45107582688797e-06 2.62991966337722e-06 9.57053998718038e-06 7.96757194621023e-06 1.0077088518301e-05 1.63969834829913e-05 1.34769688884262e-05 7.68877907830756e-06 5.91955358686391e-06 -5.30228044226533e-06 -1.6125503634612e-06 -2.69701649813214e-06 5.10041786583315e-07 1.75981381289603e-06 9.16067861567171e-08 -1.12098780391534e-06 -1.44370210364286e-06 -3.62220703209459e-07 -3.29471788518276e-07 1.75936395407916e-06 1.86436000149115e-06 2.19991693484189e-06 1.92143602362194e-06 3.78683193957841e-06 3.50710274688026e-06 1.09563404748769e-06 4.23876417698921e-06 1.75053492057486e-06 2.59874423136353e-06 3.07350342154677e-06 6.91122323814852e-08 4.65449920739047e-06 -1.03884860891412e-06 -1.1581561238927e-06
-26.929357882392 -1.61033511858477e-07 2.21481445805694e-06 2.74583794634964e-06 2.14474766835338e-06 7.44758426662884e-06 6.12444955550018e-06 8.35392711451277e-06 1.36343860503985e-05 1.12598936539143e-05 6.64149956719484e-06 4.4431608330342e-06 -4.64839285996277e-06 -1.70987686942681e-06 -2.57065539699397e-06 1.22265134905319e-07 1.24405073620437e-06 1.35997142436395e-08 -1.2723555755656e-06 -1.56883811541775e-06 -6.6782405383492e-07 -9.0537503183441e-07 7.12307780759147e-07 1.08640665530402e-06 1.45525143580016e-06 1.30959301714029e-06 2.91290552922874e-06 2.48694550464279e-06 6.76323281822988e-07 3.04018089991587e-06 1.2591552831509e-06 1.85937733476749e-06 2.19858929995098e-06 1.20190520647157e-07 3.65827918358264e-06 -8.39557969811722e-07 -1.23505822102743e-06
-19.7663175724359 -6.63231276121223e-07 1.38513485126168e-06 2.09078939406027e-06 1.67963071362465e-06 5.64520269108471e-06 4.61442823507241e-06 6.68755910737673e-06 1.08407648440334e-05 8.98576126928674e-06 5.4510865084012e-06 3.36754646923509e-06 -3.63596905117447e-06 -1.41737052672397e-06 -1.99510486709187e-06 8.91357032628548e-08 9.65831304711173e-07 4.73958507996031e-08 -1.04762864339136e-06 -1.2731976539726e-06 -5.13489112563548e-07 -8.51050458550162e-07 1.91643707125877e-07 4.15555916788435e-07 7.40681059596682e-07 7.31611635274021e-07 2.03344961846597e-06 1.62185051522101e-06 4.17763118321091e-07 2.25885332838516e-06 9.86879740594304e-07 1.4371694305737e-06 1.71658700764965e-06 2.03453126346176e-07 2.84135762740334e-06 -7.63301727602084e-07 -1.38367579438636e-06
-13.9546386800651 -1.1140031119794e-06 6.73958879815473e-07 1.50812388710619e-06 1.25721805943613e-06 4.12199506172328e-06 3.35961863129342e-06 5.11273583470029e-06 8.18875014374498e-06 6.8062258833379e-06 4.22974744651583e-06 2.51077108259778e-06 -2.60847536992515e-06 -1.02279693692253e-06 -1.36678329454298e-06 1.42830344884715e-07 7.81307505803852e-07 1.2615763012036e-07 -7.18687260814477e-07 -8.846837999954e-07 -2.84669482653044e-07 -6.03013347699743e-07 1.52428754063294e-08 8.5905448088397e-08 3.3087923156927e-07 3.66881693025789e-07 1.34149638597592e-06 1.05426113350404e-06 2.91894281190253e-07 1.65232142990135e-06 7.59187685162033e-07 1.08499409634533e-06 1.31208082621015e-06 2.19305277937565e-07 2.1225719137874e-06 -7.65714673889306e-07 -1.5546364693364e-06
-9.15542511296792 -1.5129339772102e-06 6.31111731763667e-08 9.95016762317391e-07 8.78985133567767e-07 2.82476253232744e-06 2.2953338429943e-06 3.62953596777515e-06 5.72435919821146e-06 4.77035518997582e-06 3.03238152810081e-06 1.78201537437417e-06 -1.67240818882419e-06 -6.31693183095194e-07 -8.04008550403523e-07 1.95529509028347e-07 6.22743812073168e-07 1.92159959055971e-07 -3.94496026956404e-07 -5.07349284362135e-07 -7.68567858244751e-08 -3.23396164958467e-07 4.24067447823973e-09 -1.24069030604801e-08 1.53902334432132e-07 1.92867759096771e-07 8.59462943481049e-07 6.78364813211374e-07 2.24632685785764e-07 1.1627643061729e-06 5.66219114261912e-07 7.87159819992667e-07 9.66271272773156e-07 2.01009996203538e-07 1.49563288687204e-06 -8.04362116468837e-07 -1.72585646396328e-06
-5.10570365875677 -1.86960198789166e-06 -4.70799790264209e-07 5.37650691967428e-07 5.36167419795675e-07 1.69952932083106e-06 1.36550204388186e-06 2.21108825826377e-06 3.4240538298036e-06 2.86891327050398e-06 1.8727853330347e-06 1.12910095140251e-06 -8.50369019644859e-07 -2.80948512454415e-07 -3.3174197255903e-07 2.19987228433638e-07 4.65995299236965e-07 2.29988145861171e-07 -1.1048491899146e-07 -1.73772448874843e-07 8.51053769679311e-08 -6.97049529208016e-08 6.42563620090186e-08 2.32805081878951e-08 1.17339475025346e-07 1.35302769876944e-07 5.18910098890046e-07 4.21499947833581e-07 1.90386288068112e-07 7.54418749693286e-07 4.01134514049772e-07 5.31894556843326e-07 6.63997013816697e-07 1.64622221632271e-07 9.43705401823536e-07 -8.6116688180482e-07 -1.89180479992501e-06
-1.60037601439088 -2.18840455090685e-06 -9.42491340083507e-07 1.27469775179634e-07 2.19480924101845e-07 6.9382241463245e-07 5.27918530224269e-07 8.63264460804203e-07 1.28121405396087e-06 1.10175835743576e-06 7.67899734910316e-07 5.29133387772163e-07 -1.16647811410076e-07 4.14933722936439e-08 5.70322207238405e-08 2.25646743956531e-07 3.10034380390789e-07 2.39421694914199e-07 1.273748893027e-07 1.13433920034822e-07 2.03652732011506e-07 1.4509718937461e-07 1.51786480273586e-07 1.34285059516515e-07 1.63006006914657e-07 1.48087011098141e-07 2.70933583124133e-07 2.46425514660586e-07 1.81025370693533e-07 3.99110973603456e-07 2.58399666108744e-07 3.09962445044221e-07 3.90312578701923e-07 1.19634805173519e-07 4.46064149173253e-07 -9.26779421206447e-07 -2.05123797059059e-06
