Cruise,Station,Date,Timing,Longitude,Latitude,Bottm depth [m],Pressure,Depth,Temp,Salinity-CTD,Theta,Sigma_Theta,Salinity-Bottle,DO,Silicate,Silicate1,Nitrate,Nitrate1,Nitrite,Nitrite1,PO4,PO41,NH4,NH41,TA,TA1,pHt (25C),1pHt (25C),DIC [~$m~#mol/kg],1DIC [~$m~#mol/kg],CHLWEL,CHLWEL1,CHLHOL,CHLHOL,SIZECHL,SIZECHL1,SIZECHL2,TDIN
MR11-05,S01_11,07/30/2011,10:50,145.298,30.265,5940,100.4,99.7,18.9512,34.7784,18.9334,24.8688,34.7805,220.86,1.76,1.8,0.4,0.4,0.09,0.09,0.1,0.098,-9,-9,-9,-9,-9,-9,-9,-9,0.28,-9,0.19,-9,-9,-9,-9,
MR11-05,S01_11,07/30/2011,10:50,145.298,30.265,5940,120.7,119.8,18.4422,34.7518,18.4212,24.9775,34.7527,216.1,2.38,-9,2.1,-9,0.1,-9,0.187,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.14,-9,0.1,-9,-9,-9,-9,
MR11-05,S01_11,07/30/2011,10:50,145.298,30.265,5940,140.7,139.7,18.1915,34.7445,18.1673,25.0351,34.7443,212.64,2.76,-9,2.96,-9,0.03,-9,0.235,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.09,-9,0.07,-9,-9,-9,-9,
MR11-05,S01_11,07/30/2011,10:50,145.298,30.265,5940,160.5,159.3,17.9376,34.728,17.9102,25.0858,34.7302,211.2,2.96,-9,3.37,-9,0.02,-9,0.267,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.05,-9,0.05,-9,-9,-9,-9,
MR11-05,S01_11,07/30/2011,10:50,145.298,30.265,5940,180.4,179.1,17.7617,34.7289,17.7311,25.1303,34.7302,211.9,3.37,-9,3.57,-9,0.02,-9,0.279,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.02,-9,0.02,-9,-9,-9,-9,
MR11-05,S01_11,07/30/2011,10:50,145.298,30.265,5940,201,200,17.5946,34.7248,17.5607,25.1685,34.7259,213.22,3.36,-9,3.63,-9,0.02,-9,0.287,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,0,-9,-9,-9,-9,
MR11-05,S01_11,07/30/2011,10:50,145.298,30.265,5940,250.9,249,17.2633,34.7117,17.2215,25.2402,34.7133,215.63,3.5,-9,3.97,-9,0.02,-9,0.302,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,S01_11,07/30/2011,10:50,145.298,30.265,5940,300.4,298.1,17.0051,34.7134,16.9555,25.3049,34.7138,222.87,3.59,-9,3.8,-9,0.01,-9,0.287,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,S01_11,07/30/2011,10:50,145.298,30.265,5940,353.5,350.8,15.7002,34.6112,15.6449,25.529,34.6111,182.98,9.9,-9,9.59,-9,0.01,-9,0.673,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,S01_11,07/30/2011,10:50,145.298,30.265,5940,401.2,398.1,14.4881,34.5392,14.4286,25.7403,34.5398,181.07,13.32,13.24,11.71,11.81,0.01,0.01,0.827,0.822,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,S01_11,07/30/2011,10:50,145.298,30.265,5940,449.7,446.1,13.2377,34.4565,13.1749,25.9366,34.45,178.63,17.21,-9,14,-9,0.01,-9,0.988,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,S01_11,07/30/2011,10:50,145.298,30.265,5940,498.6,494.6,11.8066,34.3617,11.7419,26.142,34.3641,172.75,23.32,-9,16.79,-9,0.01,-9,1.197,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,S01_11,07/30/2011,10:50,145.298,30.265,5940,549.5,545,10.4525,34.2549,10.3864,26.3038,34.2451,174.3,28.23,-9,19.1,-9,0.01,-9,1.365,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,S01_11,07/30/2011,10:50,145.298,30.265,5940,601.7,596.7,8.5615,34.1366,8.4973,26.5206,34.1381,164.17,39.14,-9,22.81,-9,0.01,-9,1.662,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,S01_11,07/30/2011,10:50,145.298,30.265,5940,700.6,694.6,6.2534,34.0341,6.1904,26.7653,34.0316,135.33,60.65,-9,30.15,-9,0.01,-9,2.209,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,S01_11,07/30/2011,10:50,145.298,30.265,5940,800.6,793.6,4.905,34.0759,4.8406,26.9607,34.0777,92.1,81.42,81.34,36.06,36.13,0.01,0.01,2.607,2.621,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,S01_11,07/30/2011,10:50,145.298,30.265,5940,898.9,890.8,4.2745,34.1895,4.2058,27.12,34.1876,60.69,99.85,-9,39.64,-9,0.01,-9,2.855,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,S01_11,07/30/2011,10:50,145.298,30.265,5940,1000.6,1000,3.8945,34.2637,3.82,27.2188,34.2665,47.58,112.07,-9,41.29,-9,0.01,-9,2.98,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,S01_11,07/30/2011,10:50,145.298,30.265,5940,1250.9,1238.6,3.0782,34.3993,2.9903,27.4065,34.4035,37.57,135.24,135.14,42.92,42.9,0.01,0.01,3.064,3.078,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,S01_11,07/30/2011,10:50,145.298,30.265,5940,1501.1,1485.5,2.5821,34.4877,2.4792,27.522,34.4901,43.05,147.34,-9,43.05,-9,0.01,-9,3.072,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,S01_11,07/30/2011,10:50,145.298,30.265,5940,1799.8,1779.8,2.1993,34.5592,2.0768,27.6124,34.5614,66.37,152.97,152.89,41.73,41.75,0.01,0.01,2.971,2.956,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,S01_11,07/30/2011,10:50,145.298,30.265,5940,2000.3,1977.2,2.0194,34.5893,1.8828,27.6518,34.5908,85.5,151.3,-9,40.45,-9,0.01,-9,2.852,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,S01_12,07/30/2011,15:41,145.298,29.736,5791,6.5,6.5,26.1742,34.4776,26.1728,22.5854,34.5045,207.71,1.3,-9,0.04,-9,0.01,-9,0.045,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.06,0.08,0.07,0.07,-9,-9,-9,
MR11-05,S01_12,07/30/2011,15:41,145.298,29.736,5791,10.5,10.4,25.9892,34.5987,25.9869,22.7347,34.576,209.48,1.36,-9,0.02,-9,0.01,-9,0.041,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.06,-9,0.06,-9,-9,-9,-9,
MR11-05,S01_12,07/30/2011,15:41,145.298,29.736,5791,20.5,20.4,24.7006,34.5889,24.6962,23.1224,34.5925,216.19,1.38,-9,0.03,-9,0.01,-9,0.05,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.09,-9,0.09,-9,-9,-9,-9,
MR11-05,S01_12,07/30/2011,15:41,145.298,29.736,5791,40.6,40.3,22.0924,34.7048,22.0844,23.9699,34.7133,232.42,1.44,-9,0.05,-9,0.01,-9,0.039,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.14,-9,0.13,-9,-9,-9,-9,
MR11-05,S01_12,07/30/2011,15:41,145.298,29.736,5791,60.7,60.3,21.0016,34.8638,20.9901,24.3929,34.8625,236.12,1.37,-9,0.04,-9,0.01,-9,0.044,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.2,-9,0.18,-9,-9,-9,-9,
MR11-05,S01_12,07/30/2011,15:41,145.298,29.736,5791,80.4,79.8,19.4211,34.766,19.4066,24.738,34.7683,231.59,1.69,-9,0.07,-9,0.01,-9,0.062,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.36,0.31,0.24,0.24,-9,-9,-9,
MR11-05,S01_12,07/30/2011,15:41,145.298,29.736,5791,100.2,99.5,18.754,34.7594,18.7364,24.9041,34.7604,218.8,2.19,2.15,1.17,1.18,0.14,0.14,0.144,0.15,-9,-9,-9,-9,-9,-9,-9,-9,0.33,-9,0.26,-9,-9,-9,-9,
MR11-05,S01_12,07/30/2011,15:41,145.298,29.736,5791,120.8,119.9,18.3755,34.7566,18.3546,24.9978,34.7574,214.49,2.39,-9,2.36,-9,0.06,-9,0.206,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.22,-9,0.15,-9,-9,-9,-9,
MR11-05,S01_12,07/30/2011,15:41,145.298,29.736,5791,140.2,139.2,18.1256,34.7395,18.1015,25.0475,34.7397,212.2,2.7,-9,2.96,-9,0.03,-9,0.231,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.12,-9,0.09,-9,-9,-9,-9,
MR11-05,S01_12,07/30/2011,15:41,145.298,29.736,5791,160.5,159.3,17.848,34.7291,17.8207,25.1085,34.7291,211.95,3.06,-9,3.38,-9,0.02,-9,0.265,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.02,-9,0.02,-9,-9,-9,-9,
MR11-05,S01_12,07/30/2011,15:41,145.298,29.736,5791,180.9,179.6,17.5509,34.7203,17.5205,25.1748,34.7213,209.9,3.92,-9,4.14,-9,0.02,-9,0.325,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,0,-9,-9,-9,-9,
MR11-05,S01_12,07/30/2011,15:41,145.298,29.736,5791,199.7,200,17.3692,34.7134,17.3358,25.214,34.7146,210.51,4.06,-9,4.28,-9,0.02,-9,0.33,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,0,-9,-9,-9,-9,
MR11-05,S01_12,07/30/2011,15:41,145.298,29.736,5791,251.7,249.8,17.1153,34.7113,17.0736,25.2751,34.7133,218.56,3.72,-9,3.95,-9,0.02,-9,0.294,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,S01_12,07/30/2011,15:41,145.298,29.736,5791,299.6,297.4,16.53,34.6574,16.4815,25.3731,34.6582,193.7,6.29,-9,7.22,-9,0.01,-9,0.511,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,S01_12,07/30/2011,15:41,145.298,29.736,5791,350.3,347.6,15.6002,34.6054,15.5457,25.5468,34.6042,188.2,9.21,-9,9.21,-9,0.01,-9,0.652,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,S01_12,07/30/2011,15:41,145.298,29.736,5791,404,400.9,14.2214,34.5174,14.1623,25.78,34.5194,184.31,12.89,12.93,11.68,11.65,0.01,0.01,0.824,0.825,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,S01_12,07/30/2011,15:41,145.298,29.736,5791,450.8,447.3,12.8187,34.4231,12.7571,25.9942,34.4251,181.66,17.04,-9,14.07,-9,0.01,-9,0.997,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,S01_12,07/30/2011,15:41,145.298,29.736,5791,501.1,497.1,11.2346,34.3142,11.1716,26.2104,34.3143,177.13,23.33,-9,17.17,-9,0.01,-9,1.239,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,S01_12,07/30/2011,15:41,145.298,29.736,5791,550,545.5,9.6267,34.1974,9.5639,26.3982,34.1972,170.99,31.65,-9,20.6,-9,0.01,-9,1.487,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,S01_12,07/30/2011,15:41,145.298,29.736,5791,600.2,595.3,8.2806,34.1226,8.2179,26.5521,34.1227,159.8,40.42,-9,23.92,-9,0.01,-9,1.731,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,S01_12,07/30/2011,15:41,145.298,29.736,5791,702.3,696.4,5.9408,34.0347,5.8793,26.8049,34.0376,124.67,63.46,-9,31.39,-9,0.01,-9,2.294,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,S01_12,07/30/2011,15:41,145.298,29.736,5791,800,793,4.8382,34.1036,4.7742,26.9901,34.1091,82.36,85.54,-9,37.04,-9,0.01,-9,2.679,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,S01_12,07/30/2011,15:41,145.298,29.736,5791,900.6,892.6,4.2574,34.1986,4.1886,27.1291,34.2003,57.21,101.22,-9,40,-9,0.01,-9,2.879,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,S01_12,07/30/2011,15:41,145.298,29.736,5791,999.9,1000,3.8555,34.2703,3.7814,27.2279,34.2733,46.64,113.18,-9,41.29,-9,0.01,-9,2.972,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,S01_12,07/30/2011,15:41,145.298,29.736,5791,1249.8,1237.6,3.0511,34.4065,2.9635,27.4146,34.4111,36.65,136.13,136.02,42.95,43,0.01,0.01,3.074,3.074,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,S01_12,07/30/2011,15:41,145.298,29.736,5791,1499.9,1484.4,2.5753,34.4947,2.4726,27.5282,34.4977,45.51,147.47,-9,42.92,-9,0.01,-9,3.052,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,S01_12,07/30/2011,15:41,145.298,29.736,5791,1800.8,1780.9,2.1777,34.5647,2.0554,27.6185,34.5677,68.25,152.62,152.85,41.68,41.57,0.02,0.01,2.943,2.95,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,S01_12,07/30/2011,15:41,145.298,29.736,5791,2001.8,1978.7,1.9876,34.591,1.8513,27.6556,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,S01_12,07/30/2011,15:41,145.298,29.736,5791,2001.9,1978.8,1.9874,34.5909,1.8511,27.6556,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,S01_12,07/30/2011,15:41,145.298,29.736,5791,2001.9,1978.8,1.9876,34.591,1.8513,27.6556,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,S01_12,07/30/2011,15:41,145.298,29.736,5791,2002.3,1979.2,1.9869,34.5911,1.8506,27.6557,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,S01_12,07/30/2011,15:41,145.298,29.736,5791,2002.3,1979.2,1.9871,34.5911,1.8508,27.6557,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,S01_12,07/30/2011,15:41,145.298,29.736,5791,2002.3,1979.2,1.9869,34.5911,1.8506,27.6558,34.5926,77.06,156.56,-9,41.04,-9,0.01,-9,2.902,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,S01_12,07/30/2011,15:41,145.298,29.736,5791,2002.4,1979.3,1.9868,34.5912,1.8505,27.6558,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,S01_12,07/30/2011,15:41,145.298,29.736,5791,2002.5,1979.4,1.9869,34.591,1.8506,27.6557,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,S01_13,07/30/2011,20:15,144.699,29.734,5908,6.6,6.6,27.0532,34.7096,27.0517,22.4825,34.7082,202.31,1.411,-9,0.05,-9,0,-9,0.05,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.07,0.07,0.07,0.07,-9,-9,-9,
MR11-05,S01_13,07/30/2011,20:15,144.699,29.734,5908,10.5,10.4,27.0481,34.7084,27.0457,22.4835,34.7096,202.31,1.347,-9,0.03,-9,0,-9,0.05,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.07,-9,0.07,-9,-9,-9,-9,
MR11-05,S01_13,07/30/2011,20:15,144.699,29.734,5908,20.7,20.6,26.9935,34.7287,26.9888,22.517,34.7523,207.6,1.306,-9,0.03,-9,0,-9,0.04,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.08,-9,0.08,-9,-9,-9,-9,
MR11-05,S01_13,07/30/2011,20:15,144.699,29.734,5908,40.3,40,22.0669,34.8777,22.059,24.1083,34.8786,236.21,1.363,-9,0.11,-9,0,-9,0.04,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.12,-9,0.12,-9,-9,-9,-9,
MR11-05,S01_13,07/30/2011,20:15,144.699,29.734,5908,60.1,59.7,20.5698,34.8453,20.5585,24.4953,34.8466,229.97,1.479,-9,0.04,-9,0,-9,0.04,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.21,-9,0.19,-9,-9,-9,-9,
MR11-05,S01_13,07/30/2011,20:15,144.699,29.734,5908,80.9,80.3,19.4186,34.7916,19.404,24.7582,34.7902,227.19,1.647,-9,0.03,-9,0,-9,0.06,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.32,0.33,0.25,0.26,-9,-9,-9,
MR11-05,S01_13,07/30/2011,20:15,144.699,29.734,5908,100.1,99.4,18.8826,34.7753,18.8649,24.8837,34.7769,214.8,1.871,1.888,1.32,1.32,0.3,0.3,0.15,0.15,-9,-9,-9,-9,-9,-9,-9,-9,0.53,-9,0.35,-9,-9,-9,-9,
MR11-05,S01_13,07/30/2011,20:15,144.699,29.734,5908,120.5,119.6,18.5772,34.7637,18.5561,24.9528,34.765,211.59,2.365,-9,2.61,-9,0.07,-9,0.2,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.28,-9,0.19,-9,-9,-9,-9,
MR11-05,S01_13,07/30/2011,20:15,144.699,29.734,5908,140.4,139.4,18.3461,34.7538,18.3218,25.0038,34.7563,210.91,2.552,-9,2.94,-9,0.02,-9,0.23,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.12,-9,0.1,-9,-9,-9,-9,
MR11-05,S01_13,07/30/2011,20:15,144.699,29.734,5908,160.8,159.6,18.0205,34.7374,17.993,25.0727,34.7385,211.12,2.816,-9,3.26,-9,0.01,-9,0.25,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.05,-9,0.05,-9,-9,-9,-9,
MR11-05,S01_13,07/30/2011,20:15,144.699,29.734,5908,180.7,179.4,17.783,34.7215,17.7523,25.1195,34.724,211.27,3.239,-9,3.58,-9,0.01,-9,0.27,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.02,-9,0.02,-9,-9,-9,-9,
MR11-05,S01_13,07/30/2011,20:15,144.699,29.734,5908,201.1,200,17.6468,34.7187,17.6128,25.1512,34.7193,211.8,3.375,-9,3.75,-9,0.01,-9,0.28,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,0.01,-9,-9,-9,-9,
MR11-05,S01_13,07/30/2011,20:15,144.699,29.734,5908,249.8,248,17.3296,34.7122,17.2879,25.2247,34.7145,213.88,3.733,-9,4.05,-9,0.01,-9,0.3,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,S01_13,07/30/2011,20:15,144.699,29.734,5908,300.1,297.8,16.9916,34.7076,16.9421,25.3035,34.7079,218.37,4.006,-9,4.26,-9,0.01,-9,0.32,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,S01_13,07/30/2011,20:15,144.699,29.734,5908,349.7,347,15.9911,34.6275,15.9357,25.4757,34.6283,187.05,8.045,-9,8.75,-9,0.01,-9,0.61,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,S01_13,07/30/2011,20:15,144.699,29.734,5908,399.7,396.6,14.5142,34.5281,14.4549,25.7261,34.53,190.81,10.373,10.385,10.43,10.44,0,0,0.73,0.73,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,S01_13,07/30/2011,20:15,144.699,29.734,5908,450.8,447.3,13.1801,34.4505,13.1173,25.9437,34.4517,178.67,16.88,-9,13.91,-9,0,-9,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,S01_13,07/30/2011,20:15,144.699,29.734,5908,499.8,495.8,11.3734,34.3281,11.3101,26.1959,34.3289,173.6,24.527,-9,17.45,-9,0,-9,1.25,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,S01_13,07/30/2011,20:15,144.699,29.734,5908,550.8,546.3,9.8888,34.2251,9.8248,26.3764,34.2199,168.25,31.43,-9,20.64,-9,0,-9,1.47,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,S01_13,07/30/2011,20:15,144.699,29.734,5908,600.4,595.5,8.4396,34.1388,8.3761,26.5409,34.1406,158.18,40.033,-9,23.93,-9,0,-9,1.73,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,S01_13,07/30/2011,20:15,144.699,29.734,5908,700.1,694.2,6.3483,34.0414,6.2848,26.7589,34.0425,132.63,58.887,-9,30.22,-9,0,-9,2.2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,S01_13,07/30/2011,20:15,144.699,29.734,5908,800.5,793.5,5.0364,34.0999,4.9712,26.9649,34.1063,87.51,81.604,81.653,36.35,36.32,0,0,2.63,2.63,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,S01_13,07/30/2011,20:15,144.699,29.734,5908,900.8,892.8,4.4226,34.1918,4.3527,27.1063,34.1968,60.77,98.109,-9,39.51,-9,0,-9,2.86,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,S01_13,07/30/2011,20:15,144.699,29.734,5908,998.3,1000,3.9268,34.2737,3.8522,27.2235,34.2771,47.19,111.486,-9,41.3,-9,0,-9,2.98,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,S01_13,07/30/2011,20:15,144.699,29.734,5908,1251.4,1239.2,3.0643,34.4166,2.9765,27.4215,34.4204,39.42,134.865,134.905,42.91,42.93,0,0,3.08,3.08,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,S01_13,07/30/2011,20:15,144.699,29.734,5908,1500.6,1485.1,2.5616,34.4995,2.459,27.5332,34.5018,47.88,147.379,-9,42.85,-9,0,-9,3.05,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,S01_13,07/30/2011,20:15,144.699,29.734,5908,1802.3,1782.4,2.1704,34.5616,2.0481,27.6167,34.5649,64.96,154.694,154.499,41.94,41.88,0,0,2.98,2.99,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,S01_13,07/30/2011,20:15,144.699,29.734,5908,1999.6,1976.6,1.9962,34.5907,1.86,27.6547,34.5925,78.3,155.572,-9,41.07,-9,0,-9,2.91,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,S01_14,07/31/2011,0:50,144.7,30.266,5910,6.8,6.8,26.7785,34.6308,26.777,22.5106,34.6458,203.41,1.373,-9,0.06,-9,0,-9,0.05,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.11,0.11,0.1,0.11,-9,-9,-9,
MR11-05,S01_14,07/31/2011,0:50,144.7,30.266,5910,10.8,10.7,26.7534,34.6616,26.751,22.5421,34.703,205.7,1.359,-9,0.04,-9,0,-9,0.04,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.1,-9,0.1,-9,-9,-9,-9,
MR11-05,S01_14,07/31/2011,0:50,144.7,30.266,5910,20.7,20.6,24.6193,34.631,24.6149,23.1787,34.6247,221.56,1.606,-9,0.04,-9,0,-9,0.06,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.16,-9,0.15,-9,-9,-9,-9,
MR11-05,S01_14,07/31/2011,0:50,144.7,30.266,5910,40.7,40.4,21.4892,34.6626,21.4814,24.1054,34.6634,230.28,1.689,-9,0.05,-9,0,-9,0.05,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.2,-9,0.18,-9,-9,-9,-9,
MR11-05,S01_14,07/31/2011,0:50,144.7,30.266,5910,60.6,60.2,20.636,34.7371,20.6246,24.3951,34.7382,222.31,1.876,-9,0.04,-9,0,-9,0.08,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.35,-9,0.28,-9,-9,-9,-9,
MR11-05,S01_14,07/31/2011,0:50,144.7,30.266,5910,80.5,79.9,19.829,34.8123,19.8143,24.6674,34.817,218.07,1.546,-9,0.09,-9,0.02,-9,0.07,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.45,0.46,0.34,0.34,-9,-9,-9,
MR11-05,S01_14,07/31/2011,0:50,144.7,30.266,5910,100.5,99.8,19.1199,34.7922,19.102,24.8363,34.7919,208.05,1.994,2.02,1.22,1.23,0.22,0.22,0.15,0.15,-9,-9,-9,-9,-9,-9,-9,-9,0.43,-9,0.31,-9,-9,-9,-9,
MR11-05,S01_14,07/31/2011,0:50,144.7,30.266,5910,120.9,120,18.6266,34.7609,18.6054,24.9383,34.762,209.18,2.379,-9,2.43,-9,0.11,-9,0.21,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.24,-9,0.15,-9,-9,-9,-9,
MR11-05,S01_14,07/31/2011,0:50,144.7,30.266,5910,140.7,139.7,18.3898,34.7545,18.3654,24.9935,34.755,210.09,2.553,-9,2.87,-9,0.03,-9,0.23,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.12,-9,0.09,-9,-9,-9,-9,
MR11-05,S01_14,07/31/2011,0:50,144.7,30.266,5910,160.6,159.4,18.1013,34.7324,18.0737,25.0489,34.7309,209.02,2.803,-9,3.27,-9,0.02,-9,0.25,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.08,-9,0.06,-9,-9,-9,-9,
