Cruise,Station,Date,Timing,Longitude,Latitude,Bottm depth [m],Pressure,Depth,Temp,Salinity-CTD,Theta,Sigma_Theta,Salinity-Bottle,DO,Silicate,Silicate1,Nitrate,Nitrate1,Nitrite,Nitrite1,PO4,PO41,NH4,NH41,TA,TA1,pHt (25C),1pHt (25C),DIC [~$m~#mol/kg],1DIC [~$m~#mol/kg],CHLWEL,CHLWEL1,CHLHOL,CHLHOL,SIZECHL,SIZECHL1,SIZECHL2,TDIN
RF12-08, RF-4572,12/08/2012,0.624305556,145.1183333,30.02166667,5941,6052.5,5928,1.6182,34.6929,1.0447,27.7956,34.6929,166.7,136.69,,35.08,,0,,2.46,,,,2402.1,,7.5918,,2308.3,,,,,,,,,
RF12-05, RF-4447,07/09/2012,0.990972222,145.1008333,29.992,5845,0,0,24.6581,34.2908,24.6576,22.9087,34.2908,212.39,1.86,,0.03,,0,,0.03,,,,2248,,8.0338,,1963.1,,,,0.1,,,,,
RF12-05, RF-4447,07/09/2012,0.990972222,145.1008333,29.992,5845,11.4,11,24.7043,34.2893,24.7018,22.8943,34.2893,213.72,1.86,,0,,0,,0.02,,,,2247.5,,8.0362,,1960.4,,,,0.09,,,,,
RF12-05, RF-4447,07/09/2012,0.990972222,145.1008333,29.992,5845,25.8,26,21.2796,34.544,21.2746,24.072,34.544,233.2,1.88,,0,,0,,0.02,,,,2263.7,,8.0331,,1972.7,,,,0.12,,,,,
RF12-05, RF-4447,07/09/2012,0.990972222,145.1008333,29.992,5845,51.4,51,19.4044,34.7084,19.3951,24.697,34.7084,234.87,1.96,,0,,0,,0.04,,,,2272.6,,8.0244,,1986.9,,,,0.14,,,,,
RF12-05, RF-4447,07/09/2012,0.990972222,145.1008333,29.992,5845,77.6,77,17.9249,34.7434,17.9116,25.0972,34.7434,236.83,2.54,,0.13,,0.03,,0.06,,,,2276.3,,8.012,,2007.7,,,,0.37,,,,,
RF12-05, RF-4447,07/09/2012,0.990972222,145.1008333,29.992,5845,102.3,102,17.473,34.7337,17.4559,25.2007,34.7337,219.84,2.99,,3.02,,0.11,,0.22,,,,2276,,7.9795,,2015.7,,,,0.19,,,,,
RF12-05, RF-4447,07/09/2012,0.990972222,145.1008333,29.992,5845,127.5,127,17.3243,34.7259,17.303,25.2316,34.7259,217.29,3.47,,3.61,,0.03,,0.26,,,,2274.1,,7.9747,,2024.1,,,,0.07,,,,,
RF12-05, RF-4447,07/09/2012,0.990972222,145.1008333,29.992,5845,151,150,17.2216,34.7201,17.1965,25.2526,34.7201,216.78,3.6,,3.81,,0.02,,0.27,,,,2273.5,,7.9718,,2024.3,,,,0.02,,,,,
RF12-05, RF-4447,07/09/2012,0.990972222,145.1008333,29.992,5845,201.5,200,17.019,34.7111,16.9857,25.2959,34.7111,217.22,4.03,,4.13,,0.01,,0.29,,,,2276.4,,7.9621,,2027.1,,,,0,,,,,
RF12-05, RF-4447,07/09/2012,0.990972222,145.1008333,29.992,5845,253.2,251,16.554,34.6705,16.5131,25.3758,34.6705,204.32,6,,6.11,,0.01,,0.42,,,,2273,,7.9347,,2044.5,,,,,,,,,
RF12-05, RF-4447,07/09/2012,0.990972222,145.1008333,29.992,5845,303.7,301,15.968,34.6331,15.92,25.4836,34.6331,194.55,8.06,,7.92,,0.01,,0.54,,,,2273.7,,7.9069,,2058.3,,,,,,,,,
RF12-05, RF-4447,07/09/2012,0.990972222,145.1008333,29.992,5845,405,402,13.1634,34.4496,13.1071,25.945,34.4496,175.86,17.63,,13.93,,0.01,,0.98,,,,2270,,7.8052,,2103,,,,,,,,,
RF12-05, RF-4447,07/09/2012,0.990972222,145.1008333,29.992,5845,505.1,501,9.5595,34.168,9.5022,26.3854,34.168,177.61,30.15,,19.22,,0,,1.38,,,,2272.1,,7.7113,,2145.1,,,,,,,,,
RF12-05, RF-4447,07/09/2012,0.990972222,145.1008333,29.992,5845,606,601,7.0271,34.0545,6.9694,26.6781,34.0545,149.2,49.84,,26.84,,0,,1.96,,,,2280.6,,7.5827,,2203,,,,,,,,,
RF12-05, RF-4447,07/09/2012,0.990972222,145.1008333,29.992,5845,707.3,701,5.2889,34.0595,5.2304,26.9029,34.0595,108.79,73.46,,33.73,,0,,2.46,,,,2299.8,,7.4652,,2259.4,,,,,,,,,
RF12-05, RF-4447,07/09/2012,0.990972222,145.1008333,29.992,5845,808.2,801,4.5535,34.1568,4.4905,27.0636,34.1568,71.54,92.77,,37.96,,0,,2.75,,,,2319.4,,7.397,,2301.6,,,,,,,,,
RF12-05, RF-4447,07/09/2012,0.990972222,145.1008333,29.992,5845,908.7,901,4.0597,34.2336,3.9916,27.1774,34.2336,53.33,106.88,,40.09,,0,,2.89,,,,2335.6,,7.3694,,2328.4,,,,,,,,,
RF12-05, RF-4447,07/09/2012,0.990972222,145.1008333,29.992,5845,1009.8,1000,3.635,34.3054,3.5617,27.2776,34.3054,42.33,118.63,,41.52,,0,,2.99,,,,2351.5,,7.3523,,2343.9,,,,,,,,,
RF12-05, RF-4447,07/09/2012,0.990972222,145.1008333,29.992,5845,1212.5,1201,3.0095,34.4127,2.9253,27.423,34.4127,37.21,136.31,,42.71,,0,,3.06,,,,2374.1,,7.3455,,2370.9,,,,,,,,,
RF12-05, RF-4447,07/09/2012,0.990972222,145.1008333,29.992,5845,1415.4,1401,2.5401,34.4911,2.4445,27.5277,34.4911,41.7,148.71,,42.82,,0,,3.06,,,,2389.1,,7.3609,,2383.6,,,,,,,,,
RF12-05, RF-4447,07/09/2012,0.990972222,145.1008333,29.992,5845,1617.7,1600,2.26,34.5432,2.1515,27.5935,34.5432,56.57,153.19,,42.08,,0,,2.99,,,,2397,,7.3933,,2377.8,,,,,,,,,
RF12-05, RF-4447,07/09/2012,0.990972222,145.1008333,29.992,5845,1821,1801,2.0439,34.5846,1.9217,27.645,34.5846,79.27,151.73,,40.56,,0,,2.87,,,,2402.2,,7.4361,,2371.7,,,,,,,,,
RF12-05, RF-4447,07/09/2012,0.990972222,145.1008333,29.992,5845,2024.5,2001,1.9147,34.6052,1.7776,27.6727,34.6052,88.87,152.74,,39.89,,0,,2.83,,,,2407.7,,7.4553,,2363.2,,,,,,,,,
RF12-05, RF-4447,07/09/2012,0.990972222,145.1008333,29.992,5845,2279,2251,1.7702,34.6284,1.6138,27.7036,34.6284,104.57,151.48,,39.07,,0,,2.75,,,,2406.9,,7.4854,,2353.5,,,,,,,,,
RF12-05, RF-4447,07/09/2012,0.990972222,145.1008333,29.992,5845,2532.5,2500,1.6783,34.6434,1.5012,27.7239,34.6434,115.81,150.01,,38.34,,0,,2.7,,,,2406.2,,7.5084,,2350.2,,,,,,,,,
RF12-05, RF-4447,07/09/2012,0.990972222,145.1008333,29.992,5845,2787.5,2750,1.6092,34.6552,1.4102,27.74,34.6552,125.2,149.1,,37.72,,0,,2.64,,,,2410.3,,7.5219,,2343.6,,,,,,,,,
RF12-05, RF-4447,07/09/2012,0.990972222,145.1008333,29.992,5845,3042.8,3000,1.5563,34.6631,1.3343,27.7517,34.6631,131.52,148.13,,37.35,,0,,2.62,,,,2411.1,,7.5391,,2340.2,,,,,,,,,
RF12-05, RF-4447,07/09/2012,0.990972222,145.1008333,29.992,5845,3298.7,3251,1.5246,34.6694,1.2782,27.7607,34.6694,137.1,147.66,,36.85,,0,,2.59,,,,2408.4,,7.5444,,2335.9,,,,,,,,,
RF12-05, RF-4447,07/09/2012,0.990972222,145.1008333,29.992,5845,3554.5,3501,1.497,34.6748,1.2254,27.7687,34.6748,142.57,146.69,,36.6,,0,,2.56,,,,2409.9,,7.5542,,2329.7,,,,,,,,,
RF12-05, RF-4447,07/09/2012,0.990972222,145.1008333,29.992,5845,3811.4,3752,1.4813,34.679,1.1832,27.775,34.679,146.79,145.61,,36.25,,0,,2.54,,,,2406.7,,7.5609,,2327.2,,,,,,,,,
RF12-05, RF-4447,07/09/2012,0.990972222,145.1008333,29.992,5845,4067.1,4001,1.4771,34.6821,1.1515,27.7797,34.6821,150.33,144.62,,36.09,,0,,2.52,,,,2407.6,,7.5665,,2326.5,,,,,,,,,
RF12-05, RF-4447,07/09/2012,0.990972222,145.1008333,29.992,5845,4580.7,4501,1.4795,34.6876,1.0958,27.7879,34.6876,157.78,142.22,,35.6,,0,,2.48,,,,2408.7,,7.5778,,2319.4,,,,,,,,,
RF12-05, RF-4447,07/09/2012,0.990972222,145.1008333,29.992,5845,5095.5,5001,1.5128,34.6903,1.0664,27.7921,34.6903,162,139.55,,35.16,,0,,2.46,,,,2405.6,,7.5827,,2314.6,,,,,,,,,
RF12-05, RF-4447,07/09/2012,0.990972222,145.1008333,29.992,5845,5095.6,5001,1.5128,34.6903,1.0664,27.7921,34.6903,160.61,139.7,,35.35,,0,,2.45,,,,2403.3,,7.5828,,2316.8,,,,,,,,,
RF12-05, RF-4447,07/09/2012,0.990972222,145.1008333,29.992,5845,5353.8,5252,1.5379,34.6911,1.0585,27.7932,34.6911,163.23,138.64,,35.15,,0,,2.45,,,,2403.8,,7.5843,,2316.1,,,,,,,,,
RF12-05, RF-4447,07/09/2012,0.990972222,145.1008333,29.992,5845,5611.4,5501,1.5646,34.6917,1.0513,27.7942,34.6917,164.58,137.43,,35.02,,0,,2.43,,,,2404.5,,7.583,,2316,,,,,,,,,
RF12-05, RF-4447,07/09/2012,0.990972222,145.1008333,29.992,5845,5942.5,5822,1.6008,34.6926,1.0427,27.7955,34.6926,166.26,136.24,,34.91,,0,,2.43,,,,2403.3,,7.59,,2311.3,,,,,,,,,
RF12-03, RF-4384,04/28/2012,0.434722222,145.0676667,29.99666667,5938,0,0,18.6883,34.7659,18.6879,24.9214,34.7659,236.46,1.75,,0.1,,0,,0.05,,,,2281.2,,8.0278,,1988.7,,,,0.18,,,,,
RF12-03, RF-4384,04/28/2012,0.434722222,145.0676667,29.99666667,5938,11.1,11,18.6029,34.7659,18.6009,24.9433,34.7659,238.49,1.89,,0.11,,0,,0.03,,,,2281.8,,8.0268,,1992.3,,,,0.2,,,,,
RF12-03, RF-4384,04/28/2012,0.434722222,145.0676667,29.99666667,5938,25.8,26,18.4621,34.7674,18.4576,24.9803,34.7674,240.84,1.94,,0.08,,0,,0.03,,,,2280.1,,8.0289,,1996.2,,,,0.26,,,,,
RF12-03, RF-4384,04/28/2012,0.434722222,145.0676667,29.99666667,5938,50.4,50,17.7047,34.7512,17.6962,25.1559,34.7512,235.98,2.26,,0.91,,0.22,,0.1,,,,2280.3,,8.013,,2004.4,,,,0.66,,,,,
RF12-03, RF-4384,04/28/2012,0.434722222,145.0676667,29.99666667,5938,75.1,75,17.5455,34.7413,17.5329,25.1879,34.7413,229.24,2.27,,2.14,,0.11,,0.16,,,,2280.7,,8.0037,,2011.8,,,,,,,,,
RF12-03, RF-4384,04/28/2012,0.434722222,145.0676667,29.99666667,5938,101.7,101,17.502,34.7393,17.485,25.198,34.7393,228.74,2.45,,2.32,,0.06,,0.17,,,,2279.8,,8.0063,,2010.9,,,,0.1,,,,,
RF12-03, RF-4384,04/28/2012,0.434722222,145.0676667,29.99666667,5938,127,126,17.4827,34.7386,17.4614,25.2031,34.7386,228.9,2.48,,2.24,,0.12,,0.17,,,,2279.2,,8.0016,,2011.5,,,,0.07,,,,,
RF12-03, RF-4384,04/28/2012,0.434722222,145.0676667,29.99666667,5938,151.4,150,17.431,34.7402,17.4057,25.2178,34.7402,228.84,2.78,,2.36,,0.14,,0.18,,,,2278.5,,7.9975,,2014.1,,,,0.09,,,,,
RF12-03, RF-4384,04/28/2012,0.434722222,145.0676667,29.99666667,5938,201.5,200,17.3795,34.7421,17.3458,25.2337,34.7421,230.27,2.67,,2.21,,0.16,,0.17,,,,2279,,8.0003,,2011,,,,0.03,,,,,
RF12-03, RF-4384,04/28/2012,0.434722222,145.0676667,29.99666667,5938,251.4,250,17.2569,34.7283,17.215,25.2545,34.7283,231.11,2.8,,2.49,,0.11,,0.18,,,,2280.5,,7.9958,,2015.5,,,,,,,,,
RF12-03, RF-4384,04/28/2012,0.434722222,145.0676667,29.99666667,5938,303.9,302,17.0586,34.7074,17.0082,25.2877,34.7074,220.3,4,,3.88,,0.01,,0.26,,,,2277.9,,7.9749,,2024.1,,,,,,,,,
RF12-03, RF-4384,04/28/2012,0.434722222,145.0676667,29.99666667,5938,403.2,400,15.6854,34.6066,15.6223,25.5306,34.6066,183.8,9.82,,9.32,,0.01,,0.63,,,,2276.2,,7.8866,,2068.4,,,,,,,,,
RF12-03, RF-4384,04/28/2012,0.434722222,145.0676667,29.99666667,5938,503.8,500,12.683,34.4162,12.6144,26.017,34.4162,175.35,19.55,,14.73,,0.01,,1.04,,,,2277,,7.7963,,2108.4,,,,,,,,,
RF12-03, RF-4384,04/28/2012,0.434722222,145.0676667,29.99666667,5938,604.5,600,9.2259,34.1774,9.1584,26.4486,34.1774,166.46,35.18,,21.11,,0,,1.53,,,,2280.3,,7.6858,,2162.1,,,,,,,,,
RF12-03, RF-4384,04/28/2012,0.434722222,145.0676667,29.99666667,5938,706,700,6.281,33.9932,6.2174,26.7295,33.9932,149.06,55.69,,28.35,,0,,2.09,,,,2286.9,,7.5597,,2215.6,,,,,,,,,
RF12-03, RF-4384,04/28/2012,0.434722222,145.0676667,29.99666667,5938,809.8,803,5.0553,34.0683,4.9892,26.9378,34.0683,99.45,77.31,,34.61,,0,,2.51,,,,2306.1,,7.4525,,2268.6,,,,,,,,,
RF12-03, RF-4384,04/28/2012,0.434722222,145.0676667,29.99666667,5938,909.6,901,4.4673,34.1805,4.3963,27.0926,34.1805,67.37,95.38,,38.22,,0,,2.75,,,,2327.2,,7.4004,,2308.8,,,,,,,,,
RF12-03, RF-4384,04/28/2012,0.434722222,145.0676667,29.99666667,5938,1010.5,1000,3.9347,34.2645,3.8591,27.2155,34.2645,51.57,109.69,,40.09,,0,,2.86,,,,2347.1,,7.3737,,2333.3,,,,,,,,,
RF12-03, RF-4384,04/28/2012,0.434722222,145.0676667,29.99666667,5938,1212.2,1200,3.1863,34.3819,3.1005,27.3824,34.3819,39.03,129.89,,41.92,,0,,2.99,,,,2371.2,,7.3551,,2362.4,,,,,,,,,
RF12-03, RF-4384,04/28/2012,0.434722222,145.0676667,29.99666667,5938,1416,1402,2.6617,34.4673,2.5647,27.4984,34.4673,39.51,144.13,,42.54,,0,,3.01,,,,2389.3,,7.3635,,2380.7,,,,,,,,,
RF12-03, RF-4384,04/28/2012,0.434722222,145.0676667,29.99666667,5938,1617.5,1600,2.3597,34.5224,2.25,27.5689,34.5224,46.99,151.27,,42.3,,0,,2.99,,,,2398.8,,7.3802,,2384.2,,,,,,,,,
RF12-03, RF-4384,04/28/2012,0.434722222,145.0676667,29.99666667,5938,1819.9,1800,2.1118,34.5669,1.9889,27.6256,34.5669,61.34,155.17,,41.49,,0,,2.92,,,,2407.4,,7.4063,,2379.9,,,,,,,,,
RF12-03, RF-4384,04/28/2012,0.434722222,145.0676667,29.99666667,5938,2024.7,2001,1.9349,34.5984,1.7975,27.6657,34.5984,77.24,155.94,,40.49,,0,,2.85,,,,2411.6,,7.4438,,2374.8,,,,,,,,,
RF12-03, RF-4384,04/28/2012,0.434722222,145.0676667,29.99666667,5938,2278.1,2250,1.7766,34.6257,1.6201,27.701,34.6257,96.26,154.33,,39.41,,0,,2.76,,,,2414.6,,7.4778,,2364.2,,,,,,,,,
RF12-03, RF-4384,04/28/2012,0.434722222,145.0676667,29.99666667,5938,2533.8,2501,1.6683,34.6438,1.4913,27.7249,34.6438,111.3,151.92,,38.41,,0,,2.69,,,,2415.3,,7.5065,,2355.6,,,,,,,,,
RF12-03, RF-4384,04/28/2012,0.434722222,145.0676667,29.99666667,5938,2787.5,2750,1.5933,34.6563,1.3946,27.742,34.6563,122.69,150.02,,37.68,,0,,2.64,,,,2413.3,,7.528,,2349.9,,,,,,,,,
RF12-03, RF-4384,04/28/2012,0.434722222,145.0676667,29.99666667,5938,3043.8,3001,1.5471,34.6644,1.3251,27.7534,34.6644,130.37,148.84,,37.19,,0,,2.6,,,,2413.5,,7.539,,2340.5,,,,,,,,,
RF12-03, RF-4384,04/28/2012,0.434722222,145.0676667,29.99666667,5938,3300.2,3252,1.5115,34.6712,1.2653,27.7631,34.6712,137.22,147.21,,36.75,,0,,2.57,,,,2415.6,,7.5523,,2336.8,,,,,,,,,
RF12-03, RF-4384,04/28/2012,0.434722222,145.0676667,29.99666667,5938,3553.2,3500,1.4917,34.6758,1.2204,27.7699,34.6758,140.79,146.34,,36.47,,0,,2.54,,,,2417.3,,7.5587,,2333.6,,,,,,,,,
RF12-03, RF-4384,04/28/2012,0.434722222,145.0676667,29.99666667,5938,3810.4,3751,1.4778,34.6797,1.18,27.7758,34.6797,146.78,145.24,,36.14,,0,,2.52,,,,2413.7,,7.5707,,2332.1,,,,,,,,,
RF12-03, RF-4384,04/28/2012,0.434722222,145.0676667,29.99666667,5938,4067.1,4001,1.4693,34.6832,1.1439,27.7811,34.6832,149.16,144.24,,35.94,,0,,2.5,,,,2412.6,,7.5682,,2329.1,,,,,,,,,
RF12-03, RF-4384,04/28/2012,0.434722222,145.0676667,29.99666667,5938,4322.1,4250,1.4698,34.6859,1.116,27.7852,34.6859,154.87,142.78,,35.59,,0,,2.47,,,,2412.5,,7.5818,,2326,,,,,,,,,
RF12-03, RF-4384,04/28/2012,0.434722222,145.0676667,29.99666667,5938,4580.3,4501,1.4815,34.6876,1.0979,27.7878,34.6876,157.19,141.57,,35.35,,0,,2.46,,,,2413,,7.5848,,2324.2,,,,,,,,,
RF12-03, RF-4384,04/28/2012,0.434722222,145.0676667,29.99666667,5938,4838.1,4751,1.494,34.6894,1.0794,27.7905,34.6894,160.33,139.69,,35.19,,0,,2.44,,,,2411.7,,7.5884,,2320.6,,,,,,,,,
RF12-03, RF-4384,04/28/2012,0.434722222,145.0676667,29.99666667,5938,5094.6,5000,1.5123,34.6906,1.0661,27.7923,34.6906,161.37,138.54,,35.09,,0,,2.44,,,,2409.3,,7.5904,,2318.4,,,,,,,,,
RF12-03, RF-4384,04/28/2012,0.434722222,145.0676667,29.99666667,5938,5610.3,5500,1.558,34.6923,1.0452,27.7951,34.6923,166.26,135.27,,34.72,,0,,2.41,,,,2409.4,,7.5947,,2311.9,,,,,,,,,
RF12-03, RF-4384,04/28/2012,0.434722222,145.0676667,29.99666667,5938,6049.1,5925,1.6001,34.6934,1.0277,27.7971,34.6934,168.66,133.13,,34.56,,0,,2.4,,,,2403.9,,7.5973,,2309.9,,,,,,,,,
MR13-04,S01_01,07/14/2013,0.233333333,144.981,29.9723,5919,0,0,27.3,-9,27.3,22.32381102,34.6016,206.66,1.58,0.15,0.29,0.03,0.02,0.01,0.105,0.002,-9,-9,2270.2,2271.5,8.049,8.05,1970.5,1970.4,0.09,0.09,0.09,0.1,-9,-9,-9,
MR13-04,S01_01,07/14/2013,0.233333333,144.981,29.9723,5919,10.1,10.1,24.5437,34.5918,24.5415,23.1711,34.5958,218.49,1.64,0.15,0.1,0.03,0.01,0.01,0.047,0.002,-9,-9,2269.2,-9,8.036,-9,1984,-9,0.06,-9,0.06,-9,-9,-9,-9,
MR13-04,S01_01,07/14/2013,0.233333333,144.981,29.9723,5919,20.4,20.2,22.9275,34.6017,22.9234,23.6536,34.6087,223.31,1.68,0.15,0.09,0.03,0.01,0.01,0.043,0.002,-9,-9,2269.9,-9,8.033,-9,1981.3,-9,0.06,-9,0.06,-9,-9,-9,-9,
MR13-04,S01_01,07/14/2013,0.233333333,144.981,29.9723,5919,30,29.8,22.0471,34.6426,22.0412,23.9348,34.6459,228.71,1.72,0.15,0.06,0.03,0.01,0.01,0.044,0.002,-9,-9,2272.5,-9,8.033,-9,1984.9,-9,0.09,-9,0.09,-9,-9,-9,-9,
MR13-04,S01_01,07/14/2013,0.233333333,144.981,29.9723,5919,49.9,49.6,20.5821,34.787,20.5727,24.4471,34.7887,237.95,1.76,0.15,0.04,0.04,0.01,0.01,0.043,0.002,-9,-9,2281.1,-9,8.034,-9,1990,-9,0.14,0.13,0.14,0.13,-9,-9,-9,
MR13-04,S01_01,07/14/2013,0.233333333,144.981,29.9723,5919,75.3,74.8,19.2826,34.7831,19.2691,24.7865,34.7816,237.94,1.93,0.14,0.04,0.04,0.01,0.01,0.061,0.002,-9,-9,2280.9,-9,8.022,-9,1997.9,-9,0.19,-9,0.18,-9,-9,-9,-9,
MR13-04,S01_01,07/14/2013,0.233333333,144.981,29.9723,5919,100,99.3,18.5076,34.7435,18.4902,24.9539,34.7442,236.49,2.06,0.14,0.12,0.03,0.01,0.01,0.08,0.002,-9,-9,2281,-9,8.014,-9,2000.6,-9,0.34,-9,0.28,-9,-9,-9,-9,
MR13-04,S01_01,07/14/2013,0.233333333,144.981,29.9723,5919,124.7,123.8,18.0775,34.7352,18.0561,25.0554,34.7358,226.39,2.34,0.14,0.79,0.03,0.3,0.01,0.141,0.002,-9,-9,2279.6,-9,7.994,7.992,2011.8,-9,0.25,-9,0.18,-9,-9,-9,-9,
MR13-04,S01_01,07/14/2013,0.233333333,144.981,29.9723,5919,150.3,149.3,17.773,34.728,17.7475,25.1256,34.7286,219.28,2.85,0.13,2.55,0.03,0.1,0.01,0.216,0.002,-9,-9,2277.8,-9,7.975,-9,2020.6,-9,0.16,-9,0.12,-9,-9,-9,-9,
MR13-04,S01_01,07/14/2013,0.233333333,144.981,29.9723,5919,175.3,174.1,17.5562,34.7198,17.5267,25.173,34.7206,216.03,3.08,0.13,3.21,0.03,0.03,0.01,0.253,0.002,-9,-9,2275.7,-9,7.964,-9,2026.6,-9,0.08,-9,0.06,-9,-9,-9,-9,
MR13-04,S01_01,07/14/2013,0.233333333,144.981,29.9723,5919,198.8,200,17.3637,34.7114,17.3305,25.2138,34.7124,215.33,3.32,0.13,3.61,0.03,0.02,0.01,0.277,0.002,-9,-9,2277.5,-9,7.959,-9,2027.2,-9,0.03,-9,0.03,-9,-9,-9,-9,
MR13-04,S01_01,07/14/2013,0.233333333,144.981,29.9723,5919,250.9,249.1,17.0406,34.7042,16.9992,25.2874,34.7052,216.76,3.8,0.12,4.09,0.03,0.02,0.01,0.305,0.002,-9,-9,2277,2276.6,7.958,-9,2028.7,2028.5,-9,-9,-9,-9,-9,-9,-9,
MR13-04,S01_01,07/14/2013,0.233333333,144.981,29.9723,5919,300.1,297.8,16.7993,34.689,16.7502,25.3345,34.6901,214.63,4.36,0.12,4.72,0.03,0.02,0.01,0.346,0.002,-9,-9,2275.5,-9,7.949,-9,2037.9,-9,-9,-9,-9,-9,-9,-9,-9,
MR13-04,S01_01,07/14/2013,0.233333333,144.981,29.9723,5919,400.2,397.1,15.5977,34.5968,15.5353,25.5425,34.5951,200.99,8,0.12,7.9,0.04,0.02,0.01,0.566,0.003,-9,-9,2272.6,-9,7.9,-9,2059.5,-9,-9,-9,-9,-9,-9,-9,-9,
MR13-04,S01_01,07/14/2013,0.233333333,144.981,29.9723,5919,500.1,496.1,12.7181,34.4089,12.6499,26.0043,34.4044,181.24,18.52,0.13,14.39,0.05,0.01,0.01,1.029,0.004,-9,-9,2274.2,-9,7.793,-9,2110.2,-9,-9,-9,-9,-9,-9,-9,-9,
MR13-04,S01_01,07/14/2013,0.233333333,144.981,29.9723,5919,602.1,597.1,8.8011,34.1278,8.7358,26.4768,34.1257,175.13,35,0.14,21.35,0.06,0.01,0.01,1.56,0.005,-9,-9,2276.6,-9,7.673,-9,2160,-9,-9,-9,-9,-9,-9,-9,-9,
MR13-04,S01_01,07/14/2013,0.233333333,144.981,29.9723,5919,700.2,694.2,6.237,34.0175,6.1741,26.7542,34.017,137.45,57.91,0.17,29.68,0.07,0.01,0.01,2.18,0.007,-9,-9,2287.7,-9,7.53,-9,2221.1,-9,-9,-9,-9,-9,-9,-9,-9,
MR13-04,S01_01,07/14/2013,0.233333333,144.981,29.9723,5919,800.8,793.8,4.9367,34.0475,4.8721,26.9346,34.0499,97.71,78.92,0.2,35.46,0.08,0.01,0.01,2.593,0.008,-9,-9,2304.5,-9,7.426,-9,2270,-9,-9,-9,-9,-9,-9,-9,-9,
MR13-04,S01_01,07/14/2013,0.233333333,144.981,29.9723,5919,898.9,890.9,4.3943,34.1604,4.3247,27.0843,34.1618,66.25,96.56,0.22,38.81,0.08,0.01,0.01,2.82,0.008,-9,-9,2325.3,-9,7.374,-9,2307.6,-9,-9,-9,-9,-9,-9,-9,-9,
MR13-04,S01_01,07/14/2013,0.233333333,144.981,29.9723,5919,1000.8,991.6,4.056,34.2552,3.9803,27.1957,34.256,54.99,108.92,0.23,40.08,0.08,0.01,0.01,2.911,0.008,-9,-9,2341.5,-9,7.364,-9,2328.9,-9,-9,-9,-9,-9,-9,-9,-9,
MR13-04,S01_01,07/14/2013,0.233333333,144.981,29.9723,5919,1199.9,1188.3,3.2969,34.3662,3.2111,27.3596,34.3676,41.26,128.56,0.26,42.11,0.09,0.01,0.01,3.045,0.009,-9,-9,2366.8,-9,7.348,-9,2357.6,-9,-9,-9,-9,-9,-9,-9,-9,
MR13-04,S01_01,07/14/2013,0.233333333,144.981,29.9723,5919,1401.1,1386.9,2.8153,34.4523,2.7179,27.4731,34.4528,37.46,141.89,0.27,43.07,0.09,0.01,0.01,3.1,0.009,-9,-9,2383.8,-9,7.348,-9,2372.5,-9,-9,-9,-9,-9,-9,-9,-9,
MR13-04,S01_01,07/14/2013,0.233333333,144.981,29.9723,5919,1600.6,1583.6,2.4447,34.5122,2.3354,27.5537,34.5121,44.27,151.17,0.29,42.88,0.09,0.01,0.01,3.075,0.009,-9,-9,2395,-9,7.366,-9,2379.5,-9,-9,-9,-9,-9,-9,-9,-9,
MR13-04,S01_01,07/14/2013,0.233333333,144.981,29.9723,5919,1800.4,1780.5,2.1916,34.5536,2.0692,27.6085,34.5543,57.51,155.83,0.29,42.15,0.09,0.01,0.01,3.013,0.009,-9,-9,2403.4,-9,7.392,-9,2377.8,-9,-9,-9,-9,-9,-9,-9,-9,
MR13-04,S01_01,07/14/2013,0.233333333,144.981,29.9723,5919,2000.1,1977,2.0068,34.5907,1.8704,27.6539,34.5907,77.65,154.07,0.29,40.81,0.08,0.01,0.01,2.904,0.008,-9,-9,2407.8,-9,7.431,-9,2369.6,2369.8,-9,-9,-9,-9,-9,-9,-9,
MR13-04,S01_01,07/14/2013,0.233333333,144.981,29.9723,5919,2199.3,2173,1.8549,34.6138,1.7039,27.6851,34.6142,89.73,155.26,0.29,40.07,0.08,0.01,0.01,2.849,0.008,-9,-9,2408.8,-9,7.454,-9,2364.5,-9,-9,-9,-9,-9,-9,-9,-9,
MR13-04,S01_01,07/14/2013,0.233333333,144.981,29.9723,5919,2401.2,2371.2,1.7538,34.6316,1.587,27.7081,34.6321,103.5,153.37,0.29,39.25,0.08,0.01,0.01,2.781,0.008,-9,-9,2410.1,2410.2,7.485,7.484,2358.9,-9,-9,-9,-9,-9,-9,-9,-9,
MR13-04,S01_01,07/14/2013,0.233333333,144.981,29.9723,5919,2600.2,2566.6,1.6862,34.6444,1.5028,27.7246,34.6452,115.9,150.48,0.28,38.45,0.08,0.01,0.01,2.719,0.008,-9,-9,2412.9,-9,7.508,-9,2350.9,-9,-9,-9,-9,-9,-9,-9,-9,
MR13-04,S01_01,07/14/2013,0.233333333,144.981,29.9723,5919,2800.6,2763.1,1.6217,34.653,1.4212,27.7374,34.6538,121.29,151.06,0.29,38.12,0.08,0.01,0.01,2.695,0.008,-9,-9,2413.4,-9,7.519,-9,2348.6,-9,-9,-9,-9,-9,-9,-9,-9,
