Cruise,Station,Date,Longitude,Latitude,Bottm depth [m],Pressure,Depth,Temp,Salinity-CTD,Theta,Sigma_Theta,Salinity-Bottle,DO [~$m~#mol/kg],Silicate [~$m~#mol/kg],1Silicate [~$m~#mol/kg],Nitrate,Nitrate1,Nitrite,Nitrite1,Phosphate [~$m~#mol/kg],1Phosphate [~$m~#mol/kg],NH4,NH41,TA [~$m~#mol/kg],1TA [~$m~#mol/kg],pHt (25C),1pHt (25C),DIC [~$m~#mol/kg],1DIC [~$m~#mol/kg],CHLWEL,CHLWEL1,CHLHOL [~$m~#g/l],1CHLHOL [~$m~#g/l],SIZECHL [~$m~#g/l],1SIZECHL [~$m~#g/l],2SIZECHL [~$m~#g/l],TDIN [mmol/m3]
MR11-03,K02_1,04/19/2011,160.072,46.999,5238,1800,1777.4,1.8857,34.591,1.7675,27.662,34.5921,67.4,166.74,166.8,41.5,41.45,0,0,2.942,2.959,-9,-9,2408.5,-9,7.417,-9,2376.4,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-03,K02_1,04/19/2011,160.072,46.999,5238,2000.5,1974.5,1.7843,34.6134,1.6512,27.6888,34.6131,81.21,164.12,164.27,40.5,40.55,0,0,2.875,2.865,-9,-9,2411.4,-9,7.443,-9,2368.5,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-03,K02_1,04/19/2011,160.072,46.999,5238,2201.5,2171.8,1.7048,34.6292,1.5561,27.7085,34.6291,93.56,163.52,163.48,39.74,39.73,0,-0.01,2.841,2.827,-9,-9,2413.1,-9,7.468,-9,2363.1,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-03,K02_1,04/19/2011,160.072,46.999,5238,2401.2,2367.7,1.6406,34.6416,1.4757,27.7243,34.6419,103.48,161.54,161.34,39.1,39.13,0,-0.01,2.772,2.769,-9,-9,2413.7,-9,7.491,-9,2354.7,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-03,K02_1,04/19/2011,160.072,46.999,5238,2599.9,2562.5,1.5809,34.6529,1.3995,27.7389,34.6529,114.4,158.61,158.97,38.49,38.59,0.01,-0.01,2.729,2.732,-9,-9,2415.2,-9,7.511,-9,2349.7,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-03,K02_1,04/19/2011,160.072,46.999,5238,2801.5,2759.9,1.5405,34.6608,1.3415,27.7493,34.6608,123.33,155.79,155.91,37.92,38.05,0,-0.01,2.696,2.683,-9,-9,2414.9,-9,7.525,-9,2343.9,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-03,K02_1,04/19/2011,160.072,46.999,5238,3000.2,2954.3,1.5089,34.6668,1.2919,27.7577,34.6671,129.95,154.17,154.15,37.51,37.56,0,0,2.656,2.644,-9,-9,2415.5,-9,7.541,-9,2339.3,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-03,K02_1,04/19/2011,160.072,46.999,5238,3250.4,3198.8,1.4851,34.6726,1.2444,27.7656,34.6726,136.59,152.08,152.15,37.08,37.1,0,-0.01,2.622,2.625,-9,-9,2414.4,2415.6,7.553,-9,2334,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-03,K02_1,04/19/2011,160.072,46.999,5238,3500.6,3443.0,1.4692,34.6772,1.2038,27.7721,34.6774,141.97,150.34,150.59,36.78,36.79,0,-0.01,2.597,2.587,-9,-9,2414.1,-9,7.561,7.561,2329.8,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-03,K02_1,04/19/2011,160.072,46.999,5238,4002.2,3931.9,1.455,34.684,1.1371,27.7822,34.684,150.61,148.7,148.73,36.23,36.32,0,-0.01,2.54,2.544,-9,-9,2414.1,-9,7.577,-9,2324.5,2323.7,-9,-9,-9,-9,-9,-9,-9,
MR11-03,K02_1,04/19/2011,160.072,46.999,5238,4501.3,4417.3,1.4733,34.6879,1.099,27.7879,34.6883,155.64,147.74,147.96,35.95,36.01,0,-0.01,2.538,2.531,-9,-9,2413.6,-9,7.584,-9,2321,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-03,K02_1,04/19/2011,160.072,46.999,5238,4999.6,4900.8,1.5144,34.6898,1.0797,27.7907,34.6903,158.11,147.57,147.51,35.65,35.68,0,-0.01,2.517,2.5,-9,-9,2412.2,-9,7.587,-9,2319.2,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-03,K02_1,04/19/2011,160.072,46.999,5238,5327.3,5218.2,1.5478,34.6905,1.0714,27.7919,34.691,158.62,147.72,147.84,35.53,35.63,0,0,2.505,2.502,-9,-9,2411.7,-9,7.587,-9,2319.4,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-03,K02_3,04/20/2011,160.083,47,5245,0,0.0,1.8,-9,1.8,26.4048,33.0258,337.36,44.64,44.69,25,25,0.21,0.21,2.022,2.02,0.24,0.19,2232.1,-9,7.661,-9,2128,-9,0.48,-9,0.43,-9,0.12,0.09,0.11,27.59863218
MR11-03,K02_3,04/20/2011,160.083,47,5245,5.2,5.2,1.6923,33.0179,1.6921,26.4061,33.0208,337.4,44.68,44.94,24.91,24.94,0.19,0.2,2.005,2.022,0.16,0.18,2231,-9,7.659,-9,2126.8,-9,0.44,0.43,0.4,0.4,-9,-9,-9,27.39663708
MR11-03,K02_3,04/20/2011,160.083,47,5245,10.2,10.1,1.69,33.018,1.6895,26.4064,33.0208,337.35,44.79,44.72,24.92,25.01,0.2,0.2,2.003,2.006,0.25,0.16,2232.8,-9,7.659,-9,2125.8,2125.4,0.45,-9,0.41,-9,-9,-9,-9,27.51594151
MR11-03,K02_3,04/20/2011,160.083,47,5245,19.4,19.2,1.6866,33.0181,1.6857,26.4067,33.0208,337.49,44.86,44.58,25.11,25,0.2,0.19,1.999,1.997,0.15,0.18,2232.6,2232.6,-9,-9,2126.6,-9,0.45,-9,0.42,-9,0.06,0.09,0.14,27.61355423
MR11-03,K02_3,04/20/2011,160.083,47,5245,24.6,24.4,1.6646,33.0185,1.6635,26.4086,33.0216,337.49,44.97,44.71,24.96,25.02,0.19,0.19,2.015,2.021,0.16,0.17,2232,-9,7.658,7.658,2127.4,-9,0.43,-9,0.4,-9,-9,-9,-9,27.45021768
MR11-03,K02_3,04/20/2011,160.083,47,5245,29.2,29.0,1.6853,33.0181,1.6839,26.4068,33.0211,337.48,44.79,44.73,25.02,25.02,0.19,0.19,2.015,2.015,0.19,0.13,2231.4,-9,7.658,-9,2125.1,-9,0.43,-9,0.4,-9,-9,-9,-9,27.54823496
MR11-03,K02_3,04/20/2011,160.083,47,5245,34.5,34.2,1.682,33.0181,1.6804,26.4071,33.0214,337.39,44.89,44.72,24.99,24.99,0.19,0.2,2.024,2.02,0.16,0.18,2232.2,-9,7.658,-9,2127.2,-9,0.45,-9,0.42,-9,-9,-9,-9,27.48291685
MR11-03,K02_3,04/20/2011,160.083,47,5245,39.5,39.2,1.6281,33.0188,1.6263,26.4114,33.0214,336.98,44.92,44.76,25.05,25.1,0.19,0.19,2.009,2.022,0.18,0.17,2231.6,-9,7.658,-9,2128.4,-9,0.45,0.45,0.41,0.41,0.05,0.08,0.14,27.56968217
MR11-03,K02_3,04/20/2011,160.083,47,5245,44,43.6,1.6211,33.0187,1.6191,26.4119,33.0219,337.03,44.99,44.72,25.09,25.11,0.19,0.19,2.007,2.024,0.24,0.18,2233.4,-9,7.658,-9,2126.7,-9,0.45,-9,0.42,-9,-9,-9,-9,27.67773005
MR11-03,K02_3,04/20/2011,160.083,47,5245,59.6,59.1,1.6107,33.0191,1.6079,26.413,33.0224,336.49,44.91,44.98,25.12,25.18,0.2,0.2,2.015,2.017,0.26,0.21,2231.9,-9,7.657,-9,2127.5,-9,0.36,-9,0.33,-9,-9,-9,-9,27.74239335
MR11-03,K02_3,04/20/2011,160.083,47,5245,80.2,79.5,1.5711,33.0309,1.5674,26.4252,33.0315,334.57,45.28,45.24,25.25,25.33,0.2,0.19,2.034,2.033,0.19,0.19,2232.7,-9,7.652,-9,2128.6,2129.1,0.3,-9,0.26,-9,0.05,0.05,0.1,27.79999301
MR11-03,K02_3,04/20/2011,160.083,47,5245,101.2,100.3,1.46,33.1534,1.4554,26.5312,33.1369,302.97,50.63,50.38,27.92,27.94,0.14,0.14,2.177,2.19,0.05,0.03,2239.2,2238.4,7.601,-9,2153.4,-9,0.13,-9,0.11,-9,0.03,0.03,0.04,30.38351524
MR11-03,K02_3,04/20/2011,160.083,47,5245,126.7,125.6,2.6575,33.4804,2.6504,26.7022,33.4726,178.3,69.48,69.36,35.47,35.5,0.03,0.03,2.633,2.632,0.04,0.04,2262.9,-9,7.423,7.423,2232,-9,0.03,-9,0.03,-9,0.01,0.01,0.01,38.03869348
MR11-03,K02_3,04/20/2011,160.083,47,5245,150.6,150.0,3.4339,33.7381,3.4244,26.8387,33.7343,80.83,84.56,84.49,41.73,41.62,0.02,0.02,3.006,3.017,0,0,2283.6,-9,7.282,-9,2295.3,-9,0.01,-9,0.01,-9,-9,-9,-9,44.34728346
MR11-03,K02_3,04/20/2011,160.083,47,5245,176.8,175.3,3.7022,33.8579,3.6906,26.9085,33.8572,41.32,91.94,91.5,44.08,44.08,0.02,0.02,3.14,3.139,0.02,-0.01,2292.4,-9,7.234,-9,2322.7,-9,0.01,-9,0.01,-9,-9,-9,-9,46.69887857
MR11-03,K02_3,04/20/2011,160.083,47,5245,201.5,199.7,3.732,33.9096,3.7186,26.947,33.9096,28.62,95.68,95.74,44.93,44.84,0.02,0.02,3.199,3.204,-0.01,-0.01,2298.3,-9,7.22,-9,2332.1,-9,0.01,-9,0.01,-9,-9,-9,-9,47.49515749
MR11-03,K02_3,04/20/2011,160.083,47,5245,227.2,225.2,3.7292,33.9526,3.7141,26.9817,33.9588,22.51,99.46,99.37,45.01,45.03,0.04,0.02,3.188,3.197,0.1,0,2305.5,-9,7.222,-9,2339.1,-9,-9,-9,-9,-9,-9,-9,-9,47.64970975
MR11-03,K02_3,04/20/2011,160.083,47,5245,253.6,251.3,3.7179,33.9919,3.701,27.0142,33.9922,20.3,102.47,102.56,45.13,45.18,0.02,0.02,3.212,3.204,0.03,0,2309,-9,7.224,-9,2342.3,-9,-9,-9,-9,-9,-9,-9,-9,47.6357046
MR11-03,K02_3,04/20/2011,160.083,47,5245,303.1,300.4,3.6948,34.0504,3.6745,27.0635,34.0469,18.79,106.18,106.16,44.84,44.88,0.02,0.02,3.214,3.21,0.01,0.06,2317.3,-9,7.238,-9,2346.3,-9,-9,-9,-9,-9,-9,-9,-9,47.23477184
MR11-03,K02_7,04/22/2011,160.08,46.998,5239,0,0.0,1.5,-9,1.5,26.4222,33.0214,340.88,45.19,45.57,25.13,25.11,0.19,0.2,2.04,2.049,0.16,0.16,2232.6,-9,7.66,-9,2126,-9,0.54,-9,0.49,-9,0.11,0.1,0.14,27.63475617
MR11-03,K02_7,04/22/2011,160.08,46.998,5239,5.2,5.2,1.5836,33.0125,1.5834,26.4094,33.0144,340.41,45.21,45.43,25.06,24.96,0.19,0.19,2.032,2.035,0.1,0.11,2232,-9,7.662,-9,2125.7,-9,0.47,0.46,0.43,0.43,-9,-9,-9,27.49944862
MR11-03,K02_7,04/22/2011,160.08,46.998,5239,9.3,9.2,1.583,33.0123,1.5826,26.4092,33.0135,340.84,45.47,45.3,25.05,25.1,0.19,0.19,2.019,2.027,0.11,0.17,2232.8,-9,7.66,-9,2126.7,2127.5,0.53,-9,0.48,-9,-9,-9,-9,27.50017987
MR11-03,K02_7,04/22/2011,160.08,46.998,5239,19.9,19.7,1.5851,33.012,1.5842,26.4089,33.0139,340.64,45.53,45.36,25.1,25.06,0.19,0.19,2.028,2.028,0.1,0.1,2231.3,2232.4,7.661,-9,2125.5,-9,0.51,-9,0.46,-9,0.11,0.15,0.15,27.54324714
MR11-03,K02_7,04/22/2011,160.08,46.998,5239,25.2,25.0,1.5821,33.0119,1.581,26.409,33.0137,340.62,45.25,45.69,25.03,25.09,0.19,0.19,2.03,2.038,0.12,0.16,2231,-9,7.661,7.661,2124.9,-9,0.48,-9,0.45,-9,-9,-9,-9,27.48916924
MR11-03,K02_7,04/22/2011,160.08,46.998,5239,29.9,29.6,1.5829,33.0121,1.5815,26.4092,33.0145,340.71,45.26,45.55,25.1,25.08,0.19,0.19,2.036,2.031,0.1,0.11,2232.7,-9,7.659,-9,2126.2,-9,0.48,-9,0.45,-9,-9,-9,-9,27.54275888
MR11-03,K02_7,04/22/2011,160.08,46.998,5239,34.9,34.6,1.5798,33.0118,1.5782,26.4092,33.0137,340.8,45.34,45.59,25.05,25.13,0.19,0.19,2.026,2.041,0.15,0.12,2231.8,-9,7.659,-9,2126.2,-9,0.53,-9,0.5,-9,-9,-9,-9,27.5434099
MR11-03,K02_7,04/22/2011,160.08,46.998,5239,40.5,40.2,1.5842,33.0123,1.5824,26.4093,33.0138,340.8,45.59,45.42,25.1,25.11,0.19,0.2,2.037,2.045,0.1,0.2,2232.8,-9,7.66,-9,2126.8,-9,0.48,0.48,0.45,0.45,0.11,0.13,0.13,27.54332852
MR11-03,K02_7,04/22/2011,160.08,46.998,5239,44.6,44.2,1.5701,33.0135,1.5681,26.4112,33.0147,340.44,45.49,45.73,25.12,25.1,0.19,0.2,2.047,2.063,0.1,0.12,2231,-9,7.658,-9,2126.4,-9,0.5,-9,0.46,-9,-9,-9,-9,27.56429176
MR11-03,K02_7,04/22/2011,160.08,46.998,5239,59.8,59.3,1.487,33.0236,1.4843,26.4251,33.0257,338.29,45.58,45.81,25.3,25.21,0.2,0.2,2.05,2.045,0.1,0.08,2233.1,-9,7.655,-9,2131,-9,0.36,-9,0.32,-9,-9,-9,-9,27.76137802
MR11-03,K02_7,04/22/2011,160.08,46.998,5239,80,79.3,1.1558,33.0591,1.1524,26.4753,33.061,333.08,46.24,46.36,25.82,25.94,0.23,0.22,2.061,2.066,0.09,0.04,2233.8,-9,7.641,-9,2136.1,2136.7,0.19,-9,0.17,-9,0.03,0.05,0.06,28.31744726
MR11-03,K02_7,04/22/2011,160.08,46.998,5239,100.5,99.6,1.1477,33.1189,1.1434,26.5239,33.1137,313.21,49.41,49.33,27.45,27.45,0.09,0.09,2.167,2.173,0,-0.02,2237.3,2237.1,7.611,-9,2148.7,-9,0.1,-9,0.09,-9,0.03,0.03,0.03,29.78775498
MR11-03,K02_7,04/22/2011,160.08,46.998,5239,125.8,124.7,2.2536,33.3989,2.247,26.6699,33.388,214.13,65.31,65.42,33.65,33.54,0.03,0.03,2.541,2.542,0.02,-0.04,2257.9,-9,7.473,7.473,2214.5,-9,0.03,-9,0.02,-9,0.01,0.01,0,36.15844564
MR11-03,K02_7,04/22/2011,160.08,46.998,5239,150.3,150.0,3.1224,33.6147,3.1133,26.7692,33.6143,130.69,78.66,78.95,38.43,38.44,0.02,0.02,2.811,2.827,0.01,-0.06,2275.1,-9,7.36,-9,2266.6,-9,0.01,-9,0.01,-9,-9,-9,-9,40.99478828
MR11-03,K02_7,04/22/2011,160.08,46.998,5239,176.8,175.3,3.5549,33.7635,3.5435,26.8476,33.7611,79.53,87.17,87.27,41.38,41.39,0.02,0.02,2.997,3.013,-0.03,-0.05,2285.9,-9,7.29,-9,2298.6,-9,0,-9,0,-9,-9,-9,-9,43.90963669
MR11-03,K02_7,04/22/2011,160.08,46.998,5239,201.5,199.7,3.7458,33.8486,3.7324,26.8971,33.8495,51.29,92.08,91.64,42.97,43.1,0.02,0.02,3.101,3.1,0.02,-0.05,2293.9,-9,7.256,-9,2318.5,-9,0,-9,0,-9,-9,-9,-9,45.53409207
MR11-03,K02_7,04/22/2011,160.08,46.998,5239,226.5,224.5,3.7414,33.9117,3.7263,26.9479,33.9116,30.11,95.88,95.75,44.67,44.8,0.02,0.03,3.194,3.198,0.02,-0.03,2298.4,-9,7.228,-9,2334.5,-9,-9,-9,-9,-9,-9,-9,-9,47.24936394
MR11-03,K02_7,04/22/2011,160.08,46.998,5239,252.2,250.0,3.7374,33.9524,3.7205,26.9809,33.9526,24.77,99.46,99.64,44.92,44.9,0.03,0.03,3.215,3.208,-0.02,-0.03,2304.5,-9,7.222,-9,2341.5,-9,-9,-9,-9,-9,-9,-9,-9,47.42596941
MR11-03,K02_7,04/22/2011,160.08,46.998,5239,302.9,300.2,3.6769,34.0344,3.6566,27.0524,34.0335,17.76,106.31,106.18,45.19,45.08,0.02,0.02,3.239,3.238,0,-0.02,2314.7,-9,7.228,-9,2350.8,-9,-9,-9,-9,-9,-9,-9,-9,47.61095442
MR11-02,K02_1,02/25/2011,160.17,47.004,5260,0,0.0,1.8,-9,1.8,26.3268,32.9285,331.18,35.87,35.76,21.87,21.87,0.14,0.15,1.85,1.854,0.13,0.1,2223.7,-9,7.679,-9,2114.2,-9,0.46,-9,0.43,-9,0.11,0.11,0.21,24.07838299
MR11-02,K02_1,02/25/2011,160.17,47.004,5260,4.5,4.5,1.8089,32.919,1.8087,26.3186,32.9207,330.99,35.86,35.99,21.85,21.9,0.14,0.14,1.832,1.839,0.11,0.08,2231.2,-9,7.678,-9,2115.9,-9,0.44,0.44,0.41,0.42,-9,-9,-9,24.04043595
MR11-02,K02_1,02/25/2011,160.17,47.004,5260,15.2,15.1,1.7964,32.919,1.7957,26.3195,32.92,330.67,36.03,36.02,21.91,21.97,0.14,0.14,1.852,1.836,0.07,0.05,2221.7,-9,7.678,-9,2116.2,2115.3,0.43,-9,0.41,-9,-9,-9,-9,24.06269111
MR11-02,K02_1,02/25/2011,160.17,47.004,5260,20.5,20.3,1.7953,32.9188,1.7944,26.3194,32.9195,330.95,36.08,36.05,21.89,21.95,0.14,0.14,1.851,1.838,0.08,0.05,2226.5,2226.5,7.678,-9,2115.3,-9,0.43,-9,0.4,-9,-9,-9,-9,24.05216921
MR11-02,K02_1,02/25/2011,160.17,47.004,5260,30.8,30.5,1.7995,32.919,1.7981,26.3193,32.9203,330.63,36.16,35.98,21.96,21.99,0.14,0.15,1.847,1.849,0.1,0.07,2226.4,-9,7.68,7.68,2115.2,-9,0.42,-9,0.4,-9,-9,-9,-9,24.14950243
MR11-02,K02_1,02/25/2011,160.17,47.004,5260,40.6,40.3,1.8093,32.9218,1.8074,26.3209,32.9222,329.62,36.01,36.37,22.08,22.05,0.14,0.14,1.85,1.84,0.12,0.09,2231.7,-9,7.677,-9,2116.3,-9,0.41,-9,0.39,-9,-9,-9,-9,24.30042848
MR11-02,K02_1,02/25/2011,160.17,47.004,5260,50.8,50.4,1.8079,32.9226,1.8055,26.3217,32.923,330.07,36.35,36.26,22.08,22.02,0.14,0.14,1.852,1.862,0.1,0.05,2226.8,-9,7.677,-9,2116.8,-9,0.29,-9,0.27,-9,-9,-9,-9,24.27809791
MR11-02,K02_1,02/25/2011,160.17,47.004,5260,65.2,64.6,1.8084,32.9231,1.8053,26.3221,32.9244,330.35,36.36,36.38,21.99,22.06,0.14,0.14,1.85,1.851,0.07,0.05,2225.9,-9,7.678,-9,2116,-9,0.43,0.43,0.4,0.4,-9,-9,-9,24.14656888
MR11-02,K02_1,02/25/2011,160.17,47.004,5260,76,75.4,1.8066,32.9235,1.803,26.3225,32.9242,330.28,36.56,36.24,22.03,22.13,0.14,0.14,1.848,1.853,0.09,0.06,2223.6,-9,7.678,-9,2115,-9,0.44,-9,0.41,-9,-9,-9,-9,24.21197335
MR11-02,K02_1,02/25/2011,160.17,47.004,5260,80.5,79.8,1.8071,32.9231,1.8033,26.3222,32.9245,329.98,36.52,36.54,22.08,22.17,0.14,0.15,1.87,1.863,0.12,0.09,2229.5,-9,7.678,-9,2116.4,-9,0.41,-9,0.39,-9,-9,-9,-9,24.29877255
MR11-02,K02_1,02/25/2011,160.17,47.004,5260,90.5,89.7,1.8058,32.9238,1.8015,26.3229,32.9255,329.77,36.22,36.42,22.08,22.06,0.14,0.14,1.827,1.834,0.07,0.06,2227.3,-9,7.677,-9,2114.5,2115.2,0.39,-9,0.37,-9,-9,-9,-9,24.24367026
MR11-02,K02_1,02/25/2011,160.17,47.004,5260,101.2,100.3,1.8546,32.9482,1.8497,26.339,32.9533,316.12,38.91,38.48,23.07,23.05,0.13,0.13,1.905,1.911,0.08,0.09,2228.1,2227.1,7.663,-9,2122.2,-9,0.2,-9,0.19,-9,0.07,0.04,0.1,25.29960461
MR11-02,K02_1,02/25/2011,160.17,47.004,5260,126.7,125.6,2.4298,33.4744,2.4229,26.7163,33.4674,181.48,68.89,68.91,36.26,36.15,0.01,0.02,2.681,2.689,0.05,0.02,2259.7,-9,7.414,7.414,2235,-9,0.02,-9,0.01,-9,0.01,0.01,0,38.879422
MR11-02,K02_1,02/25/2011,160.17,47.004,5260,151.6,150.0,2.9475,33.6205,2.9386,26.7893,33.6211,123.96,79.02,79.23,39.24,39.31,0.01,0.01,2.891,2.892,0.04,0,2275.1,-9,7.339,-9,2270.3,-9,0.02,-9,0.01,-9,0.01,0.01,0,41.87123292
MR11-02,K02_1,02/25/2011,160.17,47.004,5260,175.7,174.2,3.3117,33.7366,3.3008,26.8492,33.7347,85.28,86.34,86.32,41.42,41.54,0.01,0.01,2.991,3.006,0.03,0.01,2281.3,-9,7.292,-9,2295.5,-9,0.02,-9,0.01,-9,-9,-9,-9,44.03873338
MR11-02,K02_1,02/25/2011,160.17,47.004,5260,201.6,199.8,3.4422,33.8188,3.4294,26.9026,33.8175,57.06,92,92.32,43.19,43.22,0.01,0.01,3.117,3.107,0.02,0,2290.5,-9,7.253,-9,2316.4,-9,0.01,-9,0,-9,-9,-9,-9,45.7986222
MR11-02,K02_1,02/25/2011,160.17,47.004,5260,227,225.0,3.6142,33.8943,3.5993,26.9465,33.895,31.44,96.93,96.88,45.03,45,0.02,0.01,3.215,3.231,0.02,0.01,2295.5,-9,7.221,-9,2333.8,-9,-9,-9,-9,-9,-9,-9,-9,47.65254824
MR11-02,K02_1,02/25/2011,160.17,47.004,5260,251.2,249.0,3.6,33.9365,3.5932,26.9806,33.9365,24.44,100.27,100.39,45.3,45.39,0.01,0.01,3.225,3.207,0.03,0,2302.8,-9,7.218,-9,2339.4,-9,-9,-9,-9,-9,-9,-9,-9,47.88087686
MR11-02,K02_1,02/25/2011,160.17,47.004,5260,303.1,300.4,3.5619,34.0258,3.5419,27.0567,34.0239,19.81,107.61,107.7,45.11,45.15,0.01,0.01,3.244,3.259,0.01,0.01,2314.9,-9,7.23,-9,2347.3,-9,-9,-9,-9,-9,-9,-9,-9,47.53977596
MR11-02,K02_2,02/25/2011,160.173,47.012,5255,0,0.0,1.8,-9,1.8,26.3313,32.9341,331.43,36.41,36.31,22.05,22.02,0.13,0.13,1.832,1.845,-9,-9,2225,-9,7.677,-9,2114.6,-9,0.46,-9,0.44,-9,-9,-9,-9,
MR11-02,K02_2,02/25/2011,160.173,47.012,5255,10.1,10.0,1.8075,32.9251,1.8071,26.3235,32.9267,331.11,36.45,36.28,22.05,21.93,0.13,0.13,1.842,1.846,-9,-9,2222.5,-9,7.677,-9,2114.6,-9,0.45,0.44,0.43,0.42,-9,-9,-9,
MR11-02,K02_2,02/25/2011,160.173,47.012,5255,20.2,20.0,1.8049,32.9248,1.804,26.3235,32.9263,330.89,36.42,36.65,22.06,21.96,0.13,0.13,1.832,1.845,-9,-9,2224.3,-9,7.677,-9,2114.7,2115.3,0.45,-9,0.44,-9,-9,-9,-9,
MR11-02,K02_2,02/25/2011,160.173,47.012,5255,30,29.7,1.8045,32.9247,1.8031,26.3235,32.9266,330.82,36.38,36.45,22.13,22.04,0.13,0.13,1.83,1.827,-9,-9,2224.9,2221.2,7.677,-9,2114.3,-9,0.44,-9,0.42,-9,-9,-9,-9,
MR11-02,K02_2,02/25/2011,160.173,47.012,5255,50.7,50.3,1.8049,32.9248,1.8025,26.3237,32.9268,330.77,36.29,36.34,22.13,22.02,0.13,0.13,1.83,1.832,-9,-9,2223.5,-9,7.677,7.677,2114.9,-9,0.44,0.45,0.42,0.44,-9,-9,-9,
MR11-02,K02_2,02/25/2011,160.173,47.012,5255,75.9,75.3,1.8057,32.9248,1.8021,26.3237,32.9265,330.85,36.39,36.45,22.1,22.09,0.13,0.13,1.831,1.838,-9,-9,2225,-9,7.677,-9,2114.6,-9,0.43,-9,0.41,-9,-9,-9,-9,
MR11-02,K02_2,02/25/2011,160.173,47.012,5255,100.9,100.0,1.8065,32.925,1.8017,26.3238,32.9272,330.54,36.43,36.44,22.14,22.07,0.13,0.13,1.836,1.829,-9,-9,2225.8,-9,7.677,-9,2114.7,-9,0.44,-9,0.42,-9,-9,-9,-9,
MR11-02,K02_2,02/25/2011,160.173,47.012,5255,126.5,125.4,2.0071,33.2326,2.0007,26.5557,33.2252,253.61,53.89,54.09,30,29.98,0.04,0.04,2.306,2.315,-9,-9,2244.6,-9,7.537,-9,2180,-9,0.07,-9,0.06,-9,-9,-9,-9,
MR11-02,K02_2,02/25/2011,160.173,47.012,5255,150.6,150.0,2.7311,33.5657,2.7225,26.7643,33.5651,143.08,75.12,75.43,38.14,38.18,0.01,0,2.796,2.81,-9,-9,2268.8,-9,7.361,-9,2258.1,-9,0.01,-9,0.01,-9,-9,-9,-9,
MR11-02,K02_2,02/25/2011,160.173,47.012,5255,176.2,174.7,3.2226,33.7193,3.2118,26.8436,33.7174,86.11,85.26,85.06,41.55,41.55,0,0.01,2.999,3,-9,-9,2282,-9,7.261,-9,2295.1,-9,0.01,-9,0.01,-9,-9,-9,-9,
MR11-02,K02_2,02/25/2011,160.173,47.012,5255,200.1,198.3,3.5148,33.819,3.5019,26.8958,33.8185,50.35,91.41,90.95,43.83,43.94,0,0.01,3.142,3.119,-9,-9,2289.5,-9,7.236,-9,2318.4,2317.5,0.01,-9,0,-9,-9,-9,-9,
MR11-02,K02_2,02/25/2011,160.173,47.012,5255,250.3,248.1,3.6128,33.9423,3.5963,26.985,33.9419,23.11,100.53,100.49,45.3,45.24,0,0,3.233,3.24,-9,-9,2301.6,2303.8,7.21,-9,2339.5,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-02,K02_2,02/25/2011,160.173,47.012,5255,301.1,298.4,3.5757,34.0015,3.5558,27.0361,34,20.03,105.27,105.58,45.02,44.97,0,0,3.211,3.22,-9,-9,2311.2,-9,7.221,7.219,2344,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-02,K02_2,02/25/2011,160.173,47.012,5255,400.7,397.0,3.4464,34.1033,3.42,27.1302,34.1027,19.6,115.1,115.31,44.55,44.55,0.01,0.01,3.183,3.188,-9,-9,2326.8,-9,7.245,-9,2351.2,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-02,K02_2,02/25/2011,160.173,47.012,5255,500.8,496.0,3.3111,34.1909,3.2782,27.2136,34.1899,17.07,123.83,124.15,44.41,44.51,0.01,0,3.168,3.177,-9,-9,2341.2,-9,7.259,-9,2360.5,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-02,K02_2,02/25/2011,160.173,47.012,5255,600.1,594.3,3.1989,34.2594,3.1593,27.2793,34.2593,14.01,131.53,131.84,44.58,44.67,0,0,3.192,3.197,-9,-9,2352.5,-9,7.266,-9,2367.4,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-02,K02_2,02/25/2011,160.173,47.012,5255,702.3,695.3,3.0679,34.3109,3.0217,27.333,34.3102,15.73,136.61,136.77,44.41,44.38,0,0,3.188,3.179,-9,-9,2360.8,-9,7.28,-9,2372,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-02,K02_2,02/25/2011,160.173,47.012,5255,802,793.8,2.8904,34.3557,2.8381,27.3853,34.3557,16.24,143.24,143.51,44.44,44.39,0,0,3.174,3.179,-9,-9,2368.8,-9,7.286,-9,2380,-9,-9,-9,-9,-9,-9,-9,-9,
